SAMPLE	MHC	EC	SC	CP	AZ	IPS
TCGA-OR-A5L3-01	1.69831792519241	-0.0577277105301161	-0.00925513240128895	0.448209099826837	2.07954418208785	7
TCGA-OR-A5L4-01	1.92456581631779	0.0524009414884403	-0.00466944647283543	0.324560591585429	2.29685790291882	8
TCGA-OR-A5L5-01	2.45248751733175	0.150610269678785	-0.241004351319676	0.431768821511144	2.79386225720201	9
TCGA-OR-A5L6-01	2.36045718806926	0.0741513539650644	0.0321749423857503	0.455455609945973	2.92223909436605	10
TCGA-OR-A5L8-01	0.971120131838892	-0.116032745127116	0.283532951928293	0.562223226512396	1.70084356515247	6
TCGA-OR-A5L9-01	2.7084293049047	0.157700287750234	-0.109805489739022	0.23451195256594	2.99083605548185	10
TCGA-OR-A5LA-01	2.59446261185684	0.170466668171632	-0.188739703722494	0.371804119746701	2.94799369605267	10
TCGA-OR-A5LB-01	1.49022239375015	-0.0610982070182595	0.249565257796292	0.429276024628793	2.10796546915698	7
TCGA-OR-A5LC-01	1.74604286166336	0.0501976536541547	0.0889423939928716	0.475955666236604	2.36113857554699	8
TCGA-OR-A5LD-01	1.06146238595674	-0.0213053213704357	0.251046074402056	0.384949199535109	1.67615233852346	6
TCGA-OR-A5LE-01	1.30102915757958	-0.0471484611609968	0.334583710154048	0.426582690143156	2.01504709671579	7
TCGA-OR-A5LG-01	1.80422466458434	0.0621199363825032	-0.180879366016392	0.367991981800129	2.05345721675058	7
TCGA-OR-A5LH-01	2.63540755940842	0.0871482844191991	-0.149896611073788	0.410300567490144	2.98295980024398	10
TCGA-OR-A5LJ-01	1.75444517375212	0.0272933256858808	0.0745250483242192	0.335022785366988	2.1912863331292	7
TCGA-OR-A5LK-01	2.45960191283797	0.267885308796706	-0.436383143154618	0.206050178800751	2.4971542572808	8
TCGA-OR-A5LL-01	2.03982006908385	-0.0350088112234775	0.0861126781732286	0.534806842827192	2.62573077886079	9
TCGA-OR-A5LM-01	2.63712963481998	0.0359982584662395	0.0795323015019874	0.400458038385976	3.15311823317418	10
TCGA-OR-A5LN-01	2.62472958814164	0.154386589422638	-0.208084678845576	0.287717131277135	2.85874862999584	10
TCGA-OR-A5LO-01	1.50004275418461	-0.0899425456695068	0.243662011849944	0.463348700238403	2.11711092060345	7
TCGA-OR-A5LP-01	2.17821952183103	0.114078407170514	-0.222658163987832	0.356008191867201	2.42564795688091	8
TCGA-OR-A5LS-01	1.41555903255515	-0.0654831490466798	0.232967478522451	0.414398901568656	1.99744226359958	7
TCGA-OR-A5LT-01	1.89239749310468	0.0566477059465788	0.127058095742385	0.360521149039953	2.4366244438336	8
TCGA-OU-A5PI-01	1.61417743089014	-0.0438107870682246	0.0710571408023701	0.535517400642381	2.17694118526667	7
TCGA-P6-A5OF-01	1.66489397408559	-0.00269777404152587	-0.0436153639034608	0.35749689807428	1.97607773421488	7
TCGA-P6-A5OG-01	2.31198451377844	0.479887095454349	-0.702078258102894	-0.0273290283142785	2.06246432281562	7
TCGA-PA-A5YG-01	2.16889402264183	0.262137977457917	-0.390445751272449	0.373866947209539	2.41445319603684	8
TCGA-PK-A5H8-01	1.86792381003529	0.0669403019207485	-0.107079847998263	0.411014367669896	2.23879863162767	7
TCGA-PK-A5H9-01	2.47667860734167	0.0251317742521754	-0.116281037100033	0.426183698149	2.81171304264281	9
TCGA-PK-A5HA-01	2.62553760247234	0.180290418043126	-0.385550852551807	0.308656522340986	2.72893369030464	9
TCGA-PK-A5HB-01	1.53522456239481	0.00836643901999619	0.056953572972915	0.32247609021807	1.92302066460579	6
TCGA-2F-A9KO-01	2.86403919926685	0.49252460293505	-0.458784621277714	-0.106617444480302	2.79116173644388	9
TCGA-2F-A9KP-01	1.4428547892322	0.0444432462905034	0.231999043737218	0.58565232526047	2.30494940452039	8
TCGA-2F-A9KQ-01	1.54879426391394	-0.00823655079195186	0.106119624348241	0.578379597026015	2.22505693449624	7
TCGA-2F-A9KR-01	2.30127352849062	0.0970911449278111	-0.0253572200388994	0.289188365041483	2.66219581842102	9
TCGA-2F-A9KT-01	1.4345665608419	0.0549388565961621	-0.156757281832536	0.593503090693675	1.9262512262992	6
TCGA-2F-A9KW-01	1.86392678717778	0.249879648114721	-0.245994229293961	0.277956271989321	2.14576847798786	7
TCGA-4Z-AA7M-01	1.71179003423215	0.142018327464064	-0.0398516905530598	0.462556162888511	2.27651283403166	8
TCGA-4Z-AA7N-01	2.55182802622008	0.606968453661683	-0.608485471852332	0.0290006594596027	2.57931166748904	9
TCGA-4Z-AA7O-01	2.57929732917192	0.344170203213608	-0.190435558100265	0.238252802028109	2.97128477631338	10
TCGA-4Z-AA7Q-01	2.77265752321369	0.481203699954247	-0.666574975215157	-0.189874054673259	2.39741219327952	8
TCGA-4Z-AA7R-01	1.54233437242556	-0.0135901874444884	0.141260284484208	0.537404323390286	2.20740879285557	7
TCGA-4Z-AA7S-01	1.18594072320434	0.0616656826855424	0.219325590916033	0.602598877666944	2.06953087447286	7
TCGA-4Z-AA7W-01	3.28352489359142	0.648418252400121	-0.815060032069333	-0.52421786255738	2.59266525136483	9
TCGA-4Z-AA7Y-01	1.85527498402079	0.0852943495158069	0.188971210504853	0.540239860794287	2.66978040483573	9
TCGA-4Z-AA80-01	1.94612137990114	0.175736613581265	0.199232906989193	0.401074680673787	2.72216558114538	9
TCGA-4Z-AA81-01	3.03848732461053	0.382853733894906	-0.211888826543995	-0.258991160384541	2.9504610715769	10
TCGA-4Z-AA82-01	2.21448871649219	0.221460561650196	-0.364813002017192	0.169208434250921	2.24034471037612	7
TCGA-4Z-AA83-01	2.35190595253152	0.160752073293711	-0.297265542374885	0.268070871178804	2.48346335462915	8
TCGA-4Z-AA84-01	1.5064502317634	0.121177631643451	-0.0594267204036328	0.330184376020711	1.89838551902392	6
TCGA-4Z-AA86-01	2.72886882837784	0.517853591382799	-0.892747549163716	-0.338884493306881	2.01509037729004	7
TCGA-4Z-AA87-01	1.73000888319466	0.267372848124417	-0.102305575762391	0.138105049333666	2.03318120489036	7
TCGA-4Z-AA89-01	2.28169114361702	0.111182832908013	0.150090166665158	0.354162290265184	2.89712643345538	10
TCGA-5N-A9KI-01	2.58039165328675	0.195797294706424	-0.326198983661539	0.363529216199086	2.81351918053072	9
TCGA-5N-A9KM-01	2.25103046681939	0.238858801744094	-0.256681178782676	0.425049897021936	2.65825798680275	9
TCGA-BL-A0C8-01	1.65997041215469	0.00582069695907742	0.0358807499560414	0.478533760110888	2.1802056191807	7
TCGA-BL-A13I-01	2.60071957644615	0.475298310506661	-0.923198901340222	0.0623363613520561	2.21515534696464	7
TCGA-BL-A13J-01	1.86366654424966	0.16170983608834	-0.191014853196544	0.367222937889651	2.20158446503111	7
TCGA-BL-A3JM-01	2.01115708882693	0.194420241303915	-0.0328981574956947	0.0866242915698079	2.25930346420496	8
TCGA-BL-A5ZZ-01	2.05270733076883	0.304660052997399	-0.728442871570568	0.185072261741598	1.81399677393726	6
TCGA-BT-A0S7-01	1.91504928269051	0.170579557141512	-0.20070522877775	0.471346937532085	2.35627054858635	8
TCGA-BT-A0YX-01	2.20945283995938	0.333275480178628	-0.519593744171605	0.0262994980638022	2.04943407403021	7
TCGA-BT-A20J-01	2.33429776637965	0.453306344212902	-0.593197104175146	-0.127854106004994	2.06655290041241	7
TCGA-BT-A20N-01	1.61687122896981	0.0537499842571706	0.0649508079175024	0.455881305208603	2.19145332635309	7
TCGA-BT-A20O-01	2.98865544726879	0.809112466313104	-0.9803376709605	-0.494382104503056	2.32304813811834	8
TCGA-BT-A20P-01	1.95469545305087	0.0793990740445004	0.0939214662528029	0.505241211565816	2.63325720491399	9
TCGA-BT-A20Q-01	2.58672564537782	0.287149107842381	-0.411902450884052	0.207938927485449	2.6699112298216	9
TCGA-BT-A20R-01	2.06366374223863	0.158777104912272	-0.258354613866987	0.374633708583465	2.33871994186737	8
TCGA-BT-A20T-01	2.83539962266994	0.280173029560578	-0.28228127353949	0.119653525736198	2.95294490442723	10
TCGA-BT-A20U-01	2.11261887829007	0.187661725892673	-0.235778620226555	0.242183817352839	2.30668580130903	8
TCGA-BT-A20V-01	2.24559825103741	0.284141486865657	-0.134285543933855	-0.0798221388971181	2.31563205507209	8
TCGA-BT-A20W-01	2.16317890204823	0.303218793900094	-0.123139666536111	0.312424551453761	2.65568258086597	9
TCGA-BT-A20X-01	2.16499944763525	0.266421474213182	-0.339572102213391	0.216377991561381	2.30822681119642	8
TCGA-BT-A2LA-01	1.62170689569474	-0.0114074161240314	0.26461264623973	0.579306021102929	2.45421814691337	8
TCGA-BT-A2LB-01	2.3315068847808	0.310277142046532	-0.357205927393677	0.209930653450269	2.49450875288392	8
TCGA-BT-A2LD-01	2.25791858481535	0.220599018526196	-0.251518076619435	0.184038649539008	2.41103817626112	8
TCGA-BT-A3PH-01	1.41269739428993	0.0650449151557219	0.0266004719084535	0.510205277923555	2.01454805927766	7
TCGA-BT-A3PJ-01	2.92167780155712	0.402096828250391	-0.516981850743307	-0.235473031664174	2.57131974740003	9
TCGA-BT-A3PK-01	2.30020827520148	0.309379781984048	-0.568070346274016	0.0313182618325536	2.07283597274406	7
TCGA-BT-A42C-01	1.59996073897521	0.0895358279071456	0.0996189772751028	0.57418486387178	2.36330040802923	8
TCGA-BT-A42E-01	2.58652184873201	0.482636349379499	-0.650942140838801	-0.1969986973513	2.2212173599214	7
TCGA-BT-A42F-01	2.54817946212671	0.512981372803277	-0.878897975546076	-0.0609775449411297	2.12128531444278	7
TCGA-C4-A0EZ-01	1.28870033397448	-0.0228963629455116	0.0750821109661928	0.439714059445801	1.78060014144096	6
TCGA-C4-A0F0-01	2.19900532751653	0.286298513497688	-0.38336810204686	0.174370136819821	2.27630587578718	8
TCGA-C4-A0F1-01	2.38890681845667	0.19760350700548	-0.271402559706557	0.157173127761942	2.47228089351754	8
TCGA-C4-A0F6-01	1.68955085070988	0.176546897336825	-0.074005682026122	0.470122822169307	2.26221488818989	8
TCGA-C4-A0F7-01	1.70177555004349	0.110661420325934	-0.0449604035041004	0.36188635762152	2.12936292448684	7
TCGA-CF-A1HR-01	2.18379260136134	0.198349158415696	-0.0667490044597958	0.429145194832438	2.74453795014968	9
TCGA-CF-A1HS-01	2.1100757042443	0.226883947190589	-0.458367402684977	0.212336489966367	2.09092873871627	7
TCGA-CF-A27C-01	1.83209913785869	0.00771619997905159	0.246186047686757	0.503127318619041	2.58912870414354	9
TCGA-CF-A3MF-01	1.37809482003188	-0.0442068832541296	0.187024254347476	0.481355369101272	2.0022675602265	7
TCGA-CF-A3MG-01	1.32943916110601	-0.00300587794793108	0.259610680681806	0.599278020808983	2.18532198464887	7
TCGA-CF-A3MH-01	1.68077559853173	0.045882650792866	0.155719224239019	0.570486624425019	2.45286409798863	8
TCGA-CF-A3MI-01	1.84887194815903	0.106124598578765	0.00137114028975618	0.443193351367474	2.39956103839502	8
TCGA-CF-A47S-01	1.95739580410793	0.095334179176065	-0.0549480316611387	0.379981907437605	2.37776385906046	8
TCGA-CF-A47T-01	1.28684227195857	0.00231984453446009	0.148027801838659	0.547906756323194	1.98509667465488	7
TCGA-CF-A47V-01	2.24176399546209	0.102716418074384	0.0450552655969195	0.467733181284706	2.8572688604181	10
TCGA-CF-A47W-01	1.75911658235321	-0.00443650816177352	0.200373728294675	0.520581309695704	2.47563511218181	8
TCGA-CF-A47X-01	1.69401234360158	0.00165129472818509	0.201810698532826	0.48011120499665	2.37758554185924	8
TCGA-CF-A47Y-01	1.80256723103418	-0.0554514128931375	0.241813431680587	0.450083669807522	2.43901291962916	8
TCGA-CF-A5U8-01	1.65188566622827	-0.0781396251643639	0.292124157229554	0.479403610732353	2.34527380902581	8
TCGA-CF-A5UA-01	1.76277050849786	0.0633854335394623	0.0952433335066823	0.503420612129092	2.42481988767309	8
TCGA-CF-A7I0-01	1.71777585396165	0.120963931069718	0.0281745355768671	0.517791260419488	2.38470558102773	8
TCGA-CF-A8HX-01	1.38583991537749	-0.00825661397468299	0.192022851201879	0.472259858499385	2.04186601110407	7
TCGA-CF-A8HY-01	1.66104737583297	0.0108625665099587	-0.0305410844519416	0.489523051399245	2.13089190929023	7
TCGA-CF-A9FF-01	2.01308894904834	0.191674263026219	0.0461916324718233	0.479917674882707	2.73087251942909	9
TCGA-CF-A9FH-01	2.51309868379146	0.0709564229539124	0.270087879376359	0.350081477701977	3.20422446382371	10
TCGA-CF-A9FL-01	1.72261777274072	0.111763294988446	0.0223955887285222	0.536327266630269	2.39310392308796	8
TCGA-CF-A9FM-01	1.87868561855238	0.137466978276748	-0.093526721218524	0.42930782967458	2.35193370528518	8
TCGA-CU-A0YN-01	2.01229223592299	0.287635503748475	-0.584827357204005	0.244948245559782	1.96004862802724	7
TCGA-CU-A0YO-01	2.59296069847002	0.310206247204416	-0.212583892155833	0.287922905812558	2.97850595933116	10
TCGA-CU-A0YR-01	2.30952898671152	0.375286339317264	-0.575336316742601	0.052028396546713	2.16150740583289	7
TCGA-CU-A3KJ-01	2.44956074572713	0.286715633840086	-0.449795885942752	0.190452002616245	2.47693249624071	8
TCGA-CU-A3QU-01	2.17458477333985	0.104535508895366	0.237622357962559	0.448461359847454	2.96520400004523	10
TCGA-CU-A3YL-01	2.04959737902529	0.0618128991657383	0.0655866149206369	0.446797512208258	2.62379440531992	9
TCGA-CU-A5W6-01	1.98421315957599	0.186848124268383	-0.156815714440503	0.36944977506471	2.38369534446858	8
TCGA-CU-A72E-01	1.69632158461064	0.108340218646092	-0.268959032224397	0.453900329513233	1.98960310054557	7
TCGA-DK-A1A3-01	2.0368887769601	0.271899309857229	-0.352438147537199	0.211975930185353	2.16832586946548	7
TCGA-DK-A1A5-01	2.69137852506494	0.240125965868886	-0.275537399462187	0.202256173538922	2.85822326501056	10
TCGA-DK-A1A6-01	2.21620792196075	0.423517105945591	-0.320704299990419	-0.0245752837236202	2.2944454441923	8
TCGA-DK-A1A7-01	1.75970257808656	0.0943429037746991	0.101726201062695	0.485133582473365	2.44090526539732	8
TCGA-DK-A1AA-01	1.87807633022482	0.0808546692176121	0.0138188899921715	0.483691176171299	2.4564410656059	8
TCGA-DK-A1AB-01	2.61237659113964	0.330623804060009	-0.548512378146717	-0.0740046844681299	2.3204833325848	8
TCGA-DK-A1AC-01	2.00248479851167	0.47435533924997	-0.321426896201473	-0.0572404320946481	2.09817280946552	7
TCGA-DK-A1AD-01	2.19369217509431	0.192840929932114	-0.0616305130098348	0.380283304091393	2.70518589610798	9
TCGA-DK-A1AE-01	1.94661285508898	0.198093516579586	0.0915372609716229	0.17379151869641	2.4100351513366	8
TCGA-DK-A1AF-01	2.37394182150577	0.455868457143453	-0.693654468908598	0.106151518487632	2.24230732822825	7
TCGA-DK-A1AG-01	1.853116261512	0.0969994583741707	-0.070989622959452	0.508647176270729	2.38777327319744	8
TCGA-DK-A2HX-01	1.89127312796906	0.106773164202393	-0.33842595401072	0.424076280333754	2.08369661849448	7
TCGA-DK-A2I1-01	2.3521361526434	0.308837836942509	-0.464807535230981	0.279503688712477	2.4756701430674	8
TCGA-DK-A2I2-01	2.41231151560126	0.323084008670597	-0.813417022368532	0.0706180428500376	1.99259654475336	7
TCGA-DK-A2I4-01	3.02694232372863	0.65863824229133	-0.99495261326192	-0.471530425090026	2.21909752766802	7
TCGA-DK-A2I6-01	1.91695273690928	0.100540486677729	-0.000231112535563155	0.00845780964833659	2.02571992069978	7
TCGA-DK-A3IK-01	1.87571852238701	0.117125216923676	0.089661697872721	0.515808328498549	2.59831376568196	9
TCGA-DK-A3IL-01	1.21207934517819	0.0847655711615053	0.113877592845491	0.527899508271145	1.93862201745633	6
TCGA-DK-A3IM-01	1.71273718715161	0.0938877224359554	-0.0616199904471676	0.456579225033519	2.20158414417392	7
TCGA-DK-A3IN-01	2.12811221229422	0.24991529977379	-0.583526952690692	0.0539431724528391	1.84844373183016	6
TCGA-DK-A3IQ-01	1.84686879197172	0.0550239058129832	-0.310516356597	0.504981563089243	2.09635790427694	7
TCGA-DK-A3IS-01	2.69178768169093	0.136546707847133	0.102408216709756	0.353882521843816	3.28462512809163	10
TCGA-DK-A3IT-01	1.87074571691011	0.253547984051876	-0.266417233838452	0.437354440170422	2.29523090729396	8
TCGA-DK-A3IU-01	3.00291417611844	0.642980520478054	-0.960752503142613	-0.442739795115243	2.24240239833864	7
TCGA-DK-A3IV-01	2.52646926634496	0.428679435982624	-0.253430740992391	0.0822179187537868	2.78393588008898	9
TCGA-DK-A3WW-01	3.05572924861273	0.582279028575758	-0.766079906699935	-0.585767214751702	2.28616115573685	8
TCGA-DK-A3WX-01	2.29727461068452	0.341513581288084	-0.538246260239231	0.00863639270804773	2.10917832444142	7
TCGA-DK-A3WY-01	2.84939389851324	0.709083324675066	-0.811917944848594	-0.121608022727553	2.62495125561216	9
TCGA-DK-A3X1-01	2.0674813930373	0.183882453451782	0.0712470580726125	0.391766170131675	2.71437707469337	9
TCGA-DK-A3X2-01	1.23248882733523	0.0643938534484192	0.0759105792009725	0.482209184757604	1.85500244474222	6
TCGA-DK-A6AV-01	1.83035117700748	0.184065955208941	-0.102871831528755	0.338666807852985	2.25021210854065	8
TCGA-DK-A6AW-01	1.88149030182018	0.0419384340302919	0.0489131594314181	0.274106475046819	2.24644837032871	7
TCGA-DK-A6B0-01	1.75303762867079	0.00989455623271299	0.116866032593722	0.508751664530609	2.38854988202783	8
TCGA-DK-A6B1-01	2.21448887916868	0.112527966105023	0.170918230859917	0.565528426504691	3.06346350263831	10
TCGA-DK-A6B2-01	2.66279912570143	0.388319011873068	-0.465569907251517	0.226554212048695	2.81210244237167	9
TCGA-DK-A6B5-01	2.37662901594934	0.211925995832503	-0.42567459365482	0.194282718238496	2.35716313636552	8
TCGA-DK-A6B6-01	2.5601443892142	0.353034454438326	-0.112234553609206	0.160345243643076	2.9612895336864	10
TCGA-DK-AA6L-01	2.34506641596138	0.210657370371006	-0.380838101151579	0.277458504780371	2.45234418996118	8
TCGA-DK-AA6M-01	2.72399743777456	0.346839523309662	-0.67555803374375	0.00107270644025258	2.39635163378073	8
TCGA-DK-AA6P-01	1.4883260466014	-0.0574548529020532	0.287243417218001	0.564607966746431	2.28272257766378	8
TCGA-DK-AA6Q-01	2.69222620313511	0.352544435006132	-0.301154962849352	-0.0986348711152665	2.64498080417662	9
TCGA-DK-AA6R-01	1.86488079698284	0.224468118597085	-0.204819162430623	-0.0497058659926373	1.83482388715667	6
TCGA-DK-AA6S-01	2.52885409685076	0.340508149620248	-0.468898160003425	-0.077195363819014	2.32326872264856	8
TCGA-DK-AA6T-01	2.4162157017159	0.524260853715605	-0.45792040297893	0.303505211532504	2.78606136398508	9
TCGA-DK-AA6U-01	1.818090649354	0.0693822631754509	0.108623721305878	0.466024504100278	2.4621211379356	8
TCGA-DK-AA6W-01	1.68230276503198	0.147052557049416	-0.233519639463833	0.33194222040358	1.92777790302114	6
TCGA-DK-AA6X-01	2.54229427397333	0.226909083816631	-0.317991498811676	0.276901628471834	2.72811348745012	9
TCGA-DK-AA71-01	2.08893751173704	0.101596385092375	-0.0614769278061277	0.211160375955735	2.34021734497902	8
TCGA-DK-AA74-01	3.05657194916342	0.484428337216721	-0.914679109240055	-0.272735628096786	2.3535855490433	8
TCGA-DK-AA75-01	1.28957100569435	0.0329916892268951	0.24989289274865	0.498494661843304	2.07095024951319	7
TCGA-DK-AA76-01	1.3626341592577	-0.0349768656212178	0.310364247579066	0.548095641871589	2.18611718308713	7
TCGA-DK-AA77-01	2.7373552428863	0.25948285055401	-0.107677735131975	0.165563674880314	3.05472403318865	10
TCGA-E5-A2PC-01	2.73837465330499	0.190864393074303	-0.137149016249724	0.0970937304005007	2.88918376053007	10
TCGA-E5-A4TZ-01	1.44684928073552	0.111241848737954	-0.0765157220038983	0.42371134774632	1.9052867552159	6
TCGA-E5-A4U1-01	1.3945707017414	-0.00516030725295015	0.162475566169976	0.536612810688794	2.08849877134722	7
TCGA-E7-A3X6-01	2.93205405806442	0.309347336405373	-0.377138382448235	-0.0859305056956679	2.77833250632589	9
TCGA-E7-A3Y1-01	1.81898012551368	0.00985153955585048	0.0997156492721899	0.554370167764805	2.48291748210653	8
TCGA-E7-A4IJ-01	2.19741457091725	0.272585004477863	0.0268433011733216	0.304583997819748	2.80142687438818	9
TCGA-E7-A4XJ-01	1.29887744848174	-0.0232879126544816	0.178510882392621	0.529281238826863	1.98338165704675	7
TCGA-E7-A519-01	2.31726514431643	0.171551507970848	-0.270295016426655	0.364937302905085	2.58345893876571	9
TCGA-E7-A541-01	2.57771510061021	0.381398178190704	-0.214565647392244	0.103145564154408	2.84769319556308	9
TCGA-E7-A5KE-01	0.980581177992588	0.00683298847954215	0.130680194005691	0.554238916931551	1.67233327740937	6
TCGA-E7-A5KF-01	1.63281267166099	0.00662278968196174	0.32618205396993	0.481663317234043	2.44728083254692	8
TCGA-E7-A677-01	2.12984486332226	0.242544207998071	-0.0593520562268422	0.278056150253692	2.59109316534719	9
TCGA-E7-A678-01	2.08748599506071	0.0528810548329605	0.148695557349695	0.50925572273041	2.79831832997377	9
TCGA-E7-A6MD-01	2.05611839460489	0.278841755220486	-0.292596193078814	0.379835591182309	2.42219954792887	8
TCGA-E7-A6ME-01	2.58752808190242	0.304168725252432	0.00305296166107283	0.349631792057619	3.24438156087354	10
TCGA-E7-A6MF-01	1.80026599227341	0.00562334091189394	0.195440252784072	0.481904320491689	2.48323390646106	8
TCGA-E7-A7DU-01	1.68542133411138	0.0145520241200041	0.0746024351118958	0.44602725803691	2.22060305138019	7
TCGA-E7-A7DV-01	2.72509934224895	0.397523790626713	-1.01240040401583	-0.0832589311781128	2.02696379768171	7
TCGA-E7-A7PW-01	1.70847232570785	0.110076258055199	0.191372371639874	0.415113630792589	2.42503458619551	8
TCGA-E7-A7XN-01	3.05500633495857	0.540748367866923	-0.623940702426282	-0.542023357092506	2.4297906433067	8
TCGA-E7-A85H-01	2.06101619513283	0.293029159624452	-0.0799934248969135	0.117214539134113	2.39126646899448	8
TCGA-E7-A8O7-01	2.08321711155709	0.226795860256635	-0.160452875507407	0.431432141094767	2.58099223740108	9
TCGA-E7-A8O8-01	2.08496110818314	0.0203855386506437	0.0911883108761527	0.424829900933239	2.62136485864318	9
