"TCGA-64-5775",2
"TCGA-44-7659",3
"TCGA-55-A4DG",1
"TCGA-55-6985",4
"TCGA-86-8054",2
"TCGA-38-4629",4
"TCGA-78-7147",2
"TCGA-55-8092",4
"TCGA-86-A456",3
"TCGA-55-8302",2
"TCGA-05-4384",3
"TCGA-55-8511",4
"TCGA-97-7941",3
"TCGA-62-8397",3
"TCGA-91-6830",3
"TCGA-44-3398",1
"TCGA-55-7913",2
"TCGA-55-1592",3
"TCGA-91-A4BD",3
"TCGA-78-7149",3
"TCGA-78-7535",3
"TCGA-49-6742",2
"TCGA-05-4249",3
"TCGA-64-1679",3
"TCGA-69-7760",2
"TCGA-05-4405",3
"TCGA-55-6987",4
"TCGA-05-5429",2
"TCGA-55-A48X",1
"TCGA-86-8673",2
"TCGA-86-8674",2
"TCGA-49-6744",1
"TCGA-44-5643",2
"TCGA-05-4382",3
"TCGA-49-AARQ",2
"TCGA-55-8094",2
"TCGA-MP-A4TC",3
"TCGA-49-AAR0",3
"TCGA-05-4427",2
"TCGA-75-6214",2
"TCGA-69-7763",3
"TCGA-86-8076",1
"TCGA-62-A46V",3
"TCGA-55-A48Y",3
"TCGA-71-6725",2
"TCGA-55-6642",4
"TCGA-78-7220",2
"TCGA-L9-A8F4",4
"TCGA-35-5375",2
"TCGA-50-5939",3
"TCGA-55-8510",3
"TCGA-38-6178",3
"TCGA-MN-A4N4",3
"TCGA-44-7662",3
"TCGA-MP-A4T4",4
"TCGA-95-A4VP",3
"TCGA-55-8206",3
"TCGA-86-8585",4
"TCGA-95-7562",2
"TCGA-05-4426",2
"TCGA-55-8508",2
"TCGA-99-8025",3
"TCGA-44-7672",4
"TCGA-NJ-A4YG",3
"TCGA-44-8117",3
"TCGA-62-A46O",2
"TCGA-93-A4JO",1
"TCGA-44-2666",3
"TCGA-67-3774",3
"TCGA-86-8358",2
"TCGA-62-8394",2
"TCGA-MP-A4T6",3
"TCGA-55-8514",3
"TCGA-64-1681",3
"TCGA-50-5944",3
"TCGA-44-A47B",3
"TCGA-L4-A4E6",1
"TCGA-49-AARR",3
"TCGA-49-4507",4
"TCGA-75-7027",2
"TCGA-38-4625",2
"TCGA-44-8120",3
"TCGA-44-6776",3
"TCGA-62-8402",2
"TCGA-75-5125",4
"TCGA-64-1678",2
"TCGA-97-7554",3
"TCGA-78-7167",3
"TCGA-50-6595",3
"TCGA-64-1677",2
"TCGA-97-A4M6",1
"TCGA-97-8547",3
"TCGA-62-A470",2
"TCGA-62-8395",3
"TCGA-55-7727",4
"TCGA-73-4675",3
"TCGA-44-2668",4
"TCGA-38-4628",3
"TCGA-O1-A52J",3
"TCGA-05-4396",2
"TCGA-44-7660",2
"TCGA-86-8279",3
"TCGA-97-7937",2
"TCGA-05-5420",4
"TCGA-78-7542",2
"TCGA-67-3771",4
"TCGA-38-7271",1
"TCGA-78-7163",2
"TCGA-73-4658",1
"TCGA-97-8171",2
"TCGA-44-6148",3
"TCGA-MP-A4T7",3
"TCGA-49-4514",2
"TCGA-50-5946",2
"TCGA-55-8621",1
"TCGA-55-8614",3
"TCGA-71-8520",3
"TCGA-69-7978",4
"TCGA-L9-A443",3
"TCGA-55-7573",1
"TCGA-78-7154",2
"TCGA-S2-AA1A",1
"TCGA-05-5423",1
"TCGA-50-6591",2
"TCGA-49-4505",1
"TCGA-97-8552",3
"TCGA-MP-A4TJ",4
"TCGA-73-4670",2
"TCGA-55-A493",4
"TCGA-49-6745",4
"TCGA-38-4631",2
"TCGA-38-4626",3
"TCGA-55-7227",1
"TCGA-55-A57B",3
"TCGA-69-7979",2
"TCGA-44-A4SS",4
"TCGA-05-4424",3
"TCGA-MN-A4N5",2
"TCGA-99-8028",4
"TCGA-75-5146",1
"TCGA-55-1596",2
"TCGA-55-7910",2
"TCGA-80-5611",2
"TCGA-91-6828",1
"TCGA-69-7761",4
"TCGA-91-6849",1
"TCGA-MP-A4TH",1
"TCGA-44-7669",2
"TCGA-73-7499",4
"TCGA-55-8505",2
"TCGA-86-8671",1
"TCGA-95-7948",2
"TCGA-95-7043",2
"TCGA-50-5044",3
"TCGA-J2-A4AG",1
"TCGA-86-7955",2
"TCGA-62-A472",2
"TCGA-44-6146",3
"TCGA-MP-A4SV",4
"TCGA-49-AARN",3
"TCGA-50-5072",2
"TCGA-55-5899",2
"TCGA-97-A4LX",1
"TCGA-L9-A444",4
"TCGA-55-8615",2
"TCGA-50-7109",4
"TCGA-91-7771",1
"TCGA-97-A4M1",3
"TCGA-44-5644",2
"TCGA-78-7536",2
"TCGA-MP-A4TI",4
"TCGA-05-4403",3
"TCGA-99-7458",1
"TCGA-64-5778",4
"TCGA-78-7145",3
"TCGA-NJ-A4YP",2
"TCGA-55-7283",3
"TCGA-55-8208",4
"TCGA-78-7537",3
"TCGA-78-7166",2
"TCGA-55-7995",4
"TCGA-49-4494",2
"TCGA-49-4501",1
"TCGA-91-6847",2
"TCGA-86-A4JF",2
"TCGA-49-AAR2",2
"TCGA-78-7159",2
"TCGA-55-6971",4
"TCGA-50-5933",3
"TCGA-95-A4VK",3
"TCGA-64-5779",4
"TCGA-05-4410",4
"TCGA-44-A47G",1
"TCGA-97-8179",3
"TCGA-78-7155",2
"TCGA-75-6206",3
"TCGA-05-4418",4
"TCGA-44-2661",1
"TCGA-80-5608",2
"TCGA-55-6984",2
"TCGA-99-8032",3
"TCGA-55-8512",3
"TCGA-97-A4M2",1
"TCGA-50-6673",3
"TCGA-67-3772",1
"TCGA-86-7954",4
"TCGA-L9-A743",1
"TCGA-05-4433",3
"TCGA-91-A4BC",4
"TCGA-91-6829",3
"TCGA-44-6779",4
"TCGA-05-4432",2
"TCGA-05-4398",4
"TCGA-L4-A4E5",2
"TCGA-53-7624",2
"TCGA-55-6968",4
"TCGA-93-A4JP",3
"TCGA-44-2655",3
"TCGA-55-1594",2
"TCGA-50-5941",4
"TCGA-49-6767",2
"TCGA-78-7539",1
"TCGA-55-7726",2
"TCGA-78-7162",1
"TCGA-55-6979",4
"TCGA-86-8669",3
"TCGA-44-3918",4
"TCGA-75-6212",1
"TCGA-44-3396",4
"TCGA-50-8457",1
"TCGA-49-AARE",2
"TCGA-49-4487",4
"TCGA-44-6774",3
"TCGA-L9-A5IP",2
"TCGA-69-8253",3
"TCGA-L9-A7SV",2
"TCGA-97-8172",1
"TCGA-86-A4P7",1
"TCGA-55-7574",1
"TCGA-NJ-A4YI",3
"TCGA-55-8620",2
"TCGA-55-7728",1
"TCGA-69-7973",2
"TCGA-50-5932",3
"TCGA-05-4430",3
"TCGA-49-4486",2
"TCGA-78-8662",2
"TCGA-95-8039",3
"TCGA-MP-A4TA",2
"TCGA-55-7284",3
"TCGA-69-7764",3
"TCGA-44-A4SU",3
"TCGA-49-4506",4
"TCGA-78-7161",3
"TCGA-49-AAQV",2
"TCGA-62-A46P",3
"TCGA-49-6761",2
"TCGA-44-3919",1
"TCGA-69-7980",3
"TCGA-93-7348",3
"TCGA-86-8074",3
"TCGA-78-7158",2
"TCGA-05-5425",4
"TCGA-91-6831",2
"TCGA-97-8175",3
"TCGA-86-8672",4
"TCGA-50-6594",2
"TCGA-86-7714",3
"TCGA-86-6562",3
"TCGA-55-8090",3
"TCGA-55-7911",4
"TCGA-55-8507",3
"TCGA-93-8067",2
"TCGA-97-7553",1
"TCGA-55-8205",4
"TCGA-05-4390",2
"TCGA-86-8668",3
"TCGA-62-8398",2
"TCGA-55-8513",3
"TCGA-83-5908",4
"TCGA-05-4422",4
"TCGA-44-2662",2
"TCGA-50-5045",1
"TCGA-91-6836",2
"TCGA-55-6975",3
"TCGA-55-A491",3
"TCGA-93-7347",1
"TCGA-MP-A4T9",3
"TCGA-49-AAR9",2
"TCGA-55-8091",3
"TCGA-97-7547",3
"TCGA-05-4417",1
"TCGA-62-A46R",1
"TCGA-49-4490",3
"TCGA-05-4395",2
"TCGA-62-A46Y",3
"TCGA-97-A4M7",1
"GSM1672281",1
"GSM1672282",3
"GSM1672283",1
"GSM1672284",1
"GSM1672285",3
"GSM1672286",3
"GSM1672287",1
"GSM1672288",1
"GSM1672289",3
"GSM1672290",1
"GSM1672291",1
"GSM1672292",4
"GSM1672293",3
"GSM1672294",4
"GSM1672295",2
"GSM1672296",2
"GSM1672297",2
"GSM1672298",1
"GSM1672299",4
"GSM1672300",3
"GSM1672301",3
"GSM1672302",2
"GSM1672303",2
"GSM1672304",4
"GSM1672305",3
"GSM1672306",4
"GSM1672307",2
"GSM1672308",3
"GSM1672309",3
"GSM1672310",2
"GSM1672311",4
"GSM1672312",3
"GSM1672313",2
"GSM1672314",4
"GSM1672315",2
"GSM1672316",3
"GSM1672317",2
"GSM1672318",2
"GSM1672319",4
"GSM1672320",3
"GSM1672321",1
"GSM1672322",1
"GSM1672323",1
"GSM1672324",4
"GSM1672325",1
"GSM1672326",4
"GSM1672327",4
"GSM1672328",3
"GSM1672329",1
"GSM1672330",1
"GSM1672331",4
"GSM1672332",4
"GSM1672333",3
"GSM1672334",1
"GSM1672335",4
"GSM1672336",4
"GSM1672337",1
"GSM1672338",4
"GSM1672339",4
"GSM1672340",4
"GSM1672341",4
"GSM1672342",3
"GSM1672343",3
"GSM1672344",3
