"","GSM1032881","GSM1032882","GSM1032884","GSM1032885","GSM1032886","GSM1032887","GSM1032889","GSM1032891","GSM1032892","GSM1032893","GSM1032894","GSM1032895","GSM1032898","GSM1032899","GSM1032901","GSM1032902","GSM1032903","GSM1032904","GSM1032905","GSM1032906","GSM1032907","GSM1032909","GSM1032910","GSM1032911","GSM1032913","GSM1032914","GSM1032915","GSM1032919","GSM1032920","GSM1032925","GSM1032927","GSM1032929","GSM1032930","GSM1032931","GSM1032932","GSM1032935","GSM1032937","GSM1032938","GSM1032939","GSM1032940","GSM1032944","GSM1032945","GSM1032946","GSM1032948","GSM1032949","GSM1032950","GSM1032951","GSM1032952","GSM1032953","GSM1032954","GSM1032955","GSM1032956","GSM1032957","GSM1032958","GSM1032959","GSM1032961","GSM1032962","GSM1032963","GSM1032964","GSM1032968","GSM1032969","GSM1032970","GSM1032973","GSM1032975","GSM1032976","GSM1032977","GSM1032978","GSM1032980","GSM1032981","GSM1032982","GSM1032983","GSM1032984","GSM1032985","GSM1032987","GSM1032988","GSM1032990","GSM1032991","GSM1032993","GSM1032994","GSM1032995","GSM1032996","GSM1032997","GSM1032998","GSM1032999","GSM1033000","GSM1033001","GSM1033003","GSM1033004","GSM1033005","GSM1033006","GSM1033007","GSM1033008","GSM1033010","GSM1033011","GSM1033012","GSM1033013","GSM1033014","GSM1033015","GSM1033016","GSM1033017","GSM1033018","GSM1033019","GSM1033020","GSM1033021","GSM1033022","GSM1033023","GSM1033024","GSM1033025","GSM1033029","GSM1033030","GSM1033031","GSM1033032","GSM1033034","GSM1033035","GSM1033036","GSM1033037","GSM1033038","GSM1033039","GSM1033040","GSM1033041","GSM1033043","GSM1033044","GSM1033045","GSM1033046","GSM1033047","GSM1033049","GSM1033050","GSM1033051","GSM1033052","GSM1033053","GSM1033054","GSM1033055","GSM1033056"
"Tgd cells",0.0666650424233122,0.0488197213399743,0.111815654565763,0,0.0949331665067104,0.16564327934275,0.0413574508066987,0.120262746677647,0.131041916358531,0.0403486126212068,0,0.0886527718016383,0.0906940670131969,9.49985100157895e-19,0.0161134467254712,0.0358536659997546,0.127887457840224,0.0952761846881575,0.125147200414767,0.122706371162544,0.0972243530145,0.100735937472116,0.0930505467533907,0,0.110862674483057,0.110518178016059,0.163230482996378,0.130382699125066,0.0430203982833214,0.0894471573024416,0.0291192992285113,0.0734235595375656,0,0,0.0529032111249705,0.0517263159790901,0.0918489706210284,0.0591753878530772,0.128849782140153,1.80495064044764e-18,0.103376906071444,0.114487313246478,0.0209751666829551,0.152198350499305,0.0247169172430268,0.115464888133656,0.141133878856272,0.0127409043331688,0.0593265144468602,0.0712443282642699,0.127692820761751,0,0,0,0.0641986366543858,0.127952917148578,0.117510682225308,0.0104162972546402,0.0455191569037576,0.12202512270142,0.0389612144894298,1.0842021724855e-19,0.054273555608296,0,0.153080462721654,0.084809533200158,4.99027921705221e-19,0,0.0143357665793608,0.0857000967683357,2.37844990533825e-18,0.0973191451270295,0.0123272171568231,0.111512417122083,0.143508374949871,0.135260738038942,0.111302876926712,0.0058643761027216,0.0111173098281891,4.33680868994202e-19,0.0114898708950576,2.11321398138468e-18,0.000542616524926888,1.40492026557472e-19,0.0755594355074273,0.0997304580041042,0.0872917250653206,0.135795171410754,4.37540872896798e-18,0.107867442121144,0.0903081508966519,0.17673010256068,0.0813736150820798,0.0767787532483171,1.33392285370334e-19,0.112750556818087,0.0732349857902508,0.0437710188678115,0,9.99334604219603e-19,0.0157749758640577,0.0457305374294103,0.0350987947441449,0,0.0203758368100733,0,0.00757135958191235,0.0978663793543691,0,0,0.0792570602246038,0,0,0,0.0195825850995734,6.9780282435939e-18,0.0116166790900364,0.0405438431353694,5.14273213154929e-20,0.00134030662118125,1.7793030765423e-18,0.173617730676364,0.0803820062312461,0.133764674744289,0.0847660868255467,0.172621923741319,0.0289094711822227,0.134714360526821,0.123195491813914,0.0974714960261662,0.0472099795662965,0.13530919892726,0.168269773389091
"Th1 cells",0.0492307956916958,0.0887904253643264,0.129870594541329,0,0.180042387318051,0.31957781635082,5.49201369356045e-19,0.313081677607335,0.149531161925671,0.248312382902639,0.0941675465689197,0.00468410596345367,0.0583089861506457,0.0142696406419608,0.0502003902356497,0.0855485311454381,0.199270473505276,0.254242942967576,0.138945804306344,0.259629070018357,0.282103868212045,0.30473680187197,0.213370789248271,0.0848770490881578,0.234373218363631,0.168915929394027,0.301189395647201,0.183476634753829,0.163292336024367,0.189877869644075,0.0274677507170525,0.135791076012799,0.0914281275943476,0,0.129922556320916,0.0506841475300403,0.175548377705844,0.153963990387043,0.105395021281695,0,0.194766948604498,0.226526800183916,0.0395651473768359,0.300433399638615,0.0939634578124496,0.146883594459197,0.281894190023543,0.078854096855035,0.0573644936642059,0.0643844878679451,0.136802297805608,0,0.0822057912686713,0.0574983548677415,0.0887659851871959,0.218314204428212,0.21039324202104,0.280581021952818,0.0986904956234222,0.279734226353662,0.122504134205059,0.0647253797038135,0.0775615282939055,0.0749953931453905,0.272039880078256,0.0484700839928851,0.0352682600696107,0.0439855953631162,0.166862511680593,0.172317577126939,0.0718277164427237,0.163661444236357,0.11920248673224,0.0216849199640996,0.213918875415785,0.359994421733802,0.20642847722064,0.170137497035749,0.247802007595814,0.1952428728067,0.209195620487058,0.0341562110138409,0.166676597161008,0.0165648964853703,0.328404763068073,0.289459291605665,0.14003964264356,0.0523977850949347,0.19166389925189,0.253125169830882,0.0639317014584175,0.113761394543657,0.164722893270631,0.0721869320484791,0.0937096952125864,0.110983369487389,0.190860243452863,0.0700937878801928,0.134266929565114,0.00367427956296618,0.115332975751382,0.14544820016206,0.030486517442101,0.0327295276645768,0.0427069286521945,0.100642100932257,0.0964465404288424,0.221225585746475,0.141807897657251,0.186234402540768,0.15328652435471,0.0397853972750921,0.0126951093814155,0.0328933682042733,0.0522649479074441,0.0343703246300152,0.246330993865769,0.00546355055845216,0.0406610380099814,0.0746477447513056,0.0410808755555547,0.177189771310118,0.147324458460374,0.106342776484216,0.154822917566839,0.126124961843167,0,0.12129004286104,0.210622010946475,0.0850836593853855,0.165841109544996,0.228002832947154,0.300197031448249
"Th2 cells",0.164979844006542,0.127520004663239,0.144245111628345,0.102639147028261,0.118758384854705,0.108998742540864,0.102481633636806,0.132705866288468,0.132735900037836,0.0894264152010389,0.0985585781429626,0.120499292038427,0.16826352372718,0.0476683400329207,0.126235677425391,0.0639988540614573,0.183149775061728,0.112791283491892,0.15540460526239,0.124049122198373,0.0804584430241327,0.116919492924285,0.140266234687201,0.0491908274857884,0.113653836216083,0.156031004166291,0.144697839380256,0.128826428560524,0.143835441826129,0.105291480371303,0.0912125218778785,0.170291513819516,0.106265313679861,0.0740114506123659,0.149910098117546,0.0362419493205919,0.076875915976582,0.0383303357166396,0.0471801549737242,5.94182365814793e-19,0.14814835920998,0.107362444355534,0.0886685330891357,0.154748572081202,0.1129519314522,0.0694084381579373,0.0560642638429719,0.0472874695227986,0.0372845676443956,0.104387788664276,0.132852043696559,0.0197738724582565,0.129427880570919,0.124688695310742,0.131424837504045,0.191950016575046,0.119604995627007,0.0551241225012787,0.130182373824344,0.151825273457327,0.0681172528242455,0.115293191149551,0.063977408594289,0.0692627641437492,0.121708933811488,0.0754376255433302,0.0324277464689482,0.100301860363347,0.0512918669482368,0.0696903417927587,0,0.131635233755079,0.101139347519904,0.0159081799424186,0.1457819169122,0.161156546877614,0.112661438964384,0.11604326403437,0.108643034418183,0.0403040797039679,0.0881967921554353,0,0.0573022071635506,0.11032078499375,0.116869723960144,0.121590524981817,0.148263088112945,0.197561373654523,0.0426792640717501,0.119965151209259,0.0955145033144326,0.165124347837028,0.0998535975729436,0.0884084793308367,0.0736394928667025,0.121774684560584,0.135884780212262,0.0531294851588784,0.0223442708498596,0.123254752777614,0.0572956734019565,0.114677051955137,0.135781728574625,0.0473367196444699,0.0720685303839059,0.0938997395044433,0.0814241179021368,0.067055589009062,0.0807993111095202,0.0797661481541411,0.113193480722554,0.0922590058156306,0.0845617875932043,0.131590441210847,0.0985414693743695,0.0606357998951418,0.0442594397480287,0.0703380035014363,0.0805409538062774,0.0876688584432378,0.0180115147486377,0.158088905225523,0.125282301385093,0.136198881545386,0.128762296955405,0.14964246742277,0.137314580197488,0.158223814362985,0.153233808063776,0.108341718394432,0.114140715502604,0.157158529067692,0.143937365123027
"Tregs",0.0827676288799926,0.0431319264508548,0.169428363808718,0.147033694205953,0.0948261910165857,0.146405845855198,0.130826448214312,0.0539383922680984,0.162080994629105,0.0299177938734431,0,0.153114444487879,0.0955208996945722,0.107923778780849,0.114730180967047,0.024519084540986,0.0416213787591536,0.127352330139923,0.140535830158133,0.0507215319611682,0.133226249492349,0.0120749047821085,0.129869598961588,0.0559605022412443,0.119070665796712,0.14261471409349,0.116550685317267,0.134112224936124,0.129433403330629,0.195167995150771,0.0875502931733122,0.100154886361617,0.040075507629519,0.223216856455468,0.041068178464596,0.100842822270947,0.0919437995844833,0.133199958356443,0.092210534709379,0.0584132194252783,0.145860073031934,0.0755292681475054,0.0843968825757611,0.116796382799737,0.12535059512523,0.107617809742838,0.12000170461087,0.123545224763725,0,0.164332190454451,0.150833092131371,0.106184687463315,0.132974795662714,0.0791512691915186,0.144804618466498,0.0872168321425743,0.11775716226591,0.0512577591982455,0.0932052219155759,0.0674329893954634,0.0864981421484866,0.0766654365519302,0.136165159587844,0.162760922355493,0.110040724236134,0.121088026965229,0.0397821214153517,0.150740228591698,0.0719943192652606,0.103124671072782,0.0777731723720393,0.0645599385307396,0.118037454606359,4.65762905207247e-20,0.113453818996692,0.0996512254906597,0.184776787214737,0.0724558557454514,4.26827160614305e-19,0.107775598170952,0.0437029053204634,0.027567492262268,0.0979646542773519,0.225828174535181,0.0709183115358574,0.0633197610175949,0.0873513604477042,0.169336681753824,0.036963143867435,0.0901302805791668,0.133881501875369,0.138110983295625,0.0970215416448083,0.121820706748594,0.106429964278947,0.0899614660310626,0.115291589537559,0.149903488993293,0,0.0746105563334752,0.0825392578087816,0.0177730819878761,0.17384074071594,0.115105579039168,0.152365020054624,0.106411153198575,0.0683422619406073,0.170371615739908,0.0224323639483547,0.137308836618739,0.0615151591253701,0.197966868602717,0.104547069939393,0.0530814816130133,0.134509270105751,0.135514777246591,0.0438045839682017,0.223137376123366,0.04656220806911,0.114417330518718,0.102641063948893,0.0894167387674006,0.143298227176557,0.103763938538848,0.0990846000045899,0.100359146768497,0.256688860836319,0.149500124682948,0.11469205350621,0.0455517548995787,0.106291301650634,0.159389662778072,0.132850831329226
"Memory B-cells",0.0870517293110246,0.0394206650819591,0.0926136763067697,0.0287753347158268,0.0986782174127047,0.0965800998045775,0,0.149236481724624,0.15047867441102,0.060484267004718,1.33612754025492e-19,0.0785642931240177,0.178683813804265,0.0359029709699971,0.0123492376225972,0.113901096617597,0.0156099705209843,0.0567697637630279,0.0790337287375939,0.023498120941633,0.12752105104304,1.70700207721618e-19,0.106662317885618,0.000828045262185977,0.111015512545077,0.114003868856448,0.0791995682213381,0.129881458303825,0.139826100488888,0.143208023670101,0,0.142999981176065,0,0.0667727770370798,0.0412046748232982,0.204421621658572,0.0677724926158932,0.087285746722836,0.0957123695794798,0.0636007877641117,0,0.0653159184140725,0.0324736525320407,0.0380878079482229,0.0491940346980674,0.0474457311939279,0.0584891697351353,0.188515136113471,0.031619089284374,0.144404883740849,0.163471192805532,0.158735873660161,0.102034368319636,0.183096979756184,0.164035140436673,0.0295839246586415,0.0487365256558676,0,0.0995384051003566,0.0476148217798257,0.166498402286494,0.0891201192904224,0.157492188263907,0.0360121040634438,0.0848822290581481,0.16305343279712,0,0.0752884709769968,0.122650590794926,0.1114804003855,0,0.134950363539168,0.11461263570919,0.00584258763651842,0.174742856773784,0.0701554204654988,0.088454244930671,0,0,1.42860061465272e-18,0.115662408236109,0,7.37664026758884e-20,0.0766058157053612,0,0.0564517121489953,0.0186049919358684,0.131600356713029,0.00819123646750322,0.102880963999732,0.122075050180744,0.0892549984415149,0.0307022892110852,0.105133747532364,0.00351883023466104,0.0390454701645251,0.086799595232544,0.0468483933152304,0,0.111242240831542,0.0688764964066608,9.95808702576392e-20,0.126960821925686,0,0,0.0896635058725103,0.0344146618476367,0.0858657889753577,0.0464625569806922,0.0740025522356068,1.78229568172738e-18,0.0853695078079838,6.40455836477488e-19,0.13620537798974,0.0719615421665869,0.0582000834045206,4.13357970327012e-18,0.0394028263359747,0.0037391328283123,0.0812810099630044,0,0.0302039816558722,0.0583276278154794,0.183655692624169,0.0520473368960209,0,0,3.37476063109586e-19,0.19191557076404,0.0836859954302718,0.116825233568757,0.115517971237542,0.0931575106657784
"Class-switched memory B-cells",0.0416609290143589,0.0961644466374043,0.0651871762078685,0.110333587940147,0.156233659632337,0.129546729521112,0,0.137739795341736,0.210491572601631,0.100913921658396,0.0161735913257263,0.0741445293952792,0.234406762692356,0.068411244161164,0.0653597861727284,0.105854253457536,0.0468888381638658,0.0223818539592201,0.0917762797573284,0.00330450438652717,0.139472360392623,0,0.184836861364972,1.4458308155631e-18,0.105595767297213,0.0646840041539181,0.00938936632461999,0.119054267890886,0.142678712416836,0.226083401452454,4.4637515360253e-19,0.0799474530490923,0.011511885053351,0.0841650193317055,0.09331461056949,0.243864771376245,0.0346342970199184,0.0860197815842204,0.0617946738147591,0.0605918904866587,0.0659369714047766,0.115167850306446,0.0882385291734313,0.0789312840246939,0.11489689613634,0.165114149418025,0.127103784301061,0.252737238622056,0.0358473981632515,0.34241427525995,0.127916918478459,0.177884336103972,0.143438161140605,0.250362061033983,0.14791338428243,0,0.0534153545238821,0,0.212004245399862,0.103612684622495,0.187183909375788,0.102240653820735,0.171345860636411,0.0870640626624381,0.120513750652044,0.268979660637235,0.0672415040596683,0.0397641668937839,0.253016067545905,0.0371700860005422,0.0684851418139475,0.121823188688411,0.19368459141322,3.01209062304902e-18,0.280173886049179,0.10451450763893,0.164270795545657,0,0.0503363323015351,0.00874511205445617,0.173537932105125,0.0562052324754314,0.0458941187392565,0.0971049898994061,8.45187943131711e-18,0.0145020934657866,0,0.238376545679402,0.0482517534791401,0.121960099995202,0.118139144264542,0.161837828581726,0.0411053481321596,0.184141432060221,0.100508217366711,0.0720186773264234,0.130184653466954,0.098639142552041,0.018003009953738,0.207747633488685,0.140203242480769,0,0.180137564987819,0.0519934435929387,0.0563336298562343,0.118008557549127,0.0676515107552761,0.0433344023534442,0.0637855042210956,0.145612416486178,0.0562782778999932,0.0562938557453455,0.00148104509973547,0.147237590641973,0.149534254847652,0.123089338924339,0,0.0950423090792516,0,0.155273757443177,0.141401117616415,0.121606297733795,0.0529020738234435,0.217012665837815,0.125845920830517,0.114037230013276,0.0787557011445386,0.0647336289554098,0.212003643716563,0.0507614058085118,0.151079133835997,0.147668850266186,0.104866628709574
"naive B-cells",0.0358698706369839,0,0.0438961096960112,0,0.0373209554516577,0.056670085058647,0,0.0356898981259569,0.0336503719085005,0.0232488800544471,0.00514737570370861,0.0161713922706647,0.056943718273116,0,0,0.00740832509554995,0,0.0154634979558603,0.0169552010777631,0,0.0051539534360986,8.74741424919116e-18,0.027540391734727,0,0.00201598727771125,0.0474246308425733,0.0232713646531648,0.0245095500042182,0.0468461928639696,0.0244097029249785,0,0.0404195689840071,1.54812160815617e-18,0.0404778076477675,0.00867414981021987,0.0274385802912684,3.72612482911967e-19,0.0126824633076623,0.0496306455100236,0,3.35683299899993e-18,0.000706820834783279,0,0.0127855513880284,0,0.0173754202309318,0.0324580183073061,0.085705157557653,0.00649238375334357,0.0252670971690549,0.0594454910846215,0.0430732434934666,0.0874221549602891,0.0611333576191048,0.018954411548644,0.0370014757138568,0.0279200613425113,5.00775547660756e-18,0.049254274951583,0.0203982967198172,0.0742494196099541,0,0.0187674179899352,0.031120706493114,0.0274862911448523,0.0734318765841565,0,0.0455617123527321,0,0.0296760489501965,5.58333827573884e-18,0.0463845928834115,0.0408878340600583,0.0144247866434513,0.0540695963345633,0.00888522847293599,0.0147173342992674,1.01117937847153e-18,8.09457219469059e-18,0.0163160013304688,0.0736502710270154,0,0.00918458936916258,0.0171172275088068,0,0,0.00346493316701116,0.0686265879707073,5.12907439429746e-18,0,0.0382389221062788,0.0200330821541918,0,0.0539081660329981,0.00267501025591092,0.00806463825242573,0.0428394735054977,0,0,0.0329305350031349,0.00682658202259342,0,0.062396789536897,0.00132733849934902,0,0.0527104565753344,0.00440925897034655,0.0521297732258186,0,0.0545823037411717,0,0.0563385468658187,1.48168637045396e-19,0.0301932185525497,0.00967608574421935,1.44642627070642e-18,9.89564010196074e-18,0.0252036707262052,0.0271402844365671,0.000919689747968022,0,0.0314304766533545,0.0327696392190246,0.0143087074364132,0,0.0151182827982496,1.03992603296225e-17,0,0.0653579630365809,0.014843189496485,0.0143462922997473,0.0396777516502424,0.0196838689390937
"NKT",0.235980081215808,0.361427422188111,0.216588719159089,0.415828038865557,0.330776725754628,0.217145719968802,0.0575714181055479,0.139092672724886,0.322950877601861,0.393882983887334,2.05652349471432e-18,0.226111325028221,0.220431103948818,0.313572088633404,0.188019554061592,0.253331783826168,0.113197066652989,0.187748265999649,0.148983851144449,0.169776799951905,0.283592155168096,0.130526936403949,0.194169543501852,0.240610377532732,0.256820840875322,0.186724342273982,0.324683097025283,0.394922498195448,0.197318702616203,0.310848526972318,0.122605860184535,0.466432783147613,0.0725021251234405,0.401871211466528,0.243845450458676,0.593508154541502,0.278598353230949,0.365344530240776,0.245279450277382,0.924059327881934,0.356649171092581,0.206635938263868,0.171249420246294,0.361110233900688,0.385910613953963,0.378325899745327,0.489495560204423,0.509660488680592,0.336213050991061,0.415569862275625,0.251194041764544,0.361513021856395,0.338570729382665,0.279280498052595,0.309714088929207,0.177289572924437,0.194089183721096,0.356250560642515,0.237212572364994,0.215921092795128,0.350064887677716,0.341131463755569,0.403770277317777,0.567276362807912,0.200188196647286,0.384162719882319,0.478676093115268,0.394623202815225,0.429002769531519,0.424651334168378,0.222227857641035,0.239724210902097,0.453604438423608,0.322545655127041,0.307796356528465,0.499823978415367,0.280755687344553,0.336897961864338,0.206147470492802,0.318322825375507,0.539345350455088,0.439538763819998,0.446412766475175,0.389607539318622,0.202972853441124,0.162284083842949,0.0866622372094317,0.18516303857539,0.295353330549295,0.253280468621126,0.37777216841342,0.0600703301702746,0.386884521583535,0.321892204420358,0.346660267930939,0.216085184121651,0.160901939565777,0.483372448907557,0.380950969438734,0.284512725763146,0.520913622723395,0.221209930710275,0.228136457534065,0.261362263241713,0.48569295326432,0.279280462849975,0.105599069684492,0.537990030084609,0.243626827926747,0.442978096383164,0.250831247353638,0.307249023619374,0.324995218609749,0.168435966251858,0.232482470271592,0.389690625323164,0.337850772433378,0.47257982227188,0.100741562088986,0.324116298140765,0.129212151715032,0.0364018409300199,0.375244023062542,0.279405485647021,0.158524822667653,0,0.376861518093326,0.24900225142769,0.169103348310919,0.292371611878809,0.249568665372085,0.387127986278061,0.172413583333956
"pro B-cells",0,1.36498070161783e-18,0.0419143274896076,3.95853923534544e-19,0.0809779205917447,0.0482642622674062,9.20153428333075e-19,0.0917058286145227,0.0774856729380543,0.0214196683051458,0.0630084907792975,0.0992530340679724,0.0974112011381559,0.00596969752555789,0,0.0205629485132899,0.0362538865261449,0.0205416277066396,0.0611026000949731,0.00757322231261687,0.0256522872232152,0.0533201557973479,0.0518447831867023,2.88193674147263e-19,0.039510345414461,0.0417623607164014,0.0147621822238623,0.0506514795844776,0.0645002047619478,0.0512436760825738,0,0.114139162666428,1.80213473892054e-18,0,1.73472347597681e-18,0.0225730896326636,0.0308666888679446,0.0224959296216272,0.0370054963060556,0.162247518452975,0.0369463771970846,0.0540870054890857,0,0.0686452662173144,0,0.0410364787634156,0.0476995324341986,0.0539720544664146,0.0180153555633288,0.0818128138265637,0.0638993475933167,0.0543300311135111,0.0165961099033008,0.0751655237688179,0.0248043185501191,0.0468726854040737,0.0417690761026336,0.0398514050568233,0.0300449373332367,0.0367493100354626,0.0272162403884268,0.00906284800273658,0.0363110183408495,0.0302290359494899,0.0879420189799949,0.0808840813075987,0.0147467012423634,0,0.0603523833785487,0.0616641862712009,0,0.0686975462266208,0.0293447843794699,0,0.0963189219046899,0.0548544364674754,0.0699185501452768,0.0250901688832234,0.0426360541420745,1.00297007159328e-18,0.0753712189250405,0.01469782631015,0,0.0115578866408172,0.0458235943437834,0.0243740036181132,0.0560660227945426,0.0930741408097821,0,0.016158532035858,0.00877876377890798,0.0735324868346918,0,0.037182925463077,0,0.032472634025488,0.00882152463654846,0.0291017586137759,0,0.031911052230891,0.102970785109672,0.0127856397505893,0.0273614472925289,3.33079687967792e-18,0.0324490766032342,0.0224447401774833,0.0201620688214237,0.0881677405241746,4.24410604643848e-18,0.00234272807602086,0,2.12306514776265e-21,7.2475458868201e-21,0,9.03633689961001e-19,4.27417155818688e-19,0.00215452891382032,0.0335332852774075,0.0367165962011425,0,5.03705348633854e-18,0.0767547578859722,2.03661462180969e-19,0.0861209757985961,0.0613657645590333,0.0409184142459844,0,0.00766260310717319,0.110510495205091,0.0131350366537084,0.0223755154755787,0.0588120687757474,0.0232891659861479
"Plasma cells",0.0712731084248223,0.0208247545124983,0.0363128249985123,0.0657740336278254,0.0275769951301348,0.0749453447346992,4.42445772304268e-18,0.119161040177881,0.0993117714514803,0.0384271112123505,0.0701544881586458,0.057249742012218,0,0.0710970872644625,0.00159086121078758,0.0774265796722051,0.079973327080779,0.121278227356194,0.0623972486918271,0.0678699052855567,0.178817135070942,0,0.101465616852404,0.0244713323579145,0.122804482107609,0.0479385724080886,0.0654558717857216,0.0995307275476877,0.0803645210599733,0.108325057967613,0.0348826544677382,0.0111416858295041,0.0374030178873947,0.0544953274497709,0,0.0976410244198744,0.0599933720465459,0,0.0242216925849365,0,1.50915867571894e-20,0.0900502669932498,0.0412732074376134,0,3.10986576870894e-19,0.0482227892690979,0.0306225063440022,0.0293796581986166,9.86749009074066e-21,0.0764391621616843,0.131164178261428,0.0513605336439679,0,0.0185014033871774,0.103235795326608,0.0428218808692384,0.0245226571792713,2.09620262677146e-18,0.0273276703526788,0,5.08690197397104e-23,0.0816275290342853,0.12279986556058,0.0170710317755627,0.0110999034509037,0.0547028346349324,1.00427107491743e-18,0,0.0477404462087022,0.0024851577386096,0.0119841395832539,0.0882433265262927,0,6.87987919936094e-19,0.0668915365599218,0.0162298318576385,0.0700616013699966,0,0.0137319237112994,1.19130029060804e-18,0.0161045129494447,0,0,0,0,0.127613627342216,0.0641305432485925,0.0924488520911174,0.101043333844425,0.110536847752469,0.0572329787075141,0.141226966602509,0.128490089228651,0,1.50713709250175e-17,0.112890962683344,0.0300279783016473,0.00617040921145752,0.0444733811840166,0.0278490305320364,0.105562094986984,0.00665900371041428,0.0252566963017425,1.0516321178406e-18,0,0.0300796966345496,0.000903875338766092,0.0291371646959757,0.103006217409143,0,4.29022685564929e-18,0,0,0.133845764707964,0.0262157336897319,0.0777823946654913,0,0.0835102292595354,0.0180381520961827,0.0741164328288313,0.0301396615861551,0.0375117000996089,1.01689399477171e-17,0.167945578297154,0.109283225933718,0.0607346066743174,2.35660323938937e-18,0,0.0937098795548278,0.0514596313158611,0.135446830979635,0.0971200528148272,0.00966418141189393
"MEP",0.0534588953473069,0.042530767890161,0.0364109498999367,0,0.0823001167141606,0,1.78063883206127e-17,0.20269515612181,0.0115243608353702,0.0925652319180587,0.125557817134219,0.0416547755024436,0.00757570474864012,0,0.00713293739166633,0.0370706511509414,0.206814137870169,0.0516257594223289,0.0744453688882167,0.0638861555822119,0.0624343267152832,0.158086938299388,0.0385066007188806,0.0485914081728122,0.0799486719398742,0.0520175325228409,0.129311517373386,0.000736263169925107,0.0500381185714394,0.0237455554533656,0.0570438460669132,0.070919095846404,0.035011511797706,0.0517587796530484,0.117916203405314,3.30049267956256e-19,0.10708653945359,0.0191740499952072,0.0292055912769973,2.97721371095674e-18,0.0690632145888126,0.0647241188925098,0,0.0950663889884371,7.6056541207337e-19,0.0352525714895797,0.0377197240626869,0.0359385405864978,0.0314912483794253,7.37294082934003e-19,0.0182998783239274,1.55560630586275e-20,0.0848282958718879,0.0224616232931273,0.0389577354023103,0.106296284152527,0.113694436816401,0.115471388821936,0.00289563048793651,0.0838600207350978,0.08684654879506,0,0,0,0.127091876225133,0.0080439096602974,4.38048969630776e-18,0.000422525599857413,0.0436946740230275,0.0158360914216818,0.069381475733493,0.0320279731957004,0.0398661963070696,1.1483733419059e-18,0.0663946140822745,0.0908329778673541,0.015189957627368,0.0490579937451772,0.0751745127793498,0.0919359188108137,0.105903753945193,0.0569153746882115,0,0,0.169710268684265,0.11365985769224,0.110910986886935,0.000105298164344552,0.128786524079643,0.0225645556861516,0.0306545656578009,0.0794288973262956,0.127283283957844,0,0.0391418748852842,0.0488922212258441,0.0765470218913499,0,0.0846330381629095,0,0,0.0684504213261084,0,0.038098276077109,0,0.0522734627011771,0.0463828754837413,0,0.104915029174779,0.0252615858133332,0.158191475038569,0.0389158330661892,0,0.0241394669688455,0.0512188600948628,0.0836780450198182,0.134403512484596,0,0.0397651397410848,0.0638565130353884,9.79845992476147e-19,0.154767496324205,0,0.0507748403103723,0.0498555945845707,0.10454263071176,4.74287909242494e-19,0.116527659342873,0.11421902993747,0.093720769049359,6.63284729085693e-19,0.0315322381404592,0.096985818775848
"GMP",0.0872034196878062,0.0480003557162295,0.109897080267091,0.101163179755818,0.0972729862796616,0.130207567709669,0.203780745326031,0.0364279994253098,0.152758525319297,0.0868065229600251,0.0806677142195539,0.108556174651576,0.109567492724288,1.18675498858467e-18,0.119591731731182,0.0492148195616271,0.0940444971967605,0.108883433453818,0.149473219070231,0.14555756775147,0.123737580457063,0.117274241431176,0.163830792419192,0.046602835092051,0.106118731728939,0.225978661078036,0.0758839490347453,0.198850996393303,0.120478978983125,0.0897675632425341,0.045204454541335,0.0719889811588661,0.0774187550243289,0.00163109516400846,0.155536893725353,0.00352794887468103,0.0810117768087537,0.0602342400846417,0.0835909166358201,0.196214739519266,0.0880356363131931,0.142649687776748,0.133487118326152,0.171495041079269,0.103087203618553,0.0633859823448137,0.0203718195151968,0.093302688028814,0.0798090105074148,0.105391500398236,0.128955857380578,0.0286169793682631,0.0558470746315112,0.0577593151047936,0.0897645721224559,0.0359405708024971,0.0429231440344964,2.69595184899965e-19,0.103333479171631,0.137515792208028,0.0508031930553043,0.139949352542146,0.0896998569502131,0.079451306092175,0.0473127198112662,1.91203276649975e-20,0.0427783514771324,0.103891982712337,0.052381986785864,0.0848725346100614,0.00250580488468143,0.0695464318533447,0.0886644073643979,2.18799846000673e-19,0.181792456313075,0.159401547463374,0.148324526791199,0.0548110849305111,0.10697083246639,0.0706586328140339,0.0216014416619433,0.00351024079591167,0.0182334740856597,0.0415866579760358,0.0711879246983534,0.0949648076474579,0.098778216197132,0.100134510636305,0.00316264023449393,0.120313485528875,0.125499840019853,0.0693530759783479,0,0.0715783903532925,0.0983995070835478,0.0547131825977072,0.0971751432761892,0.0891060515998197,0,0.111309213601321,0.0993783129944272,0.121118740911603,0.0505983135352023,0.0864163942940163,0.129798009975687,0.0418387068168648,0.0814840832901283,0.134321258462899,0,0.117245538721679,0.0180087308399823,0.0684011679493934,0.11198888706169,0.00852527637695064,0.126494944516895,0.0864897470929342,0.0316313996440955,0.155282191379411,0,0.0438696537592725,9.37516502065477e-18,0.111074272206944,0.131241721410585,0.166863565412606,0.0595759924925347,0.0763621413799759,0.0987362839125927,0.0356968331405743,0.12630978670413,0.0121889842184636,0.195419173623449,0.114447512601523,0.120732030519759
