"","GSM1032881","GSM1032882","GSM1032884","GSM1032885","GSM1032886","GSM1032887","GSM1032889","GSM1032891","GSM1032892","GSM1032893","GSM1032894","GSM1032895","GSM1032898","GSM1032899","GSM1032901","GSM1032902","GSM1032903","GSM1032904","GSM1032905","GSM1032906","GSM1032907","GSM1032909","GSM1032910","GSM1032911","GSM1032913","GSM1032914","GSM1032915","GSM1032919","GSM1032920","GSM1032925","GSM1032927","GSM1032929","GSM1032930","GSM1032931","GSM1032932","GSM1032935","GSM1032937","GSM1032938","GSM1032939","GSM1032940","GSM1032944","GSM1032945","GSM1032946","GSM1032948","GSM1032949","GSM1032950","GSM1032951","GSM1032952","GSM1032953","GSM1032954","GSM1032955","GSM1032956","GSM1032957","GSM1032958","GSM1032959","GSM1032961","GSM1032962","GSM1032963","GSM1032964","GSM1032968","GSM1032969","GSM1032970","GSM1032973","GSM1032975","GSM1032976","GSM1032977","GSM1032978","GSM1032980","GSM1032981","GSM1032982","GSM1032983","GSM1032984","GSM1032985","GSM1032987","GSM1032988","GSM1032990","GSM1032991","GSM1032993","GSM1032994","GSM1032995","GSM1032996","GSM1032997","GSM1032998","GSM1032999","GSM1033000","GSM1033001","GSM1033003","GSM1033004","GSM1033005","GSM1033006","GSM1033007","GSM1033008","GSM1033010","GSM1033011","GSM1033012","GSM1033013","GSM1033014","GSM1033015","GSM1033016","GSM1033017","GSM1033018","GSM1033019","GSM1033020","GSM1033021","GSM1033022","GSM1033023","GSM1033024","GSM1033025","GSM1033029","GSM1033030","GSM1033031","GSM1033032","GSM1033034","GSM1033035","GSM1033036","GSM1033037","GSM1033038","GSM1033039","GSM1033040","GSM1033041","GSM1033043","GSM1033044","GSM1033045","GSM1033046","GSM1033047","GSM1033049","GSM1033050","GSM1033051","GSM1033052","GSM1033053","GSM1033054","GSM1033055","GSM1033056"
"HSC",0.326002061562796,0.131929878525554,0.269842734511782,0.257337202234871,0.122847090806127,0.098781867898569,0.326815518208259,0.0415611617374357,0.282010663741632,0.148819288824237,0.521442850645647,0.147911226327457,0.249978589591426,0.184661069668525,0.170435859593604,0.0820586312960556,0.0359730365558577,0.0424622804069889,0.106762208741493,0.137733530736527,0.0407681378864737,0.0301831431754833,0.072068016738142,0.252050714384287,0.0590873884333238,0.0799269065459807,0.0780358280295093,0.121278730484892,0.186572091330346,0.149344993174111,0.423135381871444,0.0715255533307491,0.48096646906797,0.138610430745592,0.108905274765013,0.322865998148403,0.0631264080242748,0.187565453444615,0.0734198415453917,0.252080585184593,0.121858360536889,0.130014683836129,0.305835403042089,0.0694489596115656,0.271190629033596,0.275884999297641,6.49416024598548e-18,0.245082437988547,0.0613676250652054,0.0973210703785587,0.285887974545162,0.211159110453669,0.24454302967196,0.16538552388527,0.147231226388486,0.119462982680061,0.045880650883586,0.048901715005921,0.298478125817161,0.180815957174893,0.25932467984332,0.350420852613177,0.252821036912512,0.0493862113267694,0.0401084011715236,0.116643187970758,0.137457961536006,0.226623528989626,0.184695344239314,0.253905185411893,0.101336196980243,0.105149441044708,0.127413258510642,0.0540433538990663,0.225748458710275,0.148079868994979,0.236979293746383,0.192680869051357,0.154708652374002,0.126101365718084,0.0722699600037468,0.244194118063423,0.223095545818501,0.23201333516207,0.0245339676173044,2.94977093069332e-19,0.0438151847789171,0.261808626441671,0.174939689207334,0.214824068671956,0.134328293755028,0.228686749379822,7.93133184290462e-18,0.195396470347147,0.200815477483064,0,0.115793312220257,0.150818361003188,0.119654030837429,0.218431206179364,3.9254707987948e-19,0.147853361846289,0.0682816266547026,0.295088702034682,0.505141031152101,0.144405566834071,0.243718569306736,0.0634465480126637,0.41020256338727,0.0466456532582314,0.00164368231773696,0.400706156074666,0.397087385837868,0.213255128731957,0.14165218836296,0.164241931112695,0.325282080837556,0.158122037124484,0.162714302173002,0.170014765493993,0.351021332780746,0.146042660239334,0.338940616826342,0.217485696755621,0.0808857466905974,0.0869645099233687,0.23595950008865,0.0385773783827034,0.11758649972571,0.0634073352831553,0.240350651062297,0.0864139423216705,0.0425772005861524
"CLP",0.0967346886742639,0.0732620957207316,0.0884116058870789,0.0196192731837527,0.0738877323832486,0.0825185604270346,0.0771023510677948,0.144548668924083,0.078492837821457,0.0988776575918063,0.15521998742788,0.0571664293054273,0.115518400011147,0.0791765707481334,0.0871226867252937,0.0812209671241785,0.134638426980386,0.088689741479701,0.0899834396299905,0.0735224832610371,0.111299713075693,0.164055348871303,0.0994243643573313,0.0874065421798201,0.158978963034211,0.0473386699837668,0.0923344779640521,0.0880283718801575,0.0962428390281906,0.0922790073932001,0.0506642403368785,0.128061122208335,0.116780408888808,9.45336123924825e-19,0.0545742668708239,0,0.123057910398177,0.102515152745987,0.0433062992399834,0.122130185908797,0.118734500504065,0.100055285951711,0.0905361162524327,0.117739123530065,0.0649826694593757,0.0869222478487177,0.0677152214357637,0.0527354144198798,0.126925450166277,0.0323622829274089,0.106014756261723,0.0273752341775032,0.115038337924851,0.0788046948702035,0.0757610573461616,0.128313294807926,0.0912384332441179,0.131634827537335,0.053462837917975,0.0755017995837718,0.124896856928723,0.106956749490307,0.0680562830322867,0,0.14793898467672,0.0955977396363356,3.09430643233907e-19,0.0556712008195122,0.0662710869195878,0.0474172844592379,0.092408872771238,0.0627600405264434,0.0820364447462722,0.106537540008685,0.110089796774563,0.112299465466313,0.104261260717876,0.0800692797919309,0.113342054483406,0.103576786182919,0.0322944077993546,0.0943640021429602,0.0573013780528632,0.0510721390867649,0.134471451301794,0.171299088629108,0.135619006402178,0.120877230238059,0.124843637661666,0.1065348124333,0.0624512319557867,0.134564759499508,0.110044392650344,0.0892830570723219,0.101513006320827,0.109824917316474,0.127747590754442,0.0650555584361289,0.115850924397704,0.0724943554338518,0.0189665421216682,0.101086159225587,0.0976303918148802,0.119606704398206,0.0467392954417878,0.099789882242435,0.133104188487745,0.0364785800918993,0.176142353504374,0.0425622846623674,0.114406727724906,0.116467823097391,0.0688004257371734,0.120793540256823,0.0688378340046315,0.0359832013786488,0.0823624537259753,0.0671973729707373,0.137645330138669,0.121637953220591,0.0930416508642975,0.148388704099542,0.0849901698415867,0.107196087741544,0.0918672135538539,0.0822540103471568,0.0240914148882744,0.0742406404270448,0.0928036109150034,0.0214998525925044,0.106147761118731,0.0830821818269009,0.134709042636184
"CMP",0.0790426619237236,0.154316569701675,0.127981399612881,0.168881631525815,0.0830310349673523,0.0820754202227578,0.164250608487958,0,0.222091117752054,0.144949348475361,0.0638632758681211,0.121665028708439,0.109212721719792,0.0866915461659127,0.156050863020463,0.0839638357970464,4.52430581489598e-19,0.0105500473689423,0.0616843163539357,0.102112764918621,2.82488827242342e-18,0,0.0746971164377896,0.129469267419675,0.0839229497875609,0.0949804780674504,0.0778616341030975,0.103694597526266,0.0724232102646054,0.106622506254248,0.12442841788288,0.0100168471986711,0.102694832660343,0.203526027782566,0.133138932447693,0.0635068121650638,0.0445002566542615,0.0833064021190929,0.0963801839148977,0.127523599200404,0.0797482405878475,0.0940914779112785,0.108519053976311,0.0509450064588001,0.0689691946598431,0.00533010853035476,0.0531648695215176,0.161798741644958,0.147083661462996,0.166795643045238,0.0835646844813058,0.108495226761396,0.0740410280311581,0.140793763734307,0.0395501955248553,0.00209423351231583,0.0523687186475613,0.0521495357831626,0.104927680394424,0.125870641792973,0.131596511773999,0.102567729336993,0.134629149882544,0.155496825376998,0.0340054197020789,0.0907226133117327,0.151961184753346,0.178705070613335,0.149724073933543,0.124270335547673,0.0656577533093103,0.0588929450167684,0.0229058441298307,0.0190465069848643,0.152329851642559,0.0513815787206645,0.141798729527851,0.0932131586487024,0.0936521481017324,0.0673528387196435,0.0653135026378847,0.0698802163037432,0.0469032520176477,0.125434777952433,1.52402953430464e-18,0.0812735972013146,0,0.132780921600737,0.0663903680047212,0.132624258737528,0.086288997820721,0,1.29629970110204e-17,0.0803130261367209,0.173663226054673,0.0349367461281598,0.117943494976146,0.0674714194767388,1.97183964918887e-17,0.143817579485865,0.0454194204216961,0.0874083408976172,0.0326956929507783,0.0791232985851366,0.0889820386512127,0.00284425267709912,0.182859419886843,0.0513251651510423,0.0813531139461219,0.131566573818262,4.26164859033649e-18,0.0717127724322131,0.172598263282579,0.0244462354514268,0.1434053649959,0.0971849609665513,0.0903894289270536,0.179921212476057,0.0304415530170998,0.025264007867835,2.03945179261987e-17,0.0567662789107323,0.141877502851504,0.153744126736893,0.00946473792507033,0.0283278691968283,0.104784191774912,0.156744838759147,0.128009542091525,0,0.126752842495943,0.108460419418922,0.0900821015986577
"Basophils",0.120423206645578,5.07434943520623e-19,0.0880400305262942,0.0640022640123184,0.0581348323858657,0.0450842099063886,0.188033419572154,0.0734589177720279,0.133364221465693,0.00778596036673662,3.39304387246231e-18,0.00189602539661993,0.145579150314844,0,0,2.98916760717988e-20,0.15394419107231,0.16372999754968,0.128346174142018,0.114979042055829,0.24320159752592,0.0362191524477361,0.0803869362285027,0,0.196013355724776,0.173195946423844,0.188852803286177,0.135522381163477,0.0248900645734834,0.0605309232367425,0.298348699280237,0.032759473657619,0.0626607509889394,0.0280806942835713,0.191247601932329,4.58622336476589e-19,0.0336053748376586,0.0148939791896699,0.157902668007738,0.0213130535887211,0.110521699249897,0.0348972090146166,0.0191500742531779,0,5.02383340150515e-19,0,0.184076098980037,0.037617279707466,1.17632391069813e-18,0.0674332773033719,0.0841451234133792,0,5.96528674886761e-19,3.13392354540081e-21,0.0379451076295935,0.119970116042057,0.0498675757360241,0,8.43996578189615e-20,0.133664809185302,0,0.0842666031244374,0.0930170245653154,0.00888030455656927,0.0777281534201422,0.0609397787581531,0.0143879240245899,0.0703328235130298,0.166516729329804,0.15791796714486,5.94205968145743e-18,0.106076373164297,0.168159197266144,1.27496463293077e-18,0.0727257724930722,0.196975628193351,0.132848521802473,0.0312122191222712,0.01590057889448,0.0888551342012771,0.0477147547712334,5.86007048647957e-18,1.1093420685934e-18,1.11493106845631e-18,0.0982972621452463,0.205452483769003,0.237525313639319,0.0629282536701304,9.7419120615603e-18,0.13406870472563,0,0.145406080953203,0,0.0556492668110423,0.0523501659420442,0.0614543285853387,0.0287065997903496,0.25902439915429,0.0016078131183655,0.208775717019804,3.88849111449721e-19,0.0593968437389644,0,3.3113826499801e-18,0.0578501405910951,0,1.45482934542347e-17,0.140130572506577,0.0479956744275544,4.7554368920385e-19,0.11331280310105,0.0221542464679981,0,2.71689923774033e-18,0,0.116880660806688,7.30207174839911e-19,3.21555233513549e-20,5.66430674059901e-18,0,0.111000492496367,0.0401811942018212,0.0839926722691923,0.199260899462599,1.24951520290342e-19,0,0.244537936001775,0.196000967594085,0.0635038134109927,1.02173409731332e-18,0.00929840595243333,0.0460315811069662,0.109246176455752
"cDC",0.144953064598155,0.132641864728486,0.222245095479343,0.276496324961454,0.152580365136418,0.12952822112817,0.211681553680649,0.116898272618871,0.248443914404108,0.154062981214924,0.0770848187092476,0.178598152627536,0.26438199744523,0.0607800205649814,0.277256855772558,0.130975305908952,0.122729872601393,3.59437065170171e-21,0.124273828846108,0.0964538127106895,0.0508348831813605,0.0526777575865318,0.241885880787712,0.210113628445605,0.131771062146761,0.205729177750727,0.135814094383703,0.0689036241786262,0.29007072329711,0.25782733187553,0.200110908151209,0.0653406267154647,0.200233705715199,0.342742050374397,0.2239727141486,0.124335117385781,0.0630445652811742,0.252885853171078,0.149244498375044,0.00571390409909525,0.170814621145562,0.140068949245578,0.227051066988379,0.135578276809062,0.204752902958006,0.181454441907095,0.0348190209250977,0.295321879453267,0.302764274778892,0.156102710468283,0.169000956249724,0.123110625804956,0.246847158521206,0.225570347840568,0.0908288028437194,0.0331105775051857,0,0,0.174465406748921,0.183545156834267,0.266432047337743,0.241988472551595,0.169324706952962,0.0787042286351647,0.0650012990164905,0.282564536333298,0.178481650822509,0.240319160375713,0.177241659491639,0.126732540116977,0.206614462708404,0.126570546392125,0.185438544916718,0.100774610346149,0.228531974937992,0.19872043620086,0.244088066165117,0.0832820359897592,0.166246508230223,0.101689327041569,0.0267522785708174,0,0.227302949119152,0.294810058282919,0.183711417341046,0.0361669286089413,0.0466469602815692,0.199082202491617,0.162482281950926,0.117667834983638,0.321144105248945,0.103305073098619,0,0.246513182529525,0.278538475312117,0.0296825539578374,0.253905164821924,0.107505062776473,0.133626836862393,0.22799498901817,0.124206054919141,0.0855456409149198,0.301738386750316,0.262169459002496,0.141929614043269,0.189116378462872,0.18191902466327,0.0381773008587711,0.216301790584896,0.215569930480117,0.249953845557423,0.287226752869374,0.26759043914794,0.0689757082478816,0.368824578247442,0.257704122422153,0.158604009789106,0.212117707095559,0.134321278629511,0.217055420301417,0.188866940876299,0.13493056573128,0.263107903964637,0.209713626954009,0.0711361311693574,0.0721731709146031,0.226530700123454,0.10017396020065,0.226988894610368,0.0341154469953963,0.294698921677616,0.183486355869707,0.0729149068708786
"DC",0.146163345862264,0.0752226651472703,0.210714221877492,0.197575896473489,0.12830001766272,0.192147273477899,0.127861781794314,0.106247665831802,0.171940287383313,0.0819031352204437,0,0.118802554702101,0.202985824911514,0.0738250896747948,0.202350270248942,0.16136006063833,0.131980826654139,0.0973271016248251,0.16631495299456,0.13221446859513,0.0643417721264059,0.0837640714407298,0.219786140861795,0.119490635163353,0.183925929645807,0.173145732207786,0.174455407408126,0.0706824187043852,0.209152697855783,0.246347121421511,0.143867754821223,0.112363974226795,0.190024544652409,0.227119832801485,0.185841430773614,0.0899724569584214,0.0874882680923069,0.210254564139637,0.147482386219419,0.0567109745387541,0.200269371206415,0.126939286743613,0.180664530857711,0.174272066006783,0.168453690767006,0.164216516042257,0.0489548432667651,0.201134072937272,0.172113520100738,0.145605901866014,0.134747617223793,0.161559190045204,0.197230089654725,0.186012896573331,0.120818998233061,0.0730136401067239,0.101447057895443,0,0.112858941096685,0.18517814959074,0.17237989303051,0.193819004798283,0.175564354438368,0.137909158777887,0.0497623116692337,0.218453508135104,0.14514628232416,0.176671593688039,0.178650260736301,0.145981820263471,0.110794759294709,0.145704609437231,0.184804403506004,0.0369592212243375,0.194743821776308,0.194708778136682,0.240000035243673,0.0856781981010927,0.14050220303685,0.106825227055585,0.0838161895400813,1.34143813745768e-18,0.179071726940322,0.201731327708844,0.20102852573777,0.0706952198380618,0.0135235731791623,0.169743121930281,0.138345164722858,0.184728756745708,0.243203919568288,0.130210187962897,3.31074565941061e-17,0.211085435477472,0.211069927953206,0.0376423561724964,0.190741675882089,0.0779798929310018,0.0957695254430709,0.145015166801069,0.138507675450979,0.136020308293592,0.226122678580985,0.142238454086276,0.131569055792585,0.139494315720174,0.19220029699395,0.117099165652147,0.180562377376982,0.163833032678447,0.139979252449932,0.293604002871968,0.208661881207275,0.0368945056335755,0.272239597420662,0.205518832181115,0.064509184783885,0.183820696334287,0.108654841494232,0.184223028801355,0.114948578216458,0.127182675357619,0.219969976720232,0.173479094911234,0.121733221396305,0.0584595071906945,0.159250064815632,0.106080869917868,0.222402506112455,0.0554810857237411,0.257735208668691,0.161350717318236,0.143789299540499
"Eosinophils",0.148996234018947,0.311016335217227,0.258199451299643,0.324419232859809,0.263100995559596,0.262067041638718,0.378612026058827,0.279859065756917,0.176587282886733,0.21677729104988,0,0.223767782546437,0.250415291619708,0.246127599627114,0.231166154685231,0.190278056467028,0.292515191483896,0.281145035950607,0.113266816226999,0.335309214697049,0.136161346681809,0.307667747534571,0.19226551449909,0.251818535651908,0.282222306488046,0.383993649027924,0.147538059676446,0.372587606200116,0.11873090306263,0.3260917446649,0.252768348621417,0.380226641381839,0.319330538720268,0.372804693923891,0.300749014283317,0.423902360212083,0.239135424025589,0.294962640691196,0.2209236797794,0.71084847848976,0.32189132772245,0.150227350818566,0.198251060767751,0.279033007987917,0.505795285613616,0.223103599118699,0.244159656140731,0.0527816564762397,0.283249234054539,0.360736215280753,0.33479145201822,0.442778560585938,0.182979172693166,0.361428349642898,0.289568634838494,0.107978749954287,0.328869676801993,0.29199308476061,0.230209105211667,0.266030839289309,0.120887588415731,0.441945620306453,0.368484840552159,0.453100720861904,0.153810860120337,0.256777659262609,0.532135468737625,0.347151169617623,0.285155619022737,0.27922680669225,0.247772175840295,0.325584877486903,0.312557483572919,0.239179704307213,0.24589890511576,0.301288305936347,0.192284487774871,0.231235854140292,0.420710110357672,0.262733763985476,0.500993800476189,0.497703202326846,0.377894446593096,0.471698938579815,0.0999406041582887,0.243051948921197,0.0420395552723805,0.198718998470138,0.185184149916247,0.286619301442353,0.236067950784577,0.267161945729114,0.209360768863732,0.311982577792999,0.244204930610618,0.237618849744939,0.188038697086229,0.336834894579264,0.166194895643169,0.189458195999542,0.466478635230593,0.322490033342484,0.272355037079737,0.143962935938668,0.509394325986458,0.200418006958984,0.275095809367593,0.393708439225682,0.191891018544069,0.410815715489044,0.125949953699597,0.312282741247371,0.326318971287272,0.106111109373023,0.130751272456292,0.37859446617546,0.127465740389832,0.2288274328193,0.25489580903233,0.257392065727806,0.15893797034055,0.0165138849025189,0.290460143667536,0.140680463855458,0.191169128431791,0.0857725291410908,0.413000044309968,0.0796879384548777,0.184608427797007,0.275548883069533,0.447275716595772,0.264580188863075,0.266142187000821
"iDC",0.124495255724528,4.06554458036283e-19,0.158546158858833,0.128022093791795,0.0251448777515069,0.151747692825836,0.120360241237078,0.060142743582731,0.113416163216004,0.0106281685355671,0.00492743236236754,0.119940058446416,0.147389804309885,0.0438337485957447,0.107738188895944,0.105393521046662,0.0712180349555213,0.101180583881129,0.1399983642637,0.095980802552815,0.0374881370737197,0.0655823068852641,0.0914509358184228,0.0749438847484366,0.0978911529351019,0.122409327523824,0.182325498852062,0.0179997546115351,0.097803384515104,0.151142938757282,0.0917779975112308,0.0668635345753725,0.125217020185861,0.139233290954458,0.100628553061677,0.0655600489578352,0.0468525959726841,0.114007703772397,0.0632784712397996,0.11653085273489,0.120207220263711,0.0770960214725434,0.114631840746904,0.138911344052247,0.108288590380958,0.0605650754814968,0,0.057781191418158,0.0150434848797718,0.00603807716210113,0.0652955612878141,0.10177265764487,0.101944539950896,0.0859067323209173,0.0853842123080282,0.0533824278836812,0.0506857092371544,1.10325318513695e-18,0.0124388622511773,0.152033608848577,0.0504292969699223,0.160704017409228,0.125847294960291,0.0498888330646399,1.73472347597681e-18,0.0676015188655595,0.0802967033521795,0.121484338991382,0.0653248390285007,0.118473937265447,0.0445302992904325,0.0799020645797933,0.0671053818751298,0,0.101722037902093,0.154960409645241,0.18100918069753,0.0745754793387421,0.106161333653684,0.0694147670406659,0.0547283514030242,0.00578379488065841,0.0810784939240656,0.111143826856112,0.218338373846081,0.0370940689679799,0,0.11046696435364,0.0961979945019701,0.100299935429665,0.0857192773064455,0.100532391369589,0,0.111133862905233,0.164433844903517,0,0.0871443929055647,0.0591731747555309,0.0313568038656245,0.0408107786398765,0.0489874805793024,0.12219113549954,0.140797051939766,0.0649669749052947,0.0874784100981201,0.0622098085546977,0.162432925790354,0.12155218929521,0.118959273591002,0.0821314720721235,0.0361804321330877,0.186022275167391,0.152942146919943,5.1133968099457e-18,0.145482599822266,0.143351038572789,0.071879100542496,0.124150724556303,0.0706045579806081,0.114044645298283,0.00908191749084429,0.0422946031349898,0.227488321439533,0.121442032185382,0.0547025704120122,0,0.0972528211746416,0.112831707808553,0.124551744833322,0,0.147981414688766,0.0815272002308612,0.109606231988003
"Macrophages",0.247594746813446,0.273448946218269,0.333405521474132,0.179757601531806,0.275105872081965,0.37227377196755,0.217751709032303,0.205870854483634,0.340199160945717,0.261594228020608,0.138517947853429,0.289989558726513,0.266692806989937,0.268712910730153,0.27493013565472,0.183053895773746,0.200249209015318,0.261619054267228,0.300312391321394,0.304975875529837,0.243551803762683,0.200629555055267,0.325556199232074,0.219961335516865,0.358624116651699,0.278835347887968,0.243052151586868,0.311218108080006,0.218770401596876,0.298302466782631,0.220038199521794,0.197202671567135,0.238504977278741,0.1653744669156,0.224309188660861,0.253646494017443,0.211304718438075,0.220778620374956,0.170772207470227,0.137103579218439,0.271354573228559,0.301137322509044,0.234833706973591,0.26993150273357,0.244914471243884,0.217214370867283,0.275237740652227,0.219105360730345,0.171988156526747,0.243558452105355,0.303761836171371,0.0985855640067062,0.182138124538898,0.248587773957463,0.215832776794069,0.218776020048423,0.30972175966918,1.11957774059278e-17,0.311831236923677,0.275220854907984,0.23972122929145,0.330530753833286,0.187445681668908,0.175207702417068,0.32214131398171,0.249697542530037,0.193835607052819,0.296089844420064,0.211345151941997,0.290055178783659,0.198881466507644,0.283281332452274,0.18768251117873,0.205602445947083,0.305326810508848,0.32355974205838,0.315038532738981,0.224451685525654,0.295930666566212,0.154163182116072,0.202835584627815,0.103775233216067,0.140921782755137,0.387609516295203,0.18576755251213,0.23801123638779,0.191866697752381,0.364774401607962,0.11998667754566,0.295543281463189,0.26259496640377,0.299808347757877,0.139070837030675,0.249255887535182,0.246753654106816,0.321067546692121,0.26675916567902,0.158922632501456,0.148663213312794,0.219433814395459,0.197308554069241,0.207025276967876,0.276897080228996,0.230868409532879,0.227755835688814,0.233776525703622,0.226529745871375,0.251031174310092,0.162926096354616,0.231412212063756,0.170484319004249,0.182196033559194,0.288305838265014,0.26072950562994,0.243687472097481,0.14670901793315,0.146486203100155,0.321485941261798,0.176441934548273,0.237155456539159,0.147485558561585,0.277011393028765,0.373394952147317,0.286706732195299,0.241503116031071,0.240775570741459,0.236207242084271,0.266501601029388,0.246568325495015,0.215002492456322,0.263367650637512,0.272800859498913,0.324728670495749
"Macrophages M1",0.0828867637812522,0.0876189845242947,0.105382337592773,0.0335429889093537,0.100896729213021,0.15685497846051,0.0473346100716903,0.0962147443722211,0.124997078720277,0.111174513324596,0,0.100533084533884,0.0982106325311529,0.0833855099821901,0.0732240961132799,0.0821049046793193,0.0888909163881426,0.10937966854061,0.115560950825425,0.122967545644237,0.0855324971851012,0.093793289592276,0.145297579729952,0.053313333239343,0.152827983598131,0.114695729135393,0.113457044917163,0.136315639345258,0.0969603819647719,0.122502440622251,0.0488855241043031,0.0599763970116167,0.0672893312768084,0.0253152990121037,0.0687662888417607,0.0970583650615705,0.109237286738623,0.0637805903906723,0.0775793917848689,0.0260529434103742,0.100576448863217,0.124975515710796,0.0705313745768893,0.120936245636198,0.074112037643177,0.100820460644505,0.098604901701799,0.0752718133643622,0.0418356633267997,0.114143595356385,0.116018031416798,0.0527259853406765,0.0552480349453231,0.0914089695322827,0.0996804424175691,0.102777640161943,0.130914983454059,0,0.115565209347237,0.103424468984824,0.0884233604476614,0.0892976016637696,0.0772076310250582,0.0871597081376016,0.14971816142572,0.0940696348346143,0.0729299912836302,0.0865612939450834,0.0861221619439102,0.125135159012476,0.0548443553501778,0.126247669731563,0.0862208158757272,0.0765753656788667,0.138742471789068,0.126369120014713,0.140286876858752,0.0866421853629879,0.100287349333425,0.0545196220653069,0.0818151666132804,0.0413643354887351,0.0616150805983526,0.0928754004702887,0.0879363349445492,0.0885228773244554,0.0520372128853638,0.147044973090582,0.047320934773783,0.149313748583876,0.0899939923714212,0.133324339932049,0.0698123409681456,0.11277218931794,0.0593767906250403,0.137509286516537,0.109856330767544,0.0782879220275568,0.0409720027122311,0.0769186501878509,0.0996026244927294,0.0670795847729511,0.0899555495782442,0.0725810238893281,0.0693851806476275,0.0860031544156974,0.0723524159049801,0.111795962344348,0.0495441137453968,0.0876893501112681,0.0569204026810825,0.0715517420333516,0.0779537777166437,0.0819714405817469,0.0896984511582412,0.0522084648153178,0.0478234758027217,0.133194817315798,0.084963489753756,0.083579695648998,0.0425784670545571,0.104103888893315,0.132926189535506,0.117263770986849,0.0962126676998246,0.0912161480246847,0.0503101686134761,0.0673158739355979,0.116414702143078,0.0748905925277469,0.109540164255637,0.110759898970616,0.120758602971448
"Macrophages M2",0.143055507293632,0.175566606620965,0.228164018798393,0.158350351654956,0.162483930797238,0.173471287995457,0.200689351436726,0.0138604057984128,0.182002928791143,0.0847126805887532,0.216570812566489,0.17483350781631,0.118414551370406,0.150388730023739,0.204009329598167,0.00325683294074536,0.0119062682317206,0.0730628176306294,0.152254438914968,0.131369887541343,0.161542570644911,0.0281240013862156,0.0597045894505231,0.20764321459355,0.133709684397311,0.119292092667397,0.0172567865074428,0.111750147777568,0.03820087867485,0.107454644029262,0.196768142201545,0.101767356972796,0.152816007181671,0.132549280760062,0.0855648354391142,0.171790850292308,0.00423529360455996,0.160827121651691,0.0146855412428792,0,0.0893796156921749,0.10017873184388,0.12813188843807,0.0443203022230191,0.176916136724794,0.00187430672648797,0.139216301220514,0.0970904318725062,0.0635460088667226,0.0891972054873109,0.182273369158278,0.0389142710590635,0.108552285645955,0.0675242726596351,0.0495514787637711,0.0468552524097426,0.0846447635038634,0,0.162907011710339,0.122474146423376,0.0564812400355129,0.284121219790971,0.0508581071566061,0.0168686825843174,0.0963232790279891,0.10225696039594,0.160300516831441,0.209772734235203,0.0605532551566317,0.12381771782237,0.126284649521499,0.13655759823467,0.0532908458461168,0.0536733638052788,0.0242652202747167,0.102904270208081,0.0886202398756921,0.118152891267694,0.169671165942595,4.62253084815364e-18,0.138343200883255,0.0616561898267068,0,0.3803987514904,0,0.104773773352128,0,0.180915956882577,0.0154785651077358,0.0474090472796816,0.116082166108233,0.106627353985376,0.0319705506248085,0.0856999881571121,0.154172403438379,0.0759846447049901,0.0564120210274164,0.0546065460726052,0.064438890329521,0.102415818825282,0.0234511014273472,0.130957281276777,0.186043103923156,0.0926640942954005,0.153155717427023,0.100789035146658,0.118929387018858,0.062827016148467,0.0635450109628711,0.129805333303874,1.40950794484862e-17,0.0339588767685979,0.200342575732718,0.121525260913388,0.0398787250580633,0.0362792977264636,0.081511921162384,0.110453750712674,0,0.133173265958558,0.0522875283225676,0.0687348051444786,0.236578286161305,0.105272478036351,0.0532901958881684,0.0840458706908391,0.234573740431526,0.17073680830321,0.0352426747989343,0.123130696598209,0.0703041905153989,0.15087922727952,0.114511212174204
