"StromalScore" "ImmuneScore" "ESTIMATEScore" "TumorPurit"
"TCGA.97.A4M6" 329.70139042392 1606.70808518529 1936.40947560921 0.630010456611727
"TCGA.MP.A4SV" -7.39463567607749 1033.60426838207 1026.20963270599 0.727844554916289
"TCGA.38.4627" 2090.80085982646 1414.7114956818 3505.51235550826 0.436082271411669
"TCGA.93.A4JO" 318.707386146789 1763.10618041897 2081.81356656576 0.613293038532345
"TCGA.05.4426" -515.475461982796 638.607026805537 123.131564822742 0.812095813622574
"TCGA.97.7937" -253.749367377165 -90.2993859204522 -344.048753297617 0.850171789811985
"TCGA.75.6206" 209.977423651748 582.700547377947 792.677971029694 0.75091941004101
"TCGA.62.A472" -589.964274033075 759.270413231005 169.30613919793 0.808122126859804
"TCGA.99.AA5R" 910.556011944842 2160.20210757 3070.75811951484 0.492584849885732
"TCGA.55.8085" -195.176512381042 1209.7173443129 1014.54083193186 0.72901805639877
"TCGA.44.8117" 190.317991613867 244.247029086371 434.565020700237 0.784580975731409
"TCGA.55.8506" -18.3031306656778 736.160819430837 717.857688765159 0.758126916703463
"TCGA.NJ.A7XG" -1631.81891104345 -325.20706644868 -1957.02597749213 0.949950633753551
"TCGA.05.4384" -1.98987688743956 702.011841805097 700.021964917657 0.759831583183805
"TCGA.64.1679" 1086.95554170647 803.77397771962 1890.72951942609 0.635203491626502
"TCGA.73.4666" -1.63278495763776 1692.93136096775 1691.29857601012 0.657537842331445
"TCGA.55.8616" -368.038693916357 246.377262888164 -121.661431028193 0.832534722715695
"TCGA.38.6178" 313.518709106222 376.202770981051 689.721480087273 0.760813690255425
"TCGA.93.7348" 435.430763969048 668.742331342755 1104.1730953118 0.719949340805253
"TCGA.55.1594" -472.865846938505 331.928293403485 -140.93755353502 0.834098860350563
"TCGA.73.4658" 1362.93695114334 1768.50541620435 3131.44236734769 0.484813317365653
"TCGA.55.8505" 183.921133482103 -286.818864448774 -102.897730966671 0.831005762919757
"TCGA.MP.A4T4" 719.296699693633 1785.91163796525 2505.20833765888 0.56305150134404
"TCGA.49.4506" -303.037341612668 1220.12303095009 917.085689337424 0.738735018189269
"TCGA.97.8172" 803.932278648104 1510.0856808701 2314.01795951821 0.586019876175085
"TCGA.O1.A52J" -225.814861824794 1191.31731814813 965.50245632334 0.733926299234686
"TCGA.78.7537" 11.182599039176 136.287111672084 147.46971071126 0.810005962165457
"TCGA.73.4662" 98.4671393379851 1230.56457186745 1329.03171120543 0.696653881185509
"TCGA.62.8398" -209.159076885148 646.678248131275 437.519171246128 0.784312036821441
"TCGA.49.AAQV" -639.306394063761 841.90258788315 202.596193819389 0.80523421293687
"TCGA.55.8621" 996.497072001101 1998.00383445156 2994.50090645266 0.502295243243618
"TCGA.53.7626" 686.101998292021 1864.048092757 2550.15009104902 0.557587443849323
"TCGA.44.7669" -126.830305242472 653.245160893659 526.414855651186 0.776150421017716
"TCGA.93.8067" -633.704628018186 28.2103821801104 -605.494245838075 0.869746622317571
"TCGA.97.A4M2" 347.148829946392 1961.00774250194 2308.15657244833 0.586716825181681
"TCGA.05.4425" 526.918939396693 1513.35985737979 2040.27879677648 0.618097218768889
"TCGA.69.7763" 658.430014739159 502.090997350259 1160.52101208942 0.714184332195633
"TCGA.86.8056" -35.3485657052329 754.17449409356 718.825928388328 0.758034227457988
"TCGA.44.2662" 835.142542120503 1590.78905270268 2425.93159482318 0.572630154293827
"TCGA.50.5931" -546.188478458261 -720.930948538251 -1267.11942699651 0.913500813598319
"TCGA.55.8512" -589.528811017311 167.339274644093 -422.189536373217 0.856154833117974
"TCGA.75.7025" 368.90141449025 1108.22223005282 1477.12364454307 0.680895384944049
"TCGA.50.5930" 496.141144094634 1063.28774041151 1559.42888450614 0.671997684556797
"TCGA.75.6214" -1019.42084268729 -135.475485739426 -1154.89632842672 0.906675330866097
"TCGA.L9.A743" 602.206694128056 1823.21696485768 2425.42365898573 0.572691277273916
"TCGA.50.5939" 500.974219370219 1247.73082984926 1748.70504921948 0.651165787438304
"TCGA.78.7161" -398.027791552788 -594.376573590332 -992.40436514312 0.896356944616784
"TCGA.44.5645" 243.307155282793 1554.81632625957 1798.12348154236 0.645643345047371
"TCGA.44.3398" 1269.42571019565 1794.56568037154 3063.99139056719 0.49344902066121
"TCGA.97.8547" 974.923136898825 764.362404941986 1739.28554184081 0.652214525380289
"TCGA.86.8280" 659.684756599483 1491.39562355667 2151.08038015615 0.60523056971908
"TCGA.78.7166" -1040.59986347263 129.381092092167 -911.218771380463 0.891010175032834
"TCGA.91.8499" -429.603819011339 366.788521078124 -62.8152979332152 0.827718544434354
"TCGA.71.6725" -852.652599865409 106.91310519485 -745.739494670558 0.879720958866673
"TCGA.69.7980" 184.878856050606 988.954672878898 1173.8335289295 0.712815166060931
"TCGA.L9.A8F4" 81.485647256467 1390.29412053653 1471.77976779299 0.681469668817807
"TCGA.05.4433" -227.170883381918 1381.19342352562 1154.02254014371 0.714851696997881
"TCGA.55.A492" -689.304893114407 73.2458546454988 -616.059038468908 0.870510888280831
"TCGA.73.4675" 217.049209152551 315.582675027874 532.631884180425 0.775574667757275
"TCGA.50.5936" 205.928858026671 521.182706997616 727.111565024287 0.757240420341541
"TCGA.44.7662" 1140.0618160968 958.800220560018 2098.86203665681 0.611314492964442
"TCGA.78.7154" -492.547232228088 -182.030871900352 -674.57810412844 0.874706242316225
"TCGA.05.4244" -393.417697275578 868.57474848048 475.157051204903 0.780872680743498
"TCGA.73.7498" 215.614773303031 614.428720009597 830.043493312628 0.747285988299103
"TCGA.50.5933" 1441.92976262742 1345.84601157603 2787.77577420345 0.528299052240008
"TCGA.55.8507" -290.583172541287 228.506697397284 -62.076475144003 0.827657683210696
"TCGA.S2.AA1A" 748.118137201033 1782.10911143535 2530.22724863639 0.56001268873778
"TCGA.95.7948" -491.713894735567 102.063400143902 -389.650494591665 0.853677042010151
"TCGA.67.3774" 37.5014315274247 1045.08488410555 1082.58631563298 0.722144877177036
"TCGA.38.4628" 427.95699040139 678.354432175717 1106.31142257711 0.719731463131839
"TCGA.50.6595" 1082.19058653223 1029.55457252599 2111.74515905822 0.609816812957314
"TCGA.55.7903" -566.090738443839 750.004122464188 183.91338402035 0.806857319536177
"TCGA.44.3396" 1140.94149564252 1750.72795881362 2891.66945445615 0.515289652175557
"TCGA.80.5611" -232.534776464026 1481.90331246556 1249.36853600153 0.704995156623523
"TCGA.53.7624" -868.643162633367 110.545076001462 -758.098086631904 0.880582096825788
"TCGA.91.6835" 898.222676582185 2211.52426222501 3109.7469388072 0.487596194158206
"TCGA.L9.A50W" -400.223062160848 622.885085266573 222.662023105725 0.803484208970915
"TCGA.86.7713" -1007.29310197519 -551.37859190203 -1558.67169387723 0.930070262065667
"TCGA.50.5044" 173.915751621782 929.7377839163 1103.65353553808 0.720002268892919
"TCGA.97.7941" 23.897027844827 626.638689027567 650.535716872394 0.764533971248582
"TCGA.86.7714" -9.28712503181815 795.373880189073 786.086755157255 0.751557998798093
"TCGA.62.8402" -736.21894361527 1180.72714339623 444.508199780956 0.783675185013645
"TCGA.78.7162" 308.190139768481 940.750952551779 1248.94109232026 0.705039653880719
"TCGA.49.AAR0" -140.4994708462 1156.45319542473 1015.95372457853 0.728876079135105
"TCGA.35.4122" 804.7545991114 2162.78431258324 2967.53891169464 0.50571351553787
"TCGA.55.7726" 979.097864865559 550.985853844342 1530.0837187099 0.675181395586322
"TCGA.62.A46Y" -243.421277897581 1388.08832823456 1144.66705033698 0.71581132266801
"TCGA.55.6980" 779.967549274485 1468.14532067078 2248.11286994527 0.593831225057538
"TCGA.05.4430" 1092.3524944423 1215.61277263285 2307.96526707515 0.586739565056142
"TCGA.67.3772" 851.780142341637 1102.91444765712 1954.69458999876 0.627923798074736
"TCGA.MP.A4SY" 535.255105195689 407.815076140762 943.070181336451 0.73615888048835
"TCGA.78.7148" -493.484415479285 347.59506666596 -145.889348813325 0.834499590209568
"TCGA.35.3615" -336.21389425892 340.42138421813 4.20748995921019 0.822157952794343
"TCGA.55.A493" 126.668347971052 1511.19302458937 1637.86137256042 0.663427362888869
"TCGA.49.6744" 1072.64957934178 1814.29790844413 2886.94748778591 0.515883551850752
"TCGA.49.4494" -319.888028968607 840.355799495033 520.467770526426 0.776700570175158
"TCGA.78.7143" -796.56574856122 644.294792230115 -152.270956331106 0.835015379041805
"TCGA.50.5051" -714.457880979877 -261.406230797576 -975.864111777453 0.895277927672372
"TCGA.86.6851" 283.998612464733 2094.75971195969 2378.75832442442 0.578293172304703
"TCGA.49.6743" 394.222147551186 656.748597415373 1050.97074496656 0.725347324117996
"TCGA.50.6597" -406.530502121834 1111.54763094261 705.017128820772 0.759354690136446
"TCGA.55.A490" 289.138268473326 610.645400903575 899.7836693769 0.740444405556708
"TCGA.99.8032" 513.064082155122 258.207567400623 771.271649555745 0.752990788907914
"TCGA.55.8299" 1262.58305778717 1961.84171025607 3224.42476804324 0.472831104124897
"TCGA.64.1676" 656.684182693737 1604.60008047953 2261.28426317327 0.592274516316578
"TCGA.86.8279" 278.209578176956 29.8797425943087 308.089320771264 0.795956001594335
"TCGA.97.A4M5" 478.880881693513 1062.93168221997 1541.81256391348 0.673910411236179
"TCGA.78.7536" -427.312895439207 584.301131270031 156.988235830824 0.809185818150637
"TCGA.55.8208" 1214.59723525054 2350.45961411013 3565.05684936067 0.428200132053444
"TCGA.95.7562" -71.7996683016516 662.788220048496 590.988551746845 0.770138889900564
"TCGA.MP.A4TK" 1275.37467226253 1364.3959943148 2639.77066657733 0.546619089615746
"TCGA.49.6761" -127.280169525616 990.419060171158 863.138890645541 0.744049015899173
"TCGA.50.6593" 817.773698877337 1033.99401707621 1851.76771595355 0.639610228053924
"TCGA.55.7728" -121.813474412451 2283.65215746848 2161.83868305603 0.6039726977724
"TCGA.86.8055" 1236.33445105771 861.383617646234 2097.71806870395 0.611447375147928
"TCGA.73.4668" 15.9380377918578 149.90775148467 165.845789276527 0.80842120640472
"TCGA.55.8090" -9.70569553988569 701.886888937571 692.181193397685 0.760579325130879
"TCGA.38.7271" 1196.16448198034 2525.82820687149 3721.99268885182 0.407270771869363
"TCGA.55.8514" -433.219136822804 555.457496149297 122.238359326493 0.812172313775632
"TCGA.50.5932" -623.411536355579 -40.1094194441596 -663.520955799739 0.873918468324581
"TCGA.95.A4VN" 193.329384374336 1646.7347942636 1840.06417863793 0.640929865692119
"TCGA.86.7954" 407.424381895687 1601.29548257405 2008.71986446973 0.621732177911496
"TCGA.91.A4BC" 919.25633241677 2075.20816545991 2994.46449787668 0.502299864481209
"TCGA.MP.A4TJ" 848.408381509229 2289.11981685232 3137.52819836155 0.484031802355001
"TCGA.62.A470" -637.773379215095 62.1007744909261 -575.672604724169 0.86757802052068
"TCGA.73.4677" -384.457081674592 556.961336857889 172.504255183297 0.807845526910653
"TCGA.55.7911" -218.493114314841 1499.83111370763 1281.33799939279 0.701659253595614
"TCGA.50.8460" 145.564050441676 1373.55304348152 1519.1170939232 0.676367972324215
"TCGA.55.6981" -151.046769667363 334.722283800356 183.675514132993 0.806877945863458
"TCGA.44.8120" 414.379877595523 520.479984621341 934.859862216864 0.736974021791011
"TCGA.55.8614" 54.2303218140193 180.46265253873 234.692974352749 0.802431608310852
"TCGA.64.1677" -794.762159592549 729.706898008249 -65.0552615842997 0.827903004048551
"TCGA.97.8552" -29.3277764258237 1321.61487807956 1292.28710165374 0.700513196657157
"TCGA.69.8253" -610.641236274491 333.038374003481 -277.60286227101 0.844996169937011
"TCGA.86.8668" 730.466383282944 987.599623503113 1718.06600678606 0.654572469443335
"TCGA.86.8074" 682.973520007656 813.471700483072 1496.44522049073 0.678815483369302
"TCGA.69.7765" 1096.56489752584 989.576672514035 2086.14157003987 0.612791119070234
"TCGA.55.8092" 149.092703521392 1359.94070577302 1509.03340929442 0.677457469252314
"TCGA.NJ.A4YQ" -39.7864184904769 1892.55504821501 1852.76862972453 0.639497281890621
"TCGA.55.6983" 405.796566874642 1206.62948234639 1612.42604922104 0.666216371610067
"TCGA.62.8394" -433.253777673566 328.850057467026 -104.40372020654 0.8311287112648
"TCGA.44.2661" 1055.87777928282 2436.75926989519 3492.63704917801 0.437782266494776
"TCGA.44.7659" -537.263985350291 517.457876600683 -19.8061087496077 0.824159433635063
"TCGA.55.6712" 350.471449180126 1590.13383373368 1940.60528291381 0.62953204066405
"TCGA.05.4403" 165.793585361601 1262.22487547553 1428.01846083714 0.686156703173266
"TCGA.97.7553" 841.59197387128 2237.11482222226 3078.70679609354 0.491569113341945
"TCGA.78.8655" 93.7500419266942 1176.56835560942 1270.31839753612 0.702810859817754
"TCGA.55.7724" 707.537481623316 1416.91363636088 2124.45111798419 0.608337592347229
"TCGA.73.4659" 463.393546753072 644.37528710814 1107.76883386121 0.719582924469191
"TCGA.50.6673" 322.570068871807 495.298980696801 817.869049568609 0.748472305071867
"TCGA.78.7542" -1285.03862727448 253.491391344519 -1031.54723592996 0.898889402314436
"TCGA.38.4625" -51.1092812660411 911.75742053258 860.648139266539 0.74429324163608
"TCGA.55.7570" -793.79390813196 -749.632260132664 -1543.42616826462 0.929245782723587
"TCGA.69.7979" -149.321782108918 -211.239019205501 -360.560801314419 0.851445423030503
"TCGA.55.A4DF" -398.386265693855 1029.96296650568 631.576700811828 0.766324860583222
"TCGA.67.3773" 499.123701962861 1442.85436209181 1941.97806405467 0.629375461031832
"TCGA.55.7573" 185.488689501087 1185.74765729195 1371.23634679304 0.692196093818152
"TCGA.50.5068" 615.951675160105 2021.57111087712 2637.52278603722 0.546895364547767
"TCGA.49.AARN" -274.05881888033 532.133516314761 258.074697434431 0.800378761486036
"TCGA.78.7150" -16.2357140427652 -424.244054543432 -440.479768586197 0.857539030829989
"TCGA.MP.A4TA" -372.133779156295 537.472502070085 165.33872291379 0.80846501485108
"TCGA.55.7907" 275.079550965594 999.619604765354 1274.69915573095 0.702353267637529
"TCGA.55.5899" 242.612810998868 483.847680439471 726.460491438339 0.757302837146197
"TCGA.55.7574" 982.069250532952 1786.80801654943 2768.87726708239 0.530652373663901
"TCGA.44.6148" 405.029206871609 591.439036239075 996.468243110684 0.730831347680636
"TCGA.MN.A4N1" -654.481885782525 -290.282203031025 -944.76408881355 0.893234806880958
"TCGA.05.5429" -380.617476084635 -45.3599974863009 -425.977473570936 0.856442009766005
"TCGA.91.6847" -1744.34780134306 -914.032644035641 -2658.3804453787 0.977025909351254
"TCGA.55.8511" 559.228434066917 1265.53873578586 1824.76716985278 0.642651834272469
"TCGA.50.5944" 728.839465209758 495.595237502185 1224.43470271194 0.707586143500543
"TCGA.55.1592" -27.4761113949124 614.121409653997 586.645298259085 0.770545404482537
"TCGA.50.8457" 680.186377811343 1578.312946134 2258.49932394534 0.592603849195831
"TCGA.78.7159" -86.6121829178327 54.2773732624077 -32.334809655425 0.825199609922362
"TCGA.67.6215" -705.944463662736 625.843868071783 -80.100595590953 0.829139657375155
"TCGA.MP.A4T9" 329.244485917239 1000.58986572722 1329.83435164445 0.696569352626711
"TCGA.97.7938" -43.9664744137207 316.318728410862 272.352253997142 0.799120595944771
"TCGA.05.5425" 255.52415638881 1636.26232631485 1891.78648270366 0.635083654722555
"TCGA.55.7913" -1407.18068842468 -320.684176905843 -1727.86486533052 0.938906644932852
"TCGA.05.4417" 1298.01708134963 1456.70728748782 2754.72436883745 0.532412078715497
"TCGA.05.4434" 645.161256724355 1748.15896416611 2393.32022089047 0.57654800371206
"TCGA.55.8096" 968.813809756831 1130.82196126501 2099.63577102184 0.611224606975132
"TCGA.49.6767" -368.217159333605 981.624458208332 613.407298874726 0.768035592825537
"TCGA.MP.A4T6" -1102.29480193888 729.705554586067 -372.58924735281 0.852370071384159
"TCGA.MP.A4TE" -1153.79100556571 -812.110987121812 -1965.90199268752 0.950356852151421
