"StromalScore" "ImmuneScore" "ESTIMATEScore" "TumorPurit"
"TCGA.L9.A7SV" -986.691769118234 -292.640922867068 -1279.3326919853 0.914228708418967
"TCGA.93.A4JP" 419.737070858479 1096.36842898216 1516.10549984064 0.676693516870919
"TCGA.78.7163" -1804.88580703281 -229.23233100063 -2034.11813803344 0.953424927343767
"TCGA.64.1678" -990.35570578065 -659.967091810013 -1650.32279759066 0.934928449754646
"TCGA.NJ.A55R" -440.066195666885 -269.377979222587 -709.444174889472 0.877175200661554
"TCGA.97.A4M7" 331.877077634501 1574.55318253879 1906.4302601733 0.633421793463635
"TCGA.38.A44F" 461.795607442264 1766.15474791599 2227.95035535826 0.596209902976342
"TCGA.62.8399" -20.4572930270042 85.084396084075 64.6271030570708 0.817076980779496
"TCGA.49.4514" -720.884033833004 637.844451373812 -83.0395824591918 0.829380755857098
"TCGA.44.5643" -1140.07592426605 378.976546108937 -761.099378157117 0.880790787467105
"TCGA.J2.A4AE" -576.500513711087 940.489927882519 363.989414171432 0.790962034381882
"TCGA.05.4415" -1002.08980025088 34.0275329373746 -968.062267313501 0.894767135832437
"TCGA.91.6830" 725.315896332524 1015.3403095448 1740.65620587733 0.652061997484722
"TCGA.49.6745" 669.714933832972 1411.74931493339 2081.46424876636 0.613333538197408
"TCGA.86.A4P7" 480.509756519276 1379.93210767944 1860.44186419871 0.638630952323227
"TCGA.55.6975" 878.667529637969 251.058908183685 1129.72643782165 0.717341034028685
"TCGA.95.7039" 23.2766807582497 293.296400436045 316.573081194294 0.795201526002269
"TCGA.05.4432" -125.868422780903 756.086719840082 630.218297059179 0.766452949190122
"TCGA.49.4487" 521.765716889201 1639.79278706329 2161.55850395249 0.604005475720234
"TCGA.55.7727" -322.05870886424 903.718106617732 581.659397753492 0.771011682618475
"TCGA.73.A9RS" -985.560732515884 -112.110247721206 -1097.67098023709 0.903100012803562
"TCGA.44.5644" -1111.62767063335 -701.305963506892 -1812.93363414024 0.943131045459636
"TCGA.55.7914" -113.57212018404 687.709209694078 574.137089510038 0.771714382300705
"TCGA.62.A46R" -38.4322340535825 1107.78155328491 1069.34931923132 0.723487593496228
"TCGA.49.AARQ" -1033.50021993082 556.798070396369 -476.702149534453 0.86026207469069
"TCGA.53.7813" -939.37699911841 208.159213575363 -731.217785543047 0.878705397082334
"TCGA.64.1681" 147.209123046072 864.80476494212 1012.01388798819 0.729271903075668
"TCGA.05.4410" -52.9712101272808 1328.28063315625 1275.30942302897 0.702289499103803
"TCGA.55.8620" -954.964822806272 349.719307939866 -605.245514866407 0.869728603700688
"TCGA.64.5774" -615.686565923863 -536.794678849162 -1152.48124477302 0.90652573281426
"TCGA.86.A4D0" -1136.73909145563 -310.393036961412 -1447.13212841704 0.923930838080573
"TCGA.L9.A444" 586.281833834923 2104.85670310585 2691.13853694078 0.540289581237066
"TCGA.MP.A4T7" -635.665611136543 680.235852616035 44.5702414794924 0.818770803426842
"TCGA.91.A4BD" -594.79507353209 1414.81272614172 820.017652609631 0.748263111907811
"TCGA.05.4250" 324.812322258296 1105.9465187417 1430.758841 0.685864025012226
"TCGA.55.7994" -294.267252543934 1555.54463596525 1261.27738342131 0.703754320110717
"TCGA.99.8028" 1319.46609404964 2573.40063526739 3892.86672931703 0.384237192367878
"TCGA.97.8171" -1145.31912273957 -444.402052001643 -1589.72117474122 0.931735013134085
"TCGA.67.6216" -251.149240221945 1244.64963313936 993.500392917411 0.731128632007264
"TCGA.91.6848" 980.59890740503 1434.46483821327 2415.0637456183 0.573937252935593
"TCGA.44.2665" 1490.90829262928 1240.00081501754 2730.90910764681 0.535367966283785
"TCGA.86.7701" 533.681172643863 1366.11463332898 1899.79580597285 0.634175073090948
"TCGA.78.7156" -752.454680966778 -250.696065691155 -1003.15074665793 0.897055162298105
"TCGA.05.5420" 683.143320447109 2546.4811399191 3229.62446036621 0.472158422397933
"TCGA.55.6642" 1317.3763948724 921.367577445402 2238.7439723178 0.594937171417202
"TCGA.78.7149" -183.311085689551 -232.615991325676 -415.927077015227 0.855679473868326
"TCGA.05.4418" -48.0152384468502 1147.96818490143 1099.95294645458 0.720379130545135
"TCGA.05.4422" -593.528905147608 1326.66111960997 733.132214462361 0.756662908040939
"TCGA.78.7146" -635.445455356454 198.112457069236 -437.332998287217 0.8573013244396
"TCGA.86.A4P8" 940.210523659559 2292.87428058842 3233.08480424798 0.471710606895317
"TCGA.67.6217" 79.5060786973875 1162.29608453674 1241.80216323413 0.705782412155172
"TCGA.78.8640" -768.528057227192 445.995277544925 -322.532779682267 0.848504692893851
"TCGA.44.7670" -1121.84853142309 -334.058002998868 -1455.90653442196 0.924422801026287
"TCGA.49.AARO" 612.771161973345 1658.76618713191 2271.53734910526 0.591061185477652
"TCGA.50.5941" 614.938807125259 2024.28521886384 2639.2240259891 0.546686279754114
"TCGA.49.AARR" 441.966293495722 1192.04149570335 1634.00778919907 0.663850507556738
"TCGA.J2.8192" 1486.86729304106 1472.08011947153 2958.94741251259 0.506801093893704
"TCGA.64.5779" 310.363678983225 614.957236911374 925.3209158946 0.737919728221836
"TCGA.62.A46O" -1508.87019811482 -1086.490298071 -2595.36049618583 0.975012641469494
"TCGA.50.8459" 1772.48183453566 1864.8481427914 3637.32997732706 0.41858916218095
"TCGA.86.A4JF" -336.558696499931 1051.7678105773 715.20911407737 0.75838038559921
"TCGA.05.4249" 61.336366634073 949.791702319596 1011.12806895367 0.729360865161354
"TCGA.J2.A4AG" 345.606593066717 1268.07836534718 1613.6849584139 0.666078549085976
"TCGA.44.7671" 87.3985247652938 -207.67210872004 -120.273583954747 0.832421850170869
"TCGA.44.6774" 1844.57959703312 913.773027463953 2758.35262449707 0.531961177136122
"TCGA.50.5066" 969.631179435706 2067.76283942673 3037.39401886244 0.496841013270126
"TCGA.50.6594" -237.174030142608 333.856124017813 96.6820938752051 0.814355205409974
"TCGA.44.8119" 913.676552086088 650.857459420228 1564.53401150632 0.67144254500243
"TCGA.49.AAR2" -751.852828357693 719.645315738828 -32.2075126188645 0.82518905530872
"TCGA.44.6779" 661.066140780102 1757.40050807915 2418.46664885925 0.573528135657189
"TCGA.86.8669" -336.613944268354 660.525314597236 323.911370328882 0.794547924433631
"TCGA.05.5715" 538.582426909824 881.75383527151 1420.33626218133 0.686976585538326
"TCGA.69.A59K" -307.614411603052 704.490813924838 396.876402321786 0.787999093984215
"TCGA.55.A491" 127.031962944292 1064.41536529697 1191.44732824126 0.710999439135558
"TCGA.71.8520" 448.616367339575 269.052032692407 717.668400031982 0.758145035459138
"TCGA.91.8496" 75.1924326105612 1684.95034066524 1760.1427732758 0.649890674314053
"TCGA.69.8254" -493.831815046247 966.670991273916 472.839176227668 0.781085178363923
"TCGA.95.A4VP" 113.973163198599 901.666672099764 1015.63983529836 0.728907623618542
"TCGA.95.8039" -22.8166932209541 1316.4108118263 1293.59411860535 0.700376268521429
"TCGA.86.8076" 114.190685382048 1727.10874550926 1841.29943089131 0.640790673486854
"TCGA.44.2659" 639.570626890306 1155.63869851008 1795.20932540038 0.645969943523995
"TCGA.55.8203" -42.4145291138273 860.268774423428 817.854245309601 0.748473746191926
"TCGA.MP.A5C7" -1120.66651711085 -582.630427913501 -1703.29694502435 0.937659359963835
"TCGA.78.7220" -795.608824420417 -458.949743115376 -1254.55856753579 0.912749140091945
"TCGA.78.7153" -695.895299855646 -46.3550990678293 -742.250398923475 0.879477316961109
"TCGA.55.7910" -483.494718550977 -84.5347487992898 -568.029467350267 0.867019540635679
"TCGA.64.5778" -422.960930305731 1742.12226256986 1319.16133226413 0.697692570438951
"TCGA.55.7815" 878.224690657818 1123.97890201589 2002.20359267371 0.622481063062567
"TCGA.55.6985" 535.848540337157 1236.79740882136 1772.64594915851 0.648494685604995
"TCGA.69.7761" 412.628416050879 1695.95095109557 2108.57936714645 0.61018504276495
"TCGA.MN.A4N4" 562.825336907609 390.039306792321 952.86464369993 0.735185062927208
"TCGA.55.6972" -1841.9226620147 -901.100675535337 -2743.02333755004 0.97959836674375
"TCGA.97.A4M1" -37.8330330098789 1052.82536089276 1014.99232788288 0.72897269035949
"TCGA.83.5908" 247.140127157599 1718.86781058631 1966.00793774391 0.626630476554555
"TCGA.97.8179" -137.707704247242 200.686189038661 62.9784847914185 0.817216475638577
"TCGA.64.1680" -807.952267783184 190.836793507648 -617.115474275536 0.870587196624685
"TCGA.73.4670" 26.4563565301724 159.180743510789 185.637100040961 0.806707822169442
"TCGA.97.8174" 739.303912271236 983.051774409995 1722.35568668123 0.654096305686534
"TCGA.44.6777" 1969.77480266815 2116.30937211013 4086.08417477829 0.357901323526263
"TCGA.62.A46P" -574.518139282541 -114.984481937048 -689.502621219589 0.875765895100825
"TCGA.55.8089" 569.109595528829 2354.86922829722 2923.97882382605 0.511219352989373
"TCGA.MN.A4N5" -591.293924425643 832.73738092115 241.443456495507 0.801839905235487
"TCGA.49.AAR9" -873.521611189917 -481.184199221752 -1354.70581041167 0.91865573828783
"TCGA.86.8671" 1350.32241703243 2691.74128104478 4042.06369807721 0.363927478600928
"TCGA.49.4507" -309.501607738896 1454.87996332822 1145.37835558932 0.71573840896712
"TCGA.62.A46V" 175.336515847968 173.744486979017 349.081002826985 0.792299134112819
"TCGA.05.4389" -295.622341407838 1367.12023379686 1071.49789238903 0.723269835037089
"TCGA.44.3918" 1115.0874411998 2147.45244460735 3262.53988580714 0.467893803882366
"TCGA.50.6592" 333.950892309812 1300.27983657103 1634.23072888084 0.663826033339932
"TCGA.91.6831" 645.839766045548 602.724310443529 1248.56407648908 0.705078899251353
"TCGA.55.6987" 558.537835403077 2424.58710540643 2983.1249408095 0.503738463655533
"TCGA.49.4510" -352.365366452929 56.0802323912434 -296.285134061686 0.846459518774737
"TCGA.86.8672" 487.080725689466 1309.62360147846 1796.70432716793 0.645802408821276
"TCGA.93.A4JQ" 816.933443460994 1658.79179411126 2475.72523757225 0.566622786679377
"TCGA.97.8177" 965.536670375751 1578.81275834983 2544.34942872558 0.558294062341749
"TCGA.05.4396" -658.809523588022 -238.609464543606 -897.418988131628 0.890088737163011
"TCGA.55.6978" 1384.39786143205 1963.46816211869 3347.86602355074 0.456788090210874
"TCGA.69.8453" 481.518754443592 2058.59122388212 2540.10997832571 0.55881024290839
"TCGA.50.7109" 82.7153821524284 594.731049494904 677.446431647333 0.761981791918937
"TCGA.49.4501" 431.910352692785 1083.98128546933 1515.89163816212 0.676716629667217
"TCGA.50.5049" 1662.84242910602 2632.57874253308 4295.4211716391 0.329044096335219
"TCGA.78.8660" -54.9785615451923 1562.7431325026 1507.7645709574 0.677594456465001
"TCGA.91.6828" 539.502003535403 1433.04657168037 1972.54857521577 0.625881974088332
"TCGA.50.6590" 389.236596482249 1643.08860915508 2032.32520563732 0.619014567012377
"TCGA.97.8176" -395.20734283701 480.277789511901 85.0704466748907 0.815343231138506
"TCGA.50.5935" 104.956810525746 838.82330720873 943.780117734476 0.736088345960282
"TCGA.55.7281" 683.013999341759 1564.89291749292 2247.90691683468 0.593855548759823
"TCGA.49.4488" -411.900472759791 881.064566196514 469.164093436723 0.781421916430774
"TCGA.NJ.A55A" 206.335260784336 1282.09504321351 1488.43030399785 0.679678925411417
"TCGA.95.8494" -499.22895372369 806.096403338724 306.867449615034 0.796064563058935
"TCGA.44.2657" 688.932664184628 2210.81466915766 2899.74733334229 0.514273092843472
"TCGA.78.7158" -709.870604845074 27.1270842918914 -682.743520553183 0.875286513907188
"TCGA.93.7347" 915.930732888488 2034.15397079257 2950.08470368105 0.507922159430964
"TCGA.38.4630" -396.641698447449 -353.372626128933 -750.014324576382 0.880019153653865
"TCGA.86.7953" 73.4242835811491 1221.2009011668 1294.62518474795 0.700268231866329
"TCGA.50.5072" -113.868894532041 62.307241892911 -51.5616526391295 0.826790460024234
"TCGA.62.A46S" -430.620421320418 559.241357811681 128.620936491263 0.811625360262509
"TCGA.53.A4EZ" -1033.62221062602 -225.718376371342 -1259.34058699736 0.913035674124069
"TCGA.69.7973" -170.092924410245 -157.344362930823 -327.437287341068 0.848885448452249
"TCGA.55.8204" -112.105188401971 753.674858475281 641.569670073309 0.765381652639419
"TCGA.35.5375" -120.417914946048 936.776336649876 816.358421703828 0.748619338864826
"TCGA.78.7539" -231.166770841862 1411.81262370943 1180.64585286757 0.712113478803482
"TCGA.95.A4VK" -504.55592969314 659.296949380352 154.741019687212 0.80937958738665
"TCGA.50.5055" 1285.14318697261 2553.97550934292 3839.11869631554 0.391509097253797
"TCGA.44.7667" -541.216257883013 -321.582195192221 -862.798453075234 0.887760991465502
"TCGA.MP.A4TI" 1189.30722714611 2445.9116418304 3635.21886897651 0.418870573211963
"TCGA.55.6979" 997.375901328115 2211.84360679852 3209.21950812663 0.474796619459504
"TCGA.55.7284" 276.724791352437 1054.70357464851 1331.42836600095 0.696401453353453
"TCGA.44.6778" 675.165742310257 2251.60372494837 2926.76946725862 0.510867249981868
"TCGA.35.4123" 684.561880497719 1994.42491718749 2678.9867976852 0.541789696203685
"TCGA.44.6776" -811.63610743566 -310.680120141598 -1122.31622757726 0.904647622483141
"TCGA.44.2656" 771.158741675455 2035.60039151053 2806.75913318599 0.525931071773941
"TCGA.73.4676" -179.559783342911 482.677019344177 303.117236001267 0.796397604119201
"TCGA.86.8673" -71.4228614943381 463.20979742813 391.786935933792 0.788458830258689
"TCGA.62.8395" 308.46077375881 123.901607373886 432.362381132696 0.784781402844693
"TCGA.44.A4SS" 506.615429180931 1502.85964936574 2009.47507854667 0.621645347834338
"TCGA.86.8358" -550.683546178479 -270.587190811928 -821.270736990406 0.884938595467057
"TCGA.55.6968" -97.7059263125882 904.66180934927 806.955883036681 0.749533687369729
"TCGA.64.5775" -61.6850413710215 363.095216927388 301.410175556367 0.796549121218867
"TCGA.97.7547" 96.6138649005635 564.838815925964 661.452680826528 0.763500055614603
"TCGA.44.2655" -360.685034068896 795.716637434775 435.031603365879 0.784538508953411
"TCGA.75.6212" 108.801067402591 1441.09431591177 1549.89538331436 0.673033361902456
"TCGA.44.6147" 544.215453397937 934.882345890404 1479.09779928834 0.680683124872753
"TCGA.05.4390" 159.991945000269 74.603930180555 234.595875180824 0.802440113642069
"TCGA.86.8674" -1020.44656979521 -541.495011428427 -1561.94158122364 0.930246491350318
"TCGA.49.6742" -957.965775122197 -318.917080087366 -1276.88285520956 0.914082936821056
"TCGA.44.A47B" -193.34950170758 701.806373484827 508.456871777248 0.777809861455582
"TCGA.MP.A4SW" -15.8166041878529 1190.19449498111 1174.37789079326 0.712759121552579
"TCGA.64.5815" 1482.90842236623 1367.73628528228 2850.64470764851 0.520441191768188
"TCGA.MP.A4T8" -27.9388048277055 -268.202307323573 -296.141112151278 0.846448262130359
"TCGA.NJ.A4YI" 120.843047464214 871.268825707547 992.111873171761 0.731267669942301
"TCGA.L4.A4E6" 966.667946125001 2176.28404508308 3142.95199120808 0.483334977754763
"TCGA.55.8302" -414.902292442573 686.556630171774 271.654337729201 0.799182179297467
"TCGA.05.4405" 884.681734150045 758.161769719094 1642.84350386914 0.662879982830495
"TCGA.78.7147" -929.452396227616 353.38566559473 -576.066730632886 0.867606789484452
"TCGA.MP.A4TD" 723.364100765666 690.965319135993 1414.32941990166 0.687617057033663
"TCGA.44.2668" 988.634709751413 1755.48980817233 2744.12451792374 0.533728509968166
"TCGA.55.6971" 579.675659258192 2028.39090098598 2608.06656024417 0.550510157575468
"TCGA.50.6591" -877.329884889141 -1284.49069261997 -2161.82057750911 0.958911225606522
"TCGA.95.7944" 56.0907809096668 1710.17219571261 1766.26297662228 0.649207622369708
"TCGA.NJ.A4YF" -752.505956376462 -182.303896568288 -934.80985294475 0.892576927132399
"TCGA.55.8091" 986.185741777139 1296.40853832951 2282.59428010665 0.589751228820598
"TCGA.44.4112" 589.109772172471 567.13408425589 1156.24385642836 0.714623650617328
"TCGA.44.3917" 275.673490861566 624.080706851673 899.754197713239 0.740447313196668
"TCGA.49.4505" 474.539646083593 1517.80661208957 1992.34625817316 0.623612838574143
"TCGA.62.8397" -152.617417904786 835.550082240619 682.932664335833 0.761460023940578
"TCGA.50.5942" 28.5281550554589 436.847953984824 465.376109040282 0.781768761377346
"TCGA.55.8206" 375.369284457723 1774.22630323749 2149.59558769521 0.605404054735383
"TCGA.55.8094" -1795.82108927132 -1022.89331948591 -2818.71440875724 0.981770697220352
"TCGA.05.4382" 1222.78564087906 1534.02877182754 2756.8144127066 0.532152356884168
"TCGA.05.5423" 187.268006539798 1725.46259774964 1912.73060428944 0.632705892748
"TCGA.49.AAR4" -64.1885594310411 1789.78226222289 1725.59370279185 0.653736707111144
"TCGA.97.A4M3" -84.17940045073 -111.629908554382 -195.809309005112 0.838514759545207
"TCGA.05.4397" -596.323779586203 415.726805556627 -180.596974029576 0.837295958581494
"TCGA.55.6984" -892.010198840241 308.393682208022 -583.616516632219 0.868157320489079
"TCGA.05.4427" 144.86000683437 731.362274734947 876.222281569317 0.742764517095724
"TCGA.86.8281" -348.480195680152 114.473246728263 -234.006948951889 0.841556682710284
"TCGA.44.A4SU" -211.771653857911 471.05173027795 259.280076420039 0.800272676980578
"TCGA.75.5147" 148.940159364474 1045.88286323084 1194.82302259532 0.710650910960057
"TCGA.97.7546" 697.183066355875 1127.86695248074 1825.05001883662 0.64262002362844
"TCGA.86.8585" -65.6825398992336 1551.83217434864 1486.14963444941 0.679924448658776
"TCGA.55.8301" 670.304078546415 2005.89641545159 2676.20049399801 0.542133418668492
"TCGA.86.6562" 732.332622214543 511.855779273574 1244.18840148812 0.70553422606767
"TCGA.J2.A4AD" -378.863660062457 -427.845854783448 -806.709514845906 0.883941162478464
"TCGA.50.5946" -1034.1523730445 -593.030044534169 -1627.18241757867 0.933717772153835
"TCGA.55.8510" 618.028433680206 1712.3657606222 2330.3941943024 0.584070360288646
"TCGA.99.8033" -284.661805803807 1024.62013996891 739.958334165101 0.756007418639657
"TCGA.69.7978" 951.048345345013 2055.14590306513 3006.19424841014 0.500810298912532
"TCGA.86.8054" -601.661541002132 -617.07930165716 -1218.74084265929 0.910588686348925
"TCGA.44.7660" -770.8908391379 174.218316549287 -596.672522588613 0.869106848873493
"TCGA.78.8662" -944.424194071293 -498.821333121709 -1443.245527193 0.923712434460108
"TCGA.75.7027" 316.968943484655 -106.435842356989 210.533101127665 0.804542844610778
