"","GSM1019139","GSM1019140","GSM1019143","GSM1019144","GSM1019145","GSM1019147","GSM1019149","GSM1019150","GSM1019152","GSM1019153","GSM1019154","GSM1019158","GSM1019160","GSM1019162","GSM1019163","GSM1019164","GSM1019165","GSM1019166","GSM1019169","GSM1019170","GSM1019171","GSM1019174","GSM1019175","GSM1019176","GSM1019180","GSM1019181","GSM1019183","GSM1019185","GSM1019186","GSM1019187","GSM1019188","GSM1019190","GSM1019192","GSM1019194","GSM1019196","GSM1019197","GSM1019200","GSM1019203","GSM1019204","GSM1019205","GSM1019207","GSM1019210","GSM1019211","GSM1019213","GSM1019214","GSM1019216","GSM1019217","GSM1019218","GSM1019220","GSM1019224","GSM1019225","GSM1019228","GSM1019230","GSM1019234","GSM1019236","GSM1019239","GSM1019242","GSM1019243","GSM1019244","GSM1019247","GSM1019249","GSM1019253","GSM1019254","GSM1019256","GSM1019257","GSM1019258","GSM1019259","GSM1019260","GSM1019261","GSM1019264","GSM1019265","GSM1019268","GSM1019270","GSM1019272","GSM1019273","GSM1019274","GSM1019275","GSM1019283","GSM1019285","GSM1019286","GSM1019288","GSM1019289","GSM1019290","GSM1019292","GSM1019295","GSM1019298","GSM1019299","GSM1019300","GSM1019302","GSM1019303","GSM1019305","GSM1019308","GSM1019309","GSM1019310","GSM1019311","GSM1019312","GSM1019313","GSM1019314","GSM1019316","GSM1019318","GSM1019320","GSM1019321","GSM1019324","GSM1019328","GSM1019330","GSM1019332"
"Tgd cells",0.0732684102168114,0.0525327422902817,1.95472607388347e-18,0.0755998303798876,0.135809510857821,0,0.0598818527323504,0.213660091561693,0.186413133321853,0.0549866181385554,0.223727365018928,0.11023994801865,0.183357296106135,0.138992321317348,0.0273620123582586,0.183394372142441,0.206564292721008,0.0194204850944631,0.0931262021043679,0.177823675412869,0.11292388454518,0.212384734596294,0,3.79356850717169e-19,0.221927213161006,0.142711280959387,0.220606851035935,0,0.213765959721559,0.121196823656926,0.184681516032504,0.0210934134286178,0.143596531948709,0.0706093925538643,0.0190456610734561,0.231983822287919,0.0273026772243956,0.152903517078362,3.40566082293355e-20,0.124024585778749,0.221802520458965,0.129620737140278,0.149418973840153,0.189548705640696,0.056098344851701,0.196429793049245,0.0810671218139385,0.229119148708053,0.226081560800102,0.170277989773353,0.202135454086768,0.148463503435634,0.191954376595416,0.234241210980982,0.0313351845538569,0.14471494750289,0.0261549475919652,0.168189978744302,0.0408596942892919,0.140937044611421,0.0980356386816054,0.160620225051961,0.1690929682105,0.181778909084454,0.0282067054934918,0.0271112598556689,0.0498079733948232,0.190115078221924,0.140045174186977,0.127679316776605,0.145685157023269,0.105860016802171,0,0.0710072135152473,0.174033535006207,0.129984780439635,0.102819477054358,0.137223487828599,0.1736426486429,0.139207102576074,0.0742785525008977,0.10217061735583,0.0227083755056172,0.158091379435345,0.1262953649257,0.230072040656112,0.0693055463453732,0.0484172345793062,0.0595678687196013,0.12883055581029,0.104704627853791,0.074801884408587,0.104588016314709,0,0.180079752400328,0.16937481784058,0.0991643966754203,0.206569874091994,0.142065146747368,0.117304280336363,1.30729704472729e-19,0.250548697977226,0.121607566886139,0.114737168608014,0.0918914020089854,0.182090212755576
"Th1 cells",3.11746413385535e-20,1.73472347597681e-18,0.0991710136816983,0.0682853225764628,0.140534603249623,0,0.109334807496222,0.116872578089583,0.112806217280197,0.0346057987437063,0.236852521663748,0.0739744980080016,0.140027703864682,0.0506491690678433,5.03019998838614e-18,0.0683085286925533,0.198236921361927,0.0695257776216111,0.0936749865751828,0.195889735927148,0.0358781430092032,0.167775084586059,0.0576363460374123,0.022453965926911,0.243572268971065,0.0787330206280259,0.264505544652702,0.118342488296868,0.154274946247648,0.220620549530369,0.175535387042383,0.0592852747032697,0.0612386798002971,0.180822941518424,0.0669078505771001,0.227329832372474,0.172868277455134,0.123519702700926,0.0673765869355232,0.124106347071499,0.274204961460028,0.105865578399138,0.15619086537017,0.239646019635293,0.0336912482555591,0.249436983438434,0.198135621450068,0.250496737133727,0.148513724689092,0.136056691258519,0.243636126210868,0.175374251114617,0.284478969724419,0.0718287431528182,0.0569007583798596,0.281627121501598,0.0438480304066184,0.14797451284159,0.18280316502586,0.168834100653663,0.176389146420773,0.0935912516450308,0.117190207270172,0.214348853955334,0.177550234207276,0.143190145635202,0.118417516600805,0.158407775956751,0.338127341715639,0.226328850654783,0.190094355474043,0.205232812378667,0.172855788173474,0.0981029372607456,0.136556286036001,0.190470237899618,0.054230720173,0.051802683232957,0.104107906235131,0.106731856038129,0.0384388368539453,0.120920607676956,0.130981404789799,0.255117149339337,0.117514609771344,0.286292307068518,0.0355251452851406,0.074370046198818,0.105545968202566,0.1881196206188,0.183578799783585,0.127361759687446,0.134448341669152,0.0758302502082587,0.11046750500097,0.174091352023595,0.160224902073425,0.242754572234102,0.232967794679798,0.168308125981363,0.048457772347972,0.369548926526827,0.11110665567928,0.149513251535128,0.18975352456555,0.162427956632553
"Th2 cells",0.0472290608643131,0.0202207748664782,6.90745260788098e-20,0.108558849550716,0.0652437769964636,0.0881776949641583,0.0490396191378993,0.13978858464032,0.14422771572836,0,0.16435807325166,0.0910580007180494,0.0804966413265523,0.164366805426897,0.0816118593594206,0.135597149166946,0.0371453612911991,0.03967354187485,0.119421534078132,0.0659617426629385,0.117203269050054,0.194120196413802,0,0.050842743826749,0.0827778168287904,0.107423801538954,0.12936678639078,4.21133526612925e-19,0.143530197269145,0.0691057003880908,0.116243255573348,0.0175707218704118,0.102462526235132,0,0.0480372804118786,0.187785830283405,0.0762394829139265,0.0625383190513601,0,0.0940982196871921,0.0821558292811538,0.121405929246003,0.081574789077516,0.114156478608783,0.0472656206659956,0.0388871431272814,5.1790096204357e-18,0.147405201940726,0.0361047583371852,0.0823977816553984,0.093118214194815,0.0650750381896139,0.0497577547577512,0.170466006222161,0.0306394483915944,0.027155522023749,0.0427848424019672,0.12215915505432,0.01805693393144,0.115150939767041,0,0.096320493344838,0.0999940097722321,0.165700464479023,0.0156547817630321,0.015742971527762,0.0850892748844946,0.145540478182456,0.111924551534417,0.0312451662325651,0.127727178513087,0.102260664014495,0.0405621215474831,0.0573204789161286,0.122075154485854,0.0858709437488978,0.0721427813645069,0.107971760677097,0.169808692533176,0.122099473261452,0.100964546762775,0.14032602267326,0.0901193866180188,0.155989105295296,0.172358236949137,0.15248911412487,0.146447243777187,0.0334089054066226,0.105926549673169,0.0941313608841778,0.0544994753583792,0.0420948936764156,0.100665322779841,0.0763755717453063,0.13567766195099,0.109031923297124,0.0954866318066172,0.114646967553719,0.123936320426514,0.132727433459812,0.112072990190332,0.130356177947699,0.159356818374391,0.147774569806967,0.10764614215511,0.136419485886179
"Tregs",0.073107593839082,0.00535918839526326,0,0.0600781570418477,0,0.0622297294507543,0.00647265513465093,0.0548683710270773,0.00396565290050229,0.0171307406196714,3.47008490682944e-19,0.0181235184300996,0,0.0830852884251628,0.0610308442299941,0.0603545477452004,0.0467750077168761,0,0.180870011853051,3.47174758920346e-18,0.0196991933500601,0.0419873400392073,0,0.00250460079250693,2.08078779784677e-19,0.0461378678413316,2.50879112952204e-20,0.0460736072099332,0.00496117801295015,2.78197848065759e-19,0,0.0577151474795425,3.57059363499296e-20,0.0376561546032392,0.0468629661575072,0.0279205941199732,0.00218943120502937,0.0309495335341484,0.000670547062258875,0.000118421711172576,5.70528423464918e-19,4.61605100029573e-20,3.02159983593019e-21,0.0289545403306513,0.0634570967034244,5.3598847078813e-18,6.16255714193563e-20,0.049007126311856,0,1.2613673784693e-21,0.0208353859562277,0.0281918645273237,2.85182339079043e-20,0.0898452670644024,0.0661036515511178,0.0138452540558147,0,1.06357602545229e-19,0.0846298384113107,0.0307940413515809,0.0974715542861798,1.35642725658252e-18,0.0657671640645429,2.90432364441786e-18,0.0585585890843949,1.14829260269188e-18,0.0257826532279512,2.71050543121376e-20,1.76504206499806e-17,2.18712049248497e-20,0.0114926822662871,5.98977635880175e-18,0.0289435274062064,1.3967183917812e-18,0.0142120971035752,0,0.0803512309717896,4.46535397491094e-19,0.0382771845542614,0.0456722897634289,0.0266655311394798,0.00519772870355942,0,0,0.02367708584864,0.0182505578253299,0.042421412865974,1.11563409672233e-19,0,0.0581984754345755,0,0.0129844137854455,0.0444081706704222,0,0.0822568350599473,0,0,0.09025024121558,0,0,0,0,0.0182555913883743,0,0.0570136165607462,3.68620189073221e-18
"Memory B-cells",0.0403790662466352,0.0304407994683892,0,0.0418489354041375,2.70713232354738e-19,0.00244830319990884,1.35040057872735e-19,0.0326748440688695,0.0053777734134392,0.00785634331993428,0,8.21852846046578e-21,0.0227637136163887,0,4.19663403664075e-18,0.0181476114853531,5.97956859844414e-19,1.53756444772618e-18,0.0215171399245144,0.000677690346034535,0.0508411585249986,0,1.0862654245315e-18,0,0,0.0223991429373817,0.0346942628113772,0.0367282007989385,0.0140349805026665,0,0.0305658309374954,0.0270630157493721,0.0752547632029712,6.84972359447736e-21,0,0,9.02538778639222e-20,2.38459867005088e-19,9.60778740784529e-19,0.015897144511513,0.0100026477171573,0.0666913306949324,0.00279810605499685,3.99822968429987e-19,0.0196622801270691,0,0,0,0.0129101030509491,2.13878522982629e-18,0.0475064090641979,0.0402774460772904,2.28710348871659e-21,0,0.0142081264603862,0,0.0568547271815191,0,0.0335000528405619,0,0.0233278960836959,0.0143342448390776,8.35808262808442e-19,3.05785018771746e-19,0.0395230506346692,5.12073366296606e-20,0,0.0179755946806415,0,0,0.00220831217809696,0,0,0,5.76534564713832e-20,0,0,0.0547978718401152,0.0292677798763683,0,0.0143276678116717,1.02723553124474e-18,6.93053293329236e-18,0,0.0729564147329993,0,0.0120870294200022,0.0335418190473278,0.0247800067695824,0.00386302483840685,0.0249297958650135,0.0836149102115996,0.0572752576161467,0,0.0133768258821695,0,0.0131537692064003,8.50908136794063e-05,0.0127429045129811,0.00755128008806753,4.15330811139099e-19,0,4.55036944801306e-18,0,9.54219708891187e-18,0.0397939472482788
"Class-switched memory B-cells",0.131262972763874,0.0986421909388444,0.043524827432102,0.0677342622862239,0,0.0557583214640274,0.0911407637994242,0.12370467418084,0.0124043302354437,0.0603692485720095,0,0.032749253367737,0.0504480462478372,0.0832375693669638,1.45151888756075e-18,0.0837342744065504,0.0241021754895213,7.48023726430336e-21,0.104446956067209,0.072405262226686,0.149026426481731,8.6317263843987e-19,0.127472150576359,1.3567011668742e-17,0.0121483746789884,0.112537540087355,0.0430017338507075,0.152883376902717,0.0666084007326629,0.0377836987600478,0.16768605584128,0.201085797367019,0.126322601574181,0.0479531554104798,0.0374688867436744,0,0.0684658562530367,0.0784994995891481,0.0765016260489319,0.0858128887553093,0.0827458453310084,0,0.00290966652406424,0.061669051467289,0.13950843554938,7.91287950922974e-18,1.92427345950138e-18,0.0394076927282398,0.0960818896427172,0,0.163820627278671,0.163667728602444,0.0447839537967261,0.0493917238614941,0.094103551387021,5.96633207528621e-19,0.168698314028546,0.0490056771766374,0.149998499461763,0.048435262143072,0.147788146292054,0.119260328404775,0.0353771343260056,0.0182055337237877,0.0953682009228931,0.042690151865456,0.00542855801603895,0.147245003449385,0.0162203566820395,0.0721595358734557,0.0592327415172065,0.0625044424573563,0.0621197284416141,0.086071603054017,0.0304701762730202,0.109690501918676,0.0775382944378211,0.0988502467859832,0.0199424978646583,0.0274819457647145,0.104601923678945,0.010312738917768,0.0145191819486693,0.0333048676264087,0.0717292658330081,0.0351746457618326,0.0503358263907045,0.0693446159476767,0.102183175170306,0.0224290300863606,0.0230430538066743,0.126643458655639,0.131458535608146,0.0619558054641725,0.134197740640577,0.0273086411488343,0.059345007844861,0.126830850455128,0.0340244025972602,0.0367408621627763,0.0954589661233337,0.0228613704034021,9.81039142847506e-21,0.019433857747736,0.0781007219141818,0.128144752594186
"naive B-cells",0.0866978197713091,0.0438877936446628,0,3.56762774136977e-18,0,0.0411776408425952,1.44097718406371e-18,0.0462958806979449,0.030200651462901,0.0269017026560203,0,0,6.9770471567414e-19,0.0214827388448507,0.0051741792520772,0.0434726133343857,0,9.96318266616183e-18,0.0188405834903737,0.0101180021710214,0.0618803488827332,0,1.45566720583775e-19,0,0.0174793620193257,0.0254849203098238,0.0425019623147751,0.00961633201874755,0,0,0,0,0.0320352727230176,8.08660723025395e-19,5.89252523325127e-18,1.60706304340222e-17,0.0048516196512599,0.00187797974001349,1.0842021724855e-19,1.64634026601807e-21,1.25441595597109e-18,0.0329737658630576,0.0008677956517831,7.01934511562328e-18,0.03875272094011,1.65636250291932e-18,1.32916559787579e-18,0.00698774943466078,0.0159303062982501,7.67032469107758e-18,0.0613211295077956,0.0297281032411583,0,0.00280796082269248,5.04856564365691e-19,0.00213389865452949,0.0538285656891157,0.0121230464256548,0.00276946670560164,0.0152929299697946,0.0294039601232668,0.0645358840104469,7.45180087764429e-19,0.000534755286118729,0.0257053639419902,0,4.59823265508263e-19,0.0343358907828451,0,0.0253854388451882,0.0319826676978951,0,0,0.0232001188812061,0.00925228576826646,0.0102818676290465,0.00962146631444396,0.0345909931455997,0.0406622317257288,0.0213706628177011,0.0265222035650805,0,1.44211108874507e-18,0,0.0285758404827532,0.0213215176655279,0.0188357394414723,0.056115649226428,0.0473536381508226,0.0461223853266454,0,0.06163392275235,0.053738065142066,0.0144968140222112,0.0544175338631747,0,7.35972926882189e-20,0.00929994881623191,0.0228975128479002,0,2.37592642008409e-19,0.00796304297414649,0.0226228108523113,0.0336261035379727,0,0.0423549923333162
"NKT",0.0351595151570492,0.0801174175634919,0.163161078343936,0.253197536756091,0.12222920251539,0.0161123436393096,0.165760374601955,2.67790201280396e-18,0.0489150317200115,0.242246297023621,0.0957194845916211,0.148957906132213,0.0928333840168262,3.45511036642616e-20,0.169050818767983,0.0879657139290444,0.278050692979636,0.0490581232548959,0.0524814547144452,0.0724492707719322,0.0488052845770974,0.0042611015963595,0.138476290097588,0.316222707239278,0.257226791894051,0.0950406142175405,0.135522527875566,0.131128287846639,0.162117267579181,0.316726055294336,0.101639085244055,0.227078114774776,0.252706382491455,0.407634014689517,0.085035484326615,0.0413714398521765,0.150887626869054,0.147514769850652,0.121726189157828,0.265213596189507,0.199758200335773,0.0616573947750275,0.116445620741809,0.259597321849195,0.0721775510575589,0.275296817790165,0.221208588562331,0.18362896986516,0.185116709864907,0.132216317082267,0.193190445385672,0.268137470014882,0.170126576493472,0.133087711923314,0.17072949252008,0.0945686694786871,0.0887463917174773,0.0602704631018846,0.0854193667649588,0.0819166498195603,0.0719559371135711,0.0615056529553635,0.0827576136295744,0.0801313635153732,0.073011636187199,0.101733311876391,7.48330710323039e-18,0.0706566284686827,0.0636699261322469,0.0998663009350413,0.191958405482925,0.0866125707309252,0.0246388638037899,0.00154906827713218,0.159665677558004,0.0347628419223755,0.0774121843765803,0.0242948928077956,0.0341435976447764,0.0707958281137962,0.0101314008078978,0.0750769037003321,3.75861334755204e-20,0.124605683697942,0.0328481775993658,0.132718549481042,0,0.0869096551513205,0.0447343809146684,0.0259505799622531,0.0408563638561921,0.062414728796726,0.0611190806554498,0.00280948569721096,0.0557413455159188,6.47752116137532e-18,0.0513322707577035,0.147120460538702,0.117355512486317,0.00997870243708412,0.0362144891667228,0.0780531283565921,0.0256314294699086,0.0255983763564794,0.064382461621101,0.0527255141945295
"pro B-cells",0,9.41343298912207e-20,0.00233557241195786,2.33554956688489e-21,0.0102357254694893,0,0.00906445510074522,0.0495466146594532,0.089543132256053,0.0169944232323137,0.0734267891068542,0.0477097799459408,0.0299547906418689,0.0543832349391237,0,0.0258988708355359,0.00943210742171518,0.0382773418347221,0.0125287199200747,0.0705496633159462,0.0796961117965297,0.0780335455236137,4.89669126946166e-18,0,0.0772406555206021,0.0482633978009904,0.106129447364543,0,0.0626032241142578,0.10162713865247,0.0750186984122892,0,0.0423782553424531,0.0615992545613971,2.00811149049907e-18,0.0932944617580894,2.72712583172436e-18,0.0414845363618203,0,0.0308884037098901,0.123910711737656,0.0705604429926256,0.0492268373533409,0.112865147446829,0.0381112174512214,0.111744350222909,0.0583379326854458,0.128257656733769,0.0912576897504735,0.0668470849043841,0.0917431411436068,0.0680759143288051,0.0195635558852973,0.0254811456927694,8.67361737988404e-19,0.0625079415525493,0.0171886387325049,0.0945128042082847,0.0523902229180278,0.0416201384698666,0.0381318899765243,0.105762398034537,0.00478926135437396,0.107628146140929,0.048231569197912,0,0.0167334179972105,0.0870475535258816,0.101293046725539,0.0781195560466688,0.100966141500751,0.0504308334120008,0.0468320700433807,0.0418968686271962,0.0765591982933134,0.101495230229727,0.043966430578376,0.0553396712956454,0.0562352004361245,0.0531902647484139,0.0506938366387872,0.025611102128474,0,0.096235282164894,0.0591982683164838,0.159930229593349,0.0310248622354098,0.0561847762502892,0.0297311334813727,0.124714662378018,0.0427722395691727,0.0154885691916022,0.0790104958035266,0.0134650174555963,0.0665926976991775,0.0476061137992062,0.0548951413600706,0.0487956587806058,0.0767646344560765,0.0408836653429762,0.0200403706678789,0.139611968649606,0.0678925989043145,0.118929067107721,0.000469888008376833,0.099518780006794
"Plasma cells",0.0310991122055202,0.079287643742408,0.0690338406549517,0.226988465742357,0.0585296658689744,0.0999185805772946,0.115854613560701,0.104742943948685,0.112925529138452,0.0404836648042153,0.101827159271606,0.00934432304078729,0.18411893557771,0.0911053473824869,0.0552228570775,0.130187441039095,0.0485935904354942,0,0.16208739844012,0.180580500330824,0,0.132209706273294,0.108721554587639,0.0502575647174639,0.00393455713037343,0.025526829594828,0.046481874539733,0.151612887782934,0.118098149462872,0.0741592357343731,0.135850258753595,0.151704026086655,0.151277156937818,0.106473054854069,0.0750607262419021,0,0.0736406254961791,0.0768879008511199,0.0147431414090546,0.121527394134889,0.104964951363956,0.111018788835069,0.0556971497248753,0.0337297091893551,0.118125092202771,0,0.0314879773815833,0.0182683378745627,0.114576761655872,0.0544946087023498,0.0227662188438708,0.102371917863559,0.205684429290316,0.132703988827095,0.129079425757618,0.0704497339877036,0.06120416003496,0.0602562501116179,0.121247967045753,0.00503262713093813,0.0886978558383947,0.0662268347138693,0.174312028615142,0.0518233476873257,0.0543144603733658,1.03179653184676e-17,0.0947347831618184,0.114004103180479,0.078116157027716,0.0307520571621773,0.0745955369387211,0.147192447505078,0,0.0484489235182654,3.50839048906783e-19,0.0632340973908406,0.049519030576699,0.0655151119061399,0.137097970333413,0.092919447100493,0.00188950238188464,0.12362065665133,0.131596784051279,0.101006393759437,0.226322025671459,0,0.0688936331164259,0.0460123763640898,0.0752673201631004,0.018113275219626,0.171994801662754,0.108993282694431,0.10357905239324,0.0184127263996483,0.0828422104444196,0.0790371116596126,0.126692875515439,0.108332014752367,0.113013245353165,0.140664095140182,0.174351491863388,0.120464315833787,0,0,0.12670459126103,0.105263609602147
"MEP",0.0556494353467889,0.0242338719440696,0.0169994016395064,0.00560833428754725,0.0585086915393438,4.49754299331771e-18,0.0306078327037723,0.00195236340619877,0,0,0.0628147390076247,0.00776906514926799,0.00967514237437109,0.0692134889094668,0,1.03282156926278e-17,8.71436500914588e-18,0.0640967357285368,2.54105692831981e-19,0.0359376022037866,0.0827941780101668,0.0933473007560839,0.0450717029865984,1.4763386746524e-17,0.041295734499242,0.058890209706896,0.155800085078102,0.0219085686837231,0.0623211513832677,0.0488858546651886,0.0559722759373612,0.0195242877122686,0,0.0201389703332541,0.00421868435859778,0.0993526067164458,0.108182339851636,0.0680921009649372,0.0205905404656797,0.0242979440631156,0.168940372058665,0.104285315568017,0.0326014094830305,0.069052782152444,0,0.126384095446905,0.0825974303425625,0.0420144111926977,0.000185410060159225,0.0918790657837914,0,0.0613908595263613,0.0522824819400308,0.0129819973969341,0.0338673344424919,0.199540613882144,0,0.107648484282374,0.0571239147625622,0.0279556009696779,0.06322395486567,0.0840656207618075,0,0.151817663390184,0,0.0458995757075725,0.0157121821147438,0.057612878418705,0.0893660068673193,0,0.0972244346398238,0.0073751178296064,0.0366956058961843,0.0650074277207586,0.0695244843713073,0.0719077306350144,0.0610137888471509,0.0255960587144702,0.0175536851839339,0.0578482703978263,3.43967179354867e-18,0,0.0265833900591975,0.143373954945451,3.75355536338726e-19,0.145519717114613,0.0316871572414909,1.3863446677163e-17,0,0.0486982091510617,0.0188367751224859,0.145441436213989,0,0.0350344901686743,0.0505168799157151,0.0843003209947034,0.0564684956946914,0.0385973071178723,0.117578978603178,0.0831198475240444,0.0221536078668541,0.078396749053949,0.06886509886519,0.140692016519314,4.12120614140603e-18,0.079698550357469
"GMP",0.140131833103571,0.0853838334595916,0.0414869024472363,0.0340656243439107,0.0571012647316244,0.129856575111026,0.234772450460916,0.0932105588791962,0.0741038809676463,0.0787046969965242,0,0.13254072980782,0,0.13601326395514,0.0332491318193112,0.1379618395912,0.0969160741798099,0.0880957901578057,0.134286669570205,0,0.111376693588182,0.0363619711805744,0.0789861359164562,0.0658749566273893,0.119006129991507,0.137365054015596,0.0763960398675377,0.114432472836742,0.0378561800413916,0,0,0.161060944870664,0.0942411980884563,0.155670713381661,0.0500869697201232,0.00482530303672047,0.00464361131911039,0.0672548841844997,0.13468289189465,0.198978937692588,0.00499746110386859,0.105477120583986,0.20894782512188,0.0504850184842255,0.0906993242832515,0,0.0955411982509885,0,0.0788201710829032,0.000899927989044561,0.112615839892183,0.104445249073379,0.0448432907807492,0.194702314025523,0.0923013303888548,0.0120053737282118,0.0729502540323396,0.0859431897280788,0.130269322797988,0.172633923625355,0.140609979669619,0.0804645113748563,0.153949208700648,0.0586548821088895,0.0712569390437421,0.117257157319756,0.0181529976865579,0.114668511023309,0,0.157033338208419,0.148207327135716,0.105693951060457,0.0879488309407381,0.124364415822388,0.135065482187497,0.0468461004083956,0.10565114651137,0.114861303371376,0.0956580918907344,0.0706576041343223,0.156127499818205,0.127120174911803,0.0940553403518085,0.0432069272743649,0.110332413372209,0.0208992974901202,0.111589211200276,0.0119906871001641,0.121387877807269,0.0244062005006523,0.0476235737882664,0.10464425963544,0.0826142717975613,0.0833460106886034,0.0816284735621361,0.193044363048374,0,0.25172098720044,0.00546851464185647,0.104866046238037,0.0344290682786047,0,0.121192965823075,0.128723175656631,0.0964333908549517,0.112668460098152
"HSC",0.531739119867612,0.358331111373175,0.297640182157815,0.129819005514544,0.271432937706254,0.160399286188742,0.319615567810643,0.172386327317767,0.196063548899489,0.302880775887178,0.191886075201528,0.12224180986558,0.174457634345866,0.201339846211002,0.306669074500021,0.262763000483901,0.160110408367323,0.340398405404544,0.239113833118152,0.165626660985582,0.251032298541104,0.110274488568431,0.240266572633584,0.376464416878077,0.0867803642357711,0.300866940834263,0.119950394992043,0.374222281963344,0.078008944158574,0.218237891275458,0.0600349263512481,0.417320785364726,0.312035133788969,0.229975306774141,0.375716918766136,0.109340854035189,0.0660970849859741,0.169051006828527,0.221511013820442,0.228194913006472,3.40728963786845e-18,0.166354717456037,0.142942664540057,0.0852249176707271,0.284557574377761,0.084701648549329,0,0.0929287691908437,0.10532075569984,0.161729831196177,0.0854538132879913,0.107205713788105,0,0.174899586079996,0.156006103665286,0.0748375845493562,0.301525741285884,0.150054823624101,0.146475655830431,0.128602279436958,0.316254537456937,0.085617266063412,0.114956624386009,0.0745892492305169,0.199921931572799,0.253909715443372,0.253092710280529,0.134781811168799,0.0439966257383733,0.146309920881155,0.0397049878019289,0.0598655683641774,0.240524974546399,0.173324952953712,0.024255702268111,0.123103306778164,0.175829974343962,0.169174393871938,0.114370306535205,0.057897602881615,0.0473461738181738,0.258595306143633,0.159472675321982,0.098101537016955,0.127139761635476,0.113213070634707,0.300198492990612,0.0690738057463872,0.153181871778015,0.116742622578026,0.194344015555604,0.210144511570921,0.119144974085091,0.252176915371355,0.213297980123039,0.0964878474577149,0.139101522197619,0.00360305358650953,0.0325272742295448,0.171580404719221,0.337413803894128,0.00609480739215998,0.112999988952545,0.0607712847467452,0.137557386238635,0.14951251388063
"CLP",0.0682174999903777,0.00220482822648432,0.0188362877193499,0.00890056702325918,0.0569801860927794,0.0376538099706491,0.0622153910598932,0.0751647406320083,0.122426145645409,0.0184622108229379,0.1346481075068,0.0480587057159868,0.070855579733051,0.069842454659949,0.101004768635122,0.0695892010065724,0.0306757993100511,0.0048762617994006,0.111758916451949,0.0865190911475191,0.0774168235416448,0.114070739394556,0.0569853046596088,0.044509324829322,0.0520535272156554,0.0628437901167935,0.074813984618085,0.0551314480971151,0.0433136251429735,0.0798347334202677,0.0340263265823764,0.0109104849620819,0.0479994466388299,0.0670913422253991,0.0718553419929169,0.093016632642295,0.0720584054399798,0.039657382512911,0.0745979354104419,0.0578749937846564,0.116334025389173,0.0386382733232789,0.0194759461297492,0.081716623646397,0.0117088674544104,0.0647811217165373,0,0.0746941333284658,0.0517507131577635,0.06870579948221,0.0567344102196455,0.03819585082539,0.0290548290241436,0.070092765035291,0.0520336862955581,0.0872908392643813,0.0516247413406524,0.0490834920831747,0.0979604073387443,0.0608537871730199,0.0731750121499868,0.0480856286338605,0.0632380694653643,0.0950875215949347,0.051658851491299,0.019077330382464,0.0289786288838132,0.0678182489478318,0.0978404446300027,0.0660222090396158,0.0677606575659547,0.0553431922974879,0.0363154937803198,0.0621777869728716,0.0538711784896945,0.00762094649514662,0.0510244028446521,0.0368146118748504,0.0962882108814007,0.0714344476315461,0.0299911197504085,0.0742299814399634,0.0871887439937349,0.146962952780947,0.0325308233878469,0.0888871270008012,0.0615635890744959,0.00251364766961071,0.0179862146947525,0.0332027305234875,0.0679437602271977,0.0567996018063754,0.0352441414632871,0.030133651152282,0.0244535562268438,0.0756201180100628,0.080657966876405,0.0548088814337495,0.0253266743901232,0.0728781920287232,0.0501387669434997,0.0941792822055521,0.0547400223558787,0.0743768006715708,0.0742061444429436,0.0721312424278847
"CMP",0.100237835690356,0.097436958302838,0.0422055599211546,0.0709089452824056,0,0.0404422900606912,0.132571955875473,0.00567271708519954,0,0.102535938184525,0,0.0546031764578864,0,0.0600324155049507,0.0326176113227973,0.00921147158068454,0.0195141158776474,0.10545644942943,0.0237508866224503,0,0.0490703666281593,7.25717383987963e-18,0.11240729282811,0.108821739198077,0.0233641773483354,0.0421523476319302,0.0452212064778982,0.0604990117019031,0,0.0211892037007494,6.92554214490487e-18,0.165310131093985,0.10610227009654,0.130342356782348,0.042667292268205,1.97172426422527e-18,0,0.0444010447377549,0.0821383097782079,0.126196876975652,9.38764932430892e-21,0.0336617354388895,0.0783565116791359,0.0251697616758996,0.0327858773411693,0.0431713540682665,0.144419942140164,0,0.0653209826321886,0,0.035190966496568,0.0932669470202918,0,0,0.147590129698102,0,0.0415318657256339,0.0203946951249758,0.07630904016999,0.0437977534389524,0.0566294793600812,1.53496231417536e-19,4.00622344274908e-18,0.00429492722594766,0.021183374326806,0.0925209079932783,0,0.0136227701798486,0,0.0733196561582799,0.00919086853428287,0,0.0709774542013759,0.0650299238897421,0.058178681587151,1.97333207997434e-18,0.0485522742897459,0,2.13223403963307e-20,0,0.0366721087781445,9.48690444450405e-19,0.00812671643193885,3.23826122275955e-17,0,0,0.0280665690356167,0,0.0942683856295117,4.28599667837567e-20,0,0.0970174949706766,0,0.0466902897424446,0.00852885131879005,0.046999142336994,0,0.0126052961007745,1.24593796715587e-18,0,0.0453506368151562,1.40888271738381e-17,0.0286836885132631,0.0294982534757363,0,0.00046512595489859
