"","GSM1213670","GSM1213671","GSM1213672","GSM1213673","GSM1213676","GSM1213677","GSM1213678","GSM1213679","GSM1213680","GSM1213681","GSM1213682","GSM1213683","GSM1213685","GSM1213686","GSM1213687","GSM1213688","GSM1213689","GSM1213690","GSM1213691","GSM1213692","GSM1213693","GSM1213694","GSM1213695","GSM1213696","GSM1213697","GSM1213698","GSM1213699","GSM1213700","GSM1213702","GSM1213703","GSM1213704","GSM1213707","GSM1213710","GSM1213715","GSM1213716","GSM1213717","GSM1213720","GSM1213722","GSM1213723","GSM1213724","GSM1213726","GSM1213727","GSM1213728","GSM1213730","GSM1213733","GSM1213734","GSM1213735","GSM1213736","GSM1213737","GSM1213738","GSM1213739","GSM1213740","GSM1213741","GSM1213742","GSM1213743","GSM1213746","GSM1213747","GSM1213749","GSM1213750","GSM1213751","GSM1213752","GSM1213753","GSM1213754","GSM1213756","GSM1213757","GSM1213758","GSM1213759","GSM1213760","GSM1213761","GSM1213762","GSM1213763","GSM1213764","GSM1213768","GSM1213769","GSM1213770","GSM1213773","GSM1213774","GSM1213775","GSM1213777","GSM1213779","GSM1213780","GSM1213781","GSM1213782","GSM1213783","GSM1213784","GSM1213785","GSM1213787","GSM1213788","GSM1213792","GSM1213793","GSM1213794","GSM1213795","GSM1213797","GSM1213798","GSM1213800","GSM1213801","GSM1213803","GSM1213804","GSM1213805","GSM1213806","GSM1213807","GSM1213808","GSM1213809","GSM1213810","GSM1213811","GSM1213812","GSM1213814","GSM1213816","GSM1213818","GSM1213819","GSM1213820","GSM1213824","GSM1213825","GSM1213826","GSM1213827","GSM1213831","GSM1213833","GSM1213834","GSM1213836","GSM1213837","GSM1213840","GSM1213844","GSM1213845","GSM1213846","GSM1213847","GSM1213848","GSM1213849"
"Tgd cells",0.194616278827953,0.0891047510827181,0.139134193191293,0.0621089860435751,0.277522548456084,0.138623164650264,0.0594052910912809,0.0476746516467187,0.189202670035161,0.0272554290865367,0.095311121449701,0.0582261091205941,0.00962287730538323,0.15930364427686,0.0408747180092154,0.0226228097735806,0.14568523177957,0.0521591599188096,0.169691231964752,0.113909893331179,0.0292399743977566,0.0390942603131551,0.293340597822859,0.0835377110356669,0.0973851081628522,0.227437772323293,0.108074289865121,0.112919364003648,0.141302035739462,0.0225128420370421,0.0980037833707586,0.043008911584891,0.258701017967688,0.144636428657965,0.131969107419992,0.169078741065414,0.0844547351244653,0.106815868142457,0.140384446509609,2.20897681278249e-18,0.125466491632767,0.142136949235535,0,0.12669125802497,1.10408618981028e-19,0.108967140497624,0.0839006376857803,0.165381898609216,0.0164466898960464,0.0441868903023691,0.00263654935935605,0.10693037453262,0.00759563270817016,0.0693968248780435,8.43650879789985e-20,0.0764218906321057,0.0720672159422191,0.0189636181629288,0.106799773594092,0.0558552235453775,0.0631774153449987,0,0.0131856407275631,0.0747068001187617,0.153272901093079,0.0374730123659975,0.043609396497485,0.106444677273987,0.0383572962346762,0.177880883823229,0.197249163295136,0.10445856600751,0.09410329826275,0.126216366342478,0.121838981443047,0.0595319785071929,0.157408274687251,0.281423324978782,0.184872684267732,0.114375681490258,0.0774144036561258,0.12244502168889,0.0740646346002457,0.203845876575064,0.0692875262010641,0.114865837499465,0.158815754886358,0.0242449434033052,0.0582945308905569,0.245133971711565,0.0679106857364443,0.0361253101897535,0.00700127541210022,0.0309008430711991,0.0202706260908159,0.250948944436036,0.172168825721586,0.0289435588280193,0.227081030638435,0.244011483217471,0.178844129846068,0.0212557587788179,0.0727298794993591,0.0659917159382668,0.163756844354953,0.169283594728972,0.15187808507692,0.174541985982046,0.104080447798429,0.064474818183495,0.167811682540182,0.13382717947538,0,0.0924816677382753,0.0753659485246872,5.42101086242752e-20,0.173833673878774,0.106328553123409,0.0376790487050154,0.201054461396008,0.200230315789697,0.0589903702245579,0.0752083185933541,0.135128919416755,0.0715139432415764,0.221709338639668,0.191470167435864
"Th1 cells",0.111434070808285,4.83156092927281e-19,0.119254566026374,0.143308149489112,0.332395447745274,0.205185530708688,0.0831341234346531,1.39611388054567e-19,0.178865935928642,0.256190153632872,0.212024950187492,0.067170366245271,0,0.115578143051683,0.0537628163973919,0.124266864505207,0.0348093641947973,0.0761124496804258,0.10566288878525,5.65540618770765e-20,0.0422816880235667,0,0.215683605623779,0.0450785399328212,0.0300024522335344,0.143363825406073,0,0.0297912497328772,0.227899097173109,1.22403943341672e-19,0.110821725347172,0.079803529481777,0.301842536866334,0.229666893072998,0.225186637402434,0.235795208991914,0.0722271118164632,0.239138825251077,0.240649355402538,0.0323405223037966,0.105338333279785,0.142835794414904,0.0717027677082804,0.166908955012837,0.194224730547976,0.0968982980837329,0.113285338236478,0.125894123132661,0.0740729154290609,0.0270816096188402,0.144154896400698,0.0658550890232833,0.0747258723419159,0.105617606516577,0.141466006585138,0.168859505043341,0.0748158026346791,0.0118415642836852,0.242129918166137,0.0631056582375844,0.198350936006856,0.142826342781097,0.0967015479492218,0.0212620770291364,0.188186016020172,0,0.147668435770675,0.214723263741018,0.0542898221755731,0.261210321031528,0.169910041427603,0.178357938554762,0.283995844282765,0.12691552307169,0.109246926723132,0.0165630879780893,0.0123460542294677,0.209149480238453,0.316895196476599,0.0328769304718411,0.119281803778515,0.145642882385302,0.0965663645682448,0.24577745525959,0.0958162378848567,0.170577684231963,0.0740359472053507,0.132785906016877,0.104657452157975,0.322757834421753,0.0191951799203907,0.0273237584223862,6.0156761852905e-18,0.0923960482741669,5.20774376871559e-18,0.171657856413851,0.163130393921019,0.170441884055512,0.198069159304329,0.226101257761229,0.290807096984815,0.0524813956585389,0.0314573644591986,0.0340572779115875,0.137725234717708,0.177643221980658,0.0644150013854593,0.210998451441123,0.0692291149836604,0.136033831994031,0.202873886977702,0.0864915802072288,0.124531721902959,0.107067033591955,0.207727561231711,0.0946835335524349,0.107113602104114,0.0323052306851439,0.295882720589275,0.110085520378803,0.188809711112825,0.102925942542434,0.266572194674147,0.0620492460590939,0,0.121337560932732,0.0808549402243725
"Th2 cells",0.0625114927771553,0.0814623649778243,0.0349655979279882,0.0281505005653898,0.0863337203394096,0.0520326231708503,0.07114940564075,0.0429374446660762,0.14377661216835,0.0115880532522709,0.0172958428541703,0.0383252245342121,0.0818577503379695,0.0894717743196731,9.5565217332787e-20,0,0.0736573906169767,4.21448189061504e-19,0.193845375949099,0.0782169988364626,0.0511895403437935,0.0846968025849851,0.0889711208499967,0.0873152920912417,0.162105482158996,0.0794630217969904,0.123055686740193,0.128308561623533,0.0554328343065104,0,0.0778640648177341,0.0748255160127291,0.143277579124863,0.0757588814381828,0.0481218019518188,0.035713288225385,0.0317841105270989,0.0240635710549664,0,7.04307888855412e-18,0.0168284087783776,0.0845388825591889,0.0300902697653313,1.73472347597681e-18,7.16164457404048e-18,0.0441747691387583,0.0839156662328544,0.105977689591335,2.01404892654692e-18,0.0919702259948299,8.60406820593205e-19,0.0646734229626097,0.00415709008547791,0.0838746356144782,5.538164909521e-18,3.8909280580504e-20,0.0188887970184234,0.0551608971991022,0,0.042493251145788,0.00849797959430196,0.0109941455196287,0.0289782763494704,0.0337085682413599,0.130238852376195,0.0205378109860581,0.13681846634312,0.053537757721023,0.0663882411948734,0.00194601769988702,0.0759102067621489,0.00553174970212707,5.75187660313841e-18,0.0463645608208746,0.0557259496562702,0.0876168201830748,0.111508567164746,0.0539739693344506,0.0386677799893754,0.0581793682966399,0.0504061474738867,0.0361337164876681,0.0575016223118567,0.0861662104926433,0,2.36634881404983e-20,0.05770974234664,0,0.0362332892944612,0.0939698780409536,0.0903730907690273,0.0261080122624986,0.0623653964372986,0.051283956969531,0.0148420467932345,0.0531630384397277,0.0806257940945215,0,0.115434886059251,0.0943612765596574,1.5941541752169e-19,0,0.0208108833751138,0.0805343071029067,0.066511833226839,0.0551567495947186,0.115422014570393,0.0306727565244302,0.0462156678218707,0.103500596025108,0.0112894005342875,0.0996961956322493,0,0.0836386907763655,0.0369464922120618,1.18268337420625e-19,0.0612273125549377,0.0108220069712168,2.76231286647747e-19,0.207251053059687,0.0735061517603122,0.0573263178190517,0,0.117977485579197,0.0696258123822074,0.17227572275342,0.10309025454897
"Tregs",0.112483809006856,0.11845561827838,0.0174049494439079,0.0302425021997559,1.15826503283895e-21,1.26994367615184e-18,0.13268478001499,0.0418790294189218,0.0458440925046421,0.0067581830747059,0.0710464537814473,0.0658377813455593,0.0969432648189658,0.000550484539233334,0.117242045788716,0.0515067129596883,0.0143744654466938,0.0604524957095315,0,0.0602623459627071,0.147733410690045,0.095959932246765,0.0127663094717629,4.3091526000714e-19,0.103491619225924,0.0721394663593059,0.054681206527592,0.0682057207212228,0.0166454715770193,0.10195815034242,0.0680716111418756,0.0508832897807939,0,0,0,3.84846170965185e-19,0.0210068155179273,0.00973285428313152,0.036224749113259,0.107101628534126,0.0520081256366142,0.0564322070170415,0.0609240180322579,0.00480575918692335,2.08617129104651e-18,1.7961855504525e-18,0,0.00575329047126508,0.0745569367606147,0.0352422037628471,0.0851391309988999,0.0171861996027894,0.0220836776648434,0.0919139805378938,0.01176906541789,0.048866082557317,0.0952160634643878,0.0157749811513761,0.0434282776637828,0,0.0463451168205526,7.94590699697453e-18,0.0474590193149866,0.0540403129307355,0.0326388194659661,0.00358999188081867,0,0,0.0221594039491509,1.73472347597681e-18,0.0431332249885323,0,0.0519287230714337,0.0188898870137993,0.010817718325279,0.0490028288056911,0.115148528483746,0.0703629194998697,0,0.0256972037929456,0.093421852304466,0.0489316727874088,0.0526122091464738,0.00636362219783425,0.0392463037951366,0.0864011739831183,0.118621642806546,0.0617457139379683,0.0403447490952481,0.0814165558818407,0,0.0206528065577307,0.071364174328405,0,0.105848452441741,0.0785986871127184,2.75206147063434e-18,0.0491119897468895,0.00540031570646255,0.0505846808767701,0.0201774935617481,0.0686066579595456,0.0337654241522375,0.0335520553632382,0.0529431850536615,0.0512824320074406,0.0792304675630871,0.0445215819332892,0.0350778322374254,0,0,0.0401696798306089,0,0.0101632873271159,0.00483643205611296,0,0.150407006472224,0.0678549759062484,0.0802313899786101,0.0294394118908184,0,0.0549209584885208,0.0477300278468113,0.0648897557792387,0.0558646807941534,0.0586514088038861,0.0659730240338073
"Memory B-cells",0,0,0,0,0,0,4.56803284083093e-18,0,2.16840434497101e-19,1.75015134398266e-19,0.00408050320929239,0,4.0101623943446e-21,0,0,0,0,0,1.8084047675157e-18,0.0112737011490932,0,0,6.33609889403881e-19,3.01752894244456e-19,0,0,0.0115253221263849,0.0463268820410213,5.50745589134887e-18,8.11638619921658e-19,5.05302267279267e-19,0.00898246331890405,1.36918583516742e-18,0,0,0,8.90504032596698e-20,0,3.02140250301479e-19,3.90851134340227e-18,0,0.0360475725606907,0.00123447053060094,1.3248178263084e-18,8.96424436495318e-18,0.0649522249896055,3.52277484225642e-17,3.44288548578434e-18,3.1345129371921e-18,0.0314415323676204,4.54186826086023e-20,0.0878329451564855,1.33633593512164e-18,1.42491686222373e-20,0.00859392709557604,0.00265925079685315,1.07606638239087e-18,0.0490631505067545,0,0.0574960636936078,0,0,1.70127796877263e-19,8.51800634679285e-19,0,0.0504411075178495,3.68442071891378e-18,0,1.72578146251583e-21,1.55987193915539e-18,0.0450709013979682,0.0420902619905662,0.0114327446251703,0.0449759736745184,0,6.82225838192185e-21,2.13233947600839e-21,0,0,0.0356327694814718,4.57125154649931e-22,0,0,0,0,0,0.0614142115323432,0,1.03948492482521e-18,0.00398814128453872,0.0172547135270554,1.80814736813092e-19,0.0138048637730202,0.0526992912330287,0,0,9.72327586282498e-20,7.18989720837611e-19,0,2.0021537736187e-18,6.25194194019715e-19,7.28846879178156e-18,0.0084359562484605,6.18199474590288e-18,0,0.00704888377169313,0,0,6.54586076586516e-21,0,8.43125148945994e-19,0,1.48791017189565e-17,0.00714109750975169,2.20657258657872e-18,0,0.0201345938056206,0,2.53437564144675e-18,0,0,2.09582486672956e-19,0,0.0403175112265926,0,0,0.00248469384094149
"Class-switched memory B-cells",0.184486511676819,0.130590556462727,0.170795124727286,0.0109969539733184,0.0843695447219501,0.0547162370776645,0.115461567293689,0.181030845875727,0.120081383314832,0.106986276551798,0.205496650526479,0.144264777542118,0.149704439214043,0.0305837944332939,0.169576275235594,0.113904408725459,0.212827881979958,0.0927935668270502,0.140628545785243,0.214444102615503,0.0892462942531075,0.109484284413541,0.16726917350388,0.165388636122158,0.215350326040756,0.109769868697244,0.168310128860066,0.211968148010614,0.0299529049085128,0.149468107016303,0.111528768178561,0.185895167891864,0.15797318751437,0,0.078620128115391,0.0519446819192685,0.104150642844232,0.025242185197934,0.202551057212659,0.0774391321040351,0.102655411893652,0.217787202080578,0.176282810770057,0.0838103050681487,0.0915429101624433,0.278919099790233,0.0413957208139422,0.0793233188652424,0.142700501906359,0.191015140450092,0.181725652502724,0.285819692144127,0.0485891462116363,0.039115898513632,0.161287342262104,0.256169356865659,0.113376207666988,0.172933928059165,0.0307114180774547,0.243190653525805,0.151574550998536,0.0259165094412637,0.0999661069007944,0.194934933802935,0.0862223681037746,0.236432932623243,0.101780836291926,0,0.136309876278708,0.123389605765555,0.289816177188733,0.24429173412776,0.187611788434182,0.242317178533698,0.176422241820385,0.16502784088733,0.179334139576972,0.164114452233826,0.053832199532254,0.312300597430642,0.155488178559521,0.124942478982063,0.147026336248191,0.0265327273865762,0.100654123831921,0.164135365294843,0.328028295253531,0.098981725460685,0.0942176764207187,0.208320030595604,0.250953049136532,0.159262161774064,0.230350991441956,0.203966041950356,0.20969096784107,0.289058082734706,0.0303859480666471,0,0.143144318027041,0.0863656419559753,0.00769974374621117,0.117083688263659,0.255228078837182,0.120872380406041,0.217172665289187,0.202195048231059,0.221240275089235,0.0896330571324458,0.085714585234338,0,0.113438112369237,0.10952787637743,0.0428473735331782,0.20456520778556,0.0700974703450779,0.050168969283763,0.243990407759879,0.250599006524186,0.00827067717407809,0.039794994225822,0.0386621860213053,0.103754254227596,0.150497692816891,0.218399824265219,0.193700748052797,0.0859877311806802,0.182438347710663
"naive B-cells",0.0340102579347829,0,0.00550346915618192,1.46495986255595e-18,3.08429093746438e-18,1.02544987049788e-17,0,0,0.0306106487264908,2.69953608125546e-18,0,1.46598306808387e-18,0.0145532490332591,1.66537231973186e-18,0,2.39667360769641e-18,7.21364270698065e-19,4.37358521586041e-19,0,0.00101126226324811,0,1.89737205167584e-18,0.00828384709573174,0,7.92031633803453e-19,6.88418817516778e-18,0.0453209569826055,0.0389482130792227,2.35171690532676e-18,1.17047220821031e-18,0,3.80120074183089e-18,3.93745480612273e-18,0,6.45192613002288e-18,1.13105097854218e-18,6.17466001019425e-19,1.91518283610635e-18,0,0,0,4.33680868994202e-19,8.18861254869899e-19,0,0,0,5.67457819943417e-18,0,0,0,1.84670426291202e-17,0.0804063181729706,0,1.76324241915923e-18,3.60657262769724e-20,1.40817146542191e-18,3.73685761798884e-18,0.0704501198817798,0,0.0109501188748618,6.38176718769071e-19,1.00074577922553e-17,0,1.2905611067155e-17,0,3.59689055280341e-18,1.01094796772783e-18,1.59454212081917e-18,1.3530174295969e-18,1.88956146119858e-18,0.0551183966905384,0,0,0.0527503186981657,2.91032671035372e-20,0,0.0242144817854748,0,0,0.0296835115235037,4.59362246275172e-18,2.74302256648246e-18,0,0,3.83543392497781e-19,1.35417882315839e-18,0.0364333297741604,4.79081625602911e-18,0,0.0195656987028144,0.0279434531539141,0,0.01743751050309,1.44050595713795e-19,2.90410815681617e-19,0.0241334502227697,8.68997460956698e-19,0,1.02747567567039e-19,1.14541550707734e-19,0,0,9.40398205326846e-21,0,0,0,0.0110729315740401,2.63115785293489e-19,5.03319421239908e-19,5.99376688593552e-18,3.85746871434337e-21,0.00238033547455391,4.24834539761889e-18,0.0205689186515794,0,0,0.0192889304178572,0,1.03383012188347e-17,2.71050543121376e-20,0.00250447706542447,1.53291931301497e-18,9.69370886376513e-18,0.0464893811352043,0,0.0127808977882463,0.00712887703013017
"NKT",0.116359023234538,0,0.12533957292631,0.20894108101309,0.171630294758559,0.120669212525367,0.115656723922303,0.125194954797347,0.111554761018072,0.31624700928504,0.273665394183504,0.118661035899966,0.0273977407693167,0.115917976380822,0.0969538096236294,0.134053513729093,0.160496461285067,0.149441469972964,0.0530394184997714,0.0848571776198407,0.245157768958461,0.0950086914907724,0.145735321068315,0.0725728728116577,0.1864712790081,0.277018061849259,0.0695035895549483,0.132691804344098,0.192803231506928,0.142149326997325,0.119318266067737,0.115584480889637,0.243114760127036,0.166424184541858,0.126087191319818,0.349657109728102,0.150164473725402,0.237360911500202,0.410625764009841,0.0503573121462672,0.156656409089771,0.282331536997612,0.196083079382071,0.282221860544251,0.308103213598031,0.262472721434709,0.0975329268390062,0.124458537598236,0.29404663830397,0.162767468855786,0.359993279514304,0.195204734356805,0.148592353918694,0.157599093367797,0.37276079388919,0.357314768409691,0.0396361254742634,0.129262512942634,0.312303183046585,0.202273499348463,0.221447426970569,0.152838653804996,0.221898682219824,0.138043309311785,0.110643307600676,0.223682827444935,0.210126181530295,0.222567067147338,0.0937489131523153,0.289753583561493,0.283735449951829,0.369150736144436,0.435282917848356,0.152417353869104,0.200207818053012,0.114518961146083,0.114290505876382,0.192070627435033,0.236273920815976,0.104415156430984,0.178780346861341,0.201729508366274,0,0.28233146666138,0.211886127465187,0.276158184192556,0.160942141576593,0.192113611915539,0.172981994128438,0.140522517441634,0.103787044657199,0.137340345232901,0,0.162176411465793,0.0957615485734844,0.281467950523004,0.233558508901293,0.230066470207687,0.211428188982215,0.183827809779209,0.320016312292932,0.0421863299857195,0.125644010293636,0.0831616188618029,0.173887708603405,0.230706178966686,0.177970238249479,0.368815675767301,0.114887526451859,0.061925631212431,0.185288341078416,0,0.206099381459061,0.125370899549065,0.172309112787492,0.176838646071312,0.175431005245348,0.142493067237554,0.379408780784958,1.05019684531003e-18,0.0888694494883407,0.221109027276738,0.459835493914525,0.0722626724811839,0.0984233507659483,0.0204870474413116,0.184386581797824
"pro B-cells",0.0479208147146271,0,0.0190933445238911,0.0171913176222944,0.0499465955701433,0.0520452795043776,0,3.10744612950601e-18,0.0373297320346316,3.12777421685221e-19,0,0,3.38230403931584e-18,0.0147277909118389,5.70751851254787e-19,3.01151937601894e-19,3.50613055211086e-18,0,0.0689228187391475,0,6.15808769556012e-21,0,0.0344851101063323,0,2.98925245279766e-18,0,0.0266765868227127,0.0392937032699417,1.44220479648009e-19,0,0.00941570834198074,0,0.0507359897189115,0.0274189663038994,0.0361337612782376,0.0113401198145297,0.0152405556716539,0,0.0373144825894089,0,0,0.0192421146807989,8.67361737988404e-19,0,0,0.0148264865229189,0.01767585593199,0.0525059195139378,0,1.73485776174695e-18,1.1072728408655e-19,0.0258288011956742,2.11652765043783e-18,0,1.0842021724855e-19,0.00519044319385903,0,0,9.43498072713972e-19,0,7.45174554750556e-19,0,0.0222149157320155,0,0.0171611175995831,0,0.00947336462233019,0.00414137152944332,4.25089992470775e-18,0.0338768297534641,0.00113837059870614,0.042009112561427,0.00825509065342884,0.0341745899993267,0,0,0.000213059598678771,0.0164891849527099,0.0311672809408786,0,0.0022874669486545,0,0,0.0010770906025066,2.09013758218463e-20,0,0.0364074526885759,1.20721271492741e-18,1.38307533800412e-18,0.0549426430715042,0,0,0,0,7.20081903136541e-18,0.0421970541267878,0.0394705081454728,0,0.014599204662935,0.0412847742725608,0.0677091045374743,0,2.85310031898259e-19,7.79365844425106e-19,0,0,0,0.0144586833509324,0,0.0500300770099943,0.0631505090509995,0.0437826763874244,3.69430912032166e-18,0.0206274596879799,0.0270690680455629,1.0838180425293e-19,0.0010994261862884,6.77917589980906e-19,0,0.0606224861157596,0.0667739274283572,0,0.0374268754915574,0.0120930099573561,2.41932767815019e-18,0.0731417340150798,0.0157003913180828
"Plasma cells",0.0534339018600963,0,0.161223862930734,0,0.035074174392648,0.0802864453870161,0.0105166219953533,0.125042048781547,0.0459705692890658,0.0623256959625458,0.138100790119498,0.0157326422131865,0.0594776200775061,0,0.0252715232795731,0,0.0621530580399836,0,0.122534504313988,0.0695729268883875,0.0274801894767893,0,0.158007711680354,0.0800008013766047,0.187850323076526,0.180017226165637,0.0947467678141401,0.0629563982513775,0.0371353436521667,0,0,0.07345447797175,0.05184805882448,0.0714818438301983,0.13035161070227,0.0119514887280366,0.0819574747077524,0,0.109028964805777,0.0341228510846589,0.0435929413405545,0.152409442458633,0.11557313533422,0,1.88557655053212e-18,0.184985250167686,0.0776653768780055,0.0599912871424836,0.109598748603115,0.103053417541212,0.0308132933764737,0.111154840001613,0,0.0527518356733782,0.0662630242023926,0.0711049594791204,0.165828657379046,0.107606631775395,0,0.0278881481349245,0.0376922230460222,5.06569778347647e-19,0.0939945169842805,0.110158633137975,0.0210018010668998,0.188250439785651,0,0.00907855409024583,0.0106745674187211,2.80296953450334e-18,0.132557759767028,0.107748126709499,0.131133700610923,0,0.211225756042856,0.182815766456815,0.129414181111338,0.0853029212936819,0.119046297571427,0.0707233543592053,0.0601041246401562,0,0.034933590787096,8.9038774947674e-18,0.117225665758512,0.121405933698952,0.118625209118796,0.0416777635252493,6.25574468780743e-19,0.0998079832666652,0.0496553038119794,0.0709211261789308,0.103973790221423,0.071480482895005,0.12687884962082,0.119524083869098,0.00671311132470834,0,0.183918823734639,0,0.0461090157716244,0.0764928708514121,0.137272604606323,0.0370901012532454,0.10513769836209,0.160612558389144,0.126120845089766,0.0818174153535405,0.00623643064507462,0.0151494233090579,0.061304232564715,0.11828481662263,2.12221111904689e-18,0.115179917912513,0.0512493653840894,0,0.193800565576729,0.110521618129762,3.268953861178e-18,0.0170037726839031,0.0360151695643724,0.0580022892650295,0,0.091306180878484,0.10601933232926,0.0568628432014519,0.127192484643392
"MEP",0,0,0.0060175208819466,0,0.00141249641037945,0.131322014161554,0.0510392898544201,0,0.00131432488292453,0.0717449845977722,0.0105670803347074,0,0,0,8.96539020657663e-19,0,0,0,0.0872260365638838,0,0,0.0600234676929912,0.00176729772236714,0.0306911421372366,0,0,0.00852725019548324,0.0525358453888199,0.0392684470229558,0,0.04305855829742,0.00435551056337949,0,0.0577553739412466,0.053077474057265,0.00442562279091206,0.0183270872428787,0,0,0.0139278662574151,0.0491259573976957,3.83135689694513e-20,2.8094296375413e-18,0.0555973785374463,0.0249928807474349,1.05617551826984e-18,0.0525808104288693,1.3070364467153e-17,0,0,0,0.0109330054343788,0.00511598653911563,0.0407568714948086,2.57081859108264e-18,0,0.0113587483747165,1.00117791975199e-18,0.0660333370113331,0.0668801727037137,0.0538528663989971,0.0462380563726111,0,5.89268690655769e-18,6.98475593807658e-18,3.75046682121959e-18,0.0771881895803256,0.0595803987424418,1.66018552811441e-18,0.0020055710311861,0,0,6.97533990195994e-19,0.00738883031027993,3.27733312134266e-18,0,0,2.59244253177854e-18,0.0931440716474573,0,0.0676574901947391,0,0.00344456185773463,0.0193220478071441,0.0222342790592219,1.28187172935842e-18,0.00200359611764207,0,0.0526127443571641,0.0521636838727794,0.0203474341820498,0.0389788032628999,6.02591036469138e-19,0.00416098142188807,3.22343680623809e-17,1.75489450332176e-19,0.0380542238235141,0,0,0.0175637789349992,0.0312194010508104,0.0236427336984306,0.0237796456218746,1.07804637319698e-18,0.0486371779599114,0.00273228205491514,1.25916726688676e-19,0.0765874483113301,0.043691770713716,0.0330179876814237,0.0205243240853835,2.57292313261339e-17,5.08188093872271e-18,0,0,0.0325672846245844,0,0,0.0447500575908408,0.0300399233475755,0.0660319825324089,0.00743922558285544,1.19626756570283e-17,0,0,0,0
"GMP",0.131120178146695,0.157005410394734,0.0761471986194675,0.0626155892481113,0,0.0572317764688489,0.165651526657829,0.121602757851719,0.127302326521068,0.00985995425140418,0.0821717127550566,0.086538125407673,0.108083138202533,0.0493499118693764,0.0589196193169564,0.0671610087720252,0.205599738505811,0.0896505733165388,0.0751768873845224,0.0466317771023123,6.23983210900049e-18,0.0751298916550014,0.0696094848935347,0.0457664218515644,0.0496308009179167,0.249624946060012,0.0680339579645559,0.0721778558346226,0.0343151717398605,0.160610487603153,0.0742543192554828,0.0490923449317075,0.0298170151994467,0,0,8.9467909507801e-18,0.101109308414932,0.157451477713397,2.01001319448521e-18,0.139100986941566,0.0914940409262495,0.13570955074821,0.0773070882040771,0.0602297111440324,0,0.0293253004034179,0.074914425039654,0,0.0220320103578815,0.0425309334403408,0.125317142137571,0.0290186242789554,0.0512815285076095,0.0611682939486308,0.00798630099280173,0.0798994831377975,0.0638790376454637,0,1.04195984584492e-18,9.60178528964799e-05,0.0296115712699268,0,0.0451717112824184,0.0708152001531258,0.0865430068165814,0.0236673454453889,0.00203507324203629,0.0791323267023261,0.0265394223109707,0.110248514907854,0.0342405402990671,1.2553160961722e-17,0,0.0195760411858915,0.0186009893209101,0.213102601949386,0.12056566990638,0.0387738177466254,0,0.0969438510853525,0.0471666239150127,0,0.0319416195627664,0.0853207613049402,0.0140324923779231,0.0111238250808789,0.14390206993258,0.00598853812327944,0.0735885527667272,0.0390268718883479,0.0696365516961906,0.0641725650787532,0.0651104199623658,2.09765530156436e-19,0.0597695847864768,0.061836792738197,0.0967331210022553,8.23811933679961e-18,0.183073060415724,0.0951619085589961,0.0636420298270811,0.127436365420924,0.123850131387587,0.0613073978137635,0.0374484498390011,0.146144756954896,0.118977882170626,0.102297359378409,0.0523476688895578,0,4.77415557717587e-18,0.0345066342740552,0,6.57235921833381e-18,0,0,0,0.198456979191351,2.79618740480884e-17,0.0780352509345837,0.104019124295661,0.112000641319791,0.0119798341785229,0.0779543221163836,0.134835097447497,0.03155755271455,0.0298690112601292
"HSC",4.05702591847439e-20,0.291854237764847,0.0399904832267187,0.147603013501062,0,0.121940751533742,0.32831571411444,0.187735278022617,1.38970049486375e-19,0.0902973952095896,6.92196699892215e-20,0.138506552547603,0.266702336623714,0.0926085726373854,0.339344061481127,0.119387349963005,0.248693046399481,0.205428515857774,0.0228618696233711,0.130252315681592,0,0.12113739041352,0.0346853660850434,0.28311521134721,0.23267014816261,0.00624427272763049,0.184427391588287,0.104166973610434,0.0991927420693551,0.225163622293922,0.150091610806325,0.222094899503735,0.0420459962415356,0.206739140923992,0.0899295927067574,0.0792534252985045,0.21701688398461,0.109047288942845,0.139765445540919,0.086854909855055,0.188571991711824,0.1580240828251,0.239283662450409,0.123894461377549,0.186750487061143,0.27611392404729,0.0762253142746031,0.120199076920385,0.189288404690135,0.149028371896488,0.165620249522473,0.17113374920206,0.204329343044718,0.101207650917176,0.252387733871493,0.188262400382594,0.210084093935804,0.187134915451774,0.216796539455145,0.273299975132004,0.18541745982483,0.314321600932975,0.207299313850909,0.16077033133783,0.102766286854165,0.386634290764176,0.121291942311436,0.155483383456974,0.359424675367534,0.172716664292585,0.147318841232256,0.21274357431227,0.15709698607361,0.312284898291734,0.179799235498888,0.253645626964367,0.0730817174720835,0.0232744564606711,0.0518729996302584,0.203893894911322,0.132828755816272,0.198261571447101,0.222490168713559,0.211320424779528,0.229078105238233,0.343793122061131,0.468426537686716,0.146834021987296,0.219502152990558,0.00155355868590181,0.2133792769482,0.382848645082497,0.231689837905025,0.196181305773337,0.0965668748057052,0.0129217791845534,0.202868470070176,0.102236982807864,0.0174283403812071,0.057440265363874,0.000958479498181234,0.265351696823822,0.286657940206218,0.202042394924369,0.0931030395851074,0.14554271370686,0.0990003139132642,0.0628777914088858,0.194875660851098,0.15187820501002,0.0528294058181528,0.114352448331464,0.3230298838329,0.0729016876578238,0.0693648469537038,0.232739201288152,0.120055554050479,0.0563828127129688,0.367332551521596,0.0574174874714605,0.00306311246184527,0.157713706031169,0.154700800945317,0.258065510166657,0.295779632822031,0.131350656687898,0.166412982898018
